price,odometer,age,model
18900.0,26000.0,3.0,civic
27900.0,51938.0,4.0,sierra 1500 base
10500.0,57000.0,5.0,jetta se
4999.0,1500005.0,15.0,benz e350
11495.0,113883.0,12.0,550i
6900.0,100000.0,41.0,el camino
4500.0,109955.0,14.0,530i
5500.0,130000.0,16.0,astro cargo van
500.0,130000.0,8.0,altima
11495.0,113883.0,12.0,550i
5975.0,149000.0,10.0,soul
8500.0,134600.0,13.0,avalon limited
5200.0,253000.0,13.0,element
230.0,50000.0,6.0,prius
5975.0,149000.0,10.0,soul
16500.0,23000.0,3.0,sentra
9500.0,159300.0,8.0,camry hybrid
5975.0,100000.0,10.0,soul
6500.0,120500.0,10.0,prius
8800.0,142000.0,6.0,prius
7900.0,108000.0,11.0,
27900.0,114386.0,8.0,1500
900.0,184999.0,23.0,maxima
56500.0,4800.0,2.0,4runner trd off road
11850.0,39576.0,3.0,civic
4500.0,140000.0,13.0,cayenne
11850.0,39576.0,3.0,civic
6800.0,147000.0,22.0,tacoma
3500.0,107000.0,18.0,mvp
13999.0,141000.0,27.0,g30 van
61000.0,23000.0,3.0,corvette
34950.0,10345.0,1.0,Continental
26900.0,103000.0,19.0,cummins 3500 laramie
8600.0,93459.0,8.0,prius three
7500.0,120000.0,37.0,rx7
5000.0,160000.0,13.0,suburban
6000.0,57000.0,20.0,civic
29900.0,24805.0,3.0,1500 tradesman
16600.0,82000.0,6.0,a4
8500.0,140000.0,15.0,tacoma
30000.0,104000.0,5.0,tacoma 4x4
7500.0,136000.0,17.0,serria
6500.0,135096.0,47.0,
6975.0,100000.0,15.0,tahoe
8495.0,164080.0,11.0,535i
3000.0,116513.0,16.0,saab 9-2x
31500.0,112000.0,65.0,thunderbird convertible
6000.0,96347.0,13.0,Audio A3 2.0T
3650.0,169000.0,24.0,express
14900.0,88000.0,51.0,c20
1.0,80000.0,5.0,pilot
4000.0,150000.0,16.0,grand caravan
28700.0,81132.0,9.0,s550
11700.0,180000.0,10.0,town car limousine
5990.0,130.0,8.0,rio
4800.0,166000.0,13.0,odyssey
5800.0,168000.0,22.0,4runner
666.0,1.0,11.0,scion tc
4000.0,180.0,15.0,nitro
3400.0,135420.0,13.0,focus
44500.0,16613.0,3.0,f-150 xlt
8900.0,99000.0,6.0,compass
666.0,150000.0,19.0,benz cl500
23000.0,79000.0,9.0,wrangler sport
4999.0,103000.0,9.0,500
15999.0,40000.0,3.0,corolla le
6200.0,118000.0,8.0,cruze
16999.0,123000.0,9.0,wrangler
8999.0,82000.0,6.0,patriot
1800.0,165684.0,21.0,accord
3000.0,206377.0,23.0,maxima
6000.0,129000.0,18.0,escalade
10999.0,113000.0,10.0,benz glk 350
888.0,141276.0,15.0,g35
2300.0,220355.0,18.0,accord lx
666.0,141276.0,15.0,g35
6975.0,100000.0,15.0,tahoe
4900.0,216000.0,13.0,oddysey ex
6975.0,100000.0,15.0,tahoe
35000.0,67000.0,59.0,impala
5000.0,132000.0,20.0,outback
11900.0,108902.0,14.0,4runner
5900.0,119000.0,12.0,camry
11340.0,107524.0,17.0,tacoma
19995.0,94665.0,8.0,impreza sedan wrx
33995.0,22500.0,11.0,challenger
10200.0,60000.0,6.0,320i
22900.0,70578.0,10.0,f-150 xlt
2800.0,280.0,17.0,camry le
4500.0,115500.0,19.0,explorer xlt
2257.0,200000.0,19.0,explorer
26000.0,62000.0,3.0,1500
6975.0,128000.0,7.0,forte
8995.0,94117.0,14.0,e 550
22000.0,60000.0,50.0,
8500.0,1250003.0,7.0,passat tsi se
14500.0,11600.0,54.0,corvair
9500.0,99700.0,8.0,328i sedan
4687.0,104658.0,14.0,camry solara sle
19000.0,27000.0,1.0,altima
3750.0,169000.0,13.0,300 touring
28449.0,144000.0,10.0,f-330 king ranch lariat
3800.0,155650.0,21.0,528i
4200.0,138000.0,14.0,altima 2.5 s
4100.0,117000.0,9.0,versa
2000.0,107000.0,15.0,a4
3800.0,196442.0,32.0,d21 hardbody
34500.0,81654.0,2.0,promaster 1500
9495.0,119601.0,13.0,acadia
6450.0,69000.0,10.0,accent
25000.0,150000.0,57.0,impala
26000.0,113000.0,51.0,camaro
6300.0,165369.0,9.0,328i
4100.0,136184.0,18.0,corolla
11000.0,50000.0,5.0,civic ex-l coupe
4900.0,159000.0,12.0,335i
3950.0,180000.0,17.0,forester
7200.0,65000.0,6.0,500e
3300.0,150000.0,17.0,maximum
20000.0,127733.0,4.0,
8500.0,189000.0,18.0,tacoma
5400.0,200000.0,17.0,ls v8
4200.0,147015.0,13.0,scion xb
6500.0,154900.0,13.0,benz e350
7500.0,143000.0,9.0,accord se
5600.0,144000.0,13.0,tribute hybrid
34995.0,19998.0,2.0,transit 250 medium roof 130 wb cargo van
28995.0,72797.0,2.0,transit 150 medium roof 130 wb cargo van
32995.0,38875.0,2.0,transit 250 medium roof 148 wb cargo van
39995.0,33889.0,1.0,"transit 250 high roof 148"" wb extended extended cargo van"
36995.0,46357.0,2.0,"transit 250 high roof 148"" wb extended extended cargo van"
29995.0,25749.0,2.0,transit 250 low roof extended cargo van
45995.0,2003.0,1.0,"transit 250 high roof 148"" wb extended extended cargo van"
49995.0,11314.0,4.0,f-450 contractor 12'
44995.0,69561.0,4.0,transit 250 medium roof 148 wb reefer cargo van
17500.0,143553.0,6.0,transit 150
1799.0,143000.0,29.0,paseo
58000.0,60000.0,6.0,international 4400
3000.0,116000.0,19.0,accord lx
9500.0,38000.0,10.0,dart swinger
31995.0,49278.0,7.0,promaster 2500 plumber body
29995.0,116268.0,9.0,f-550 12' utility truck
30995.0,101116.0,9.0,f-550 12' utility truck
32995.0,94957.0,6.0,Freightliner Sprinter 3500 Reefer High Roof Reefer 144 WB Cargo Van
30995.0,102810.0,9.0,f-550 11' utility truck
23995.0,44388.0,5.0,transit 150 cargo van
13995.0,131672.0,14.0,w4500 14' stakebed
295.0,69952.0,6.0,prius two
18995.0,110987.0,10.0,e350 box 10'
44995.0,158625.0,9.0,f550 mechanics truck
28995.0,86519.0,5.0,silverado 2500 utility truck
25995.0,40455.0,3.0,express 2500 cargo van
15995.0,120556.0,8.0,e250 cargo van
9000.0,120000.0,7.0,altima
24995.0,156964.0,5.0,transit 250 medium roof 148 wb wheelchair van
25990.0,17500.0,3.0,mazda6 signature sedan 4d
16750.0,40500.0,7.0,428i coupe
39599.0,180000.0,29.0,land cruiser hdj81 - 80 series
60000.0,13800.0,4.0,
30900.0,190856.0,7.0,isuzu nrr
5200.0,95000.0,12.0,3
11990.0,86995.0,11.0,gti
8495.0,152628.0,15.0,rx
9995.0,116000.0,7.0,escape
6995.0,153000.0,11.0,corolla
9995.0,120000.0,5.0,mazda6
29590.0,40263.0,1.0,pacifica touring l
6995.0,81000.0,6.0,versa
22990.0,30717.0,5.0,maxima sl sedan 4d
20590.0,50646.0,8.0,equus signature sedan 4d
2675.0,99000.0,20.0,sable
9500.0,58000.0,13.0,535xi
11500.0,159000.0,7.0,outback
17000.0,148000.0,19.0,lx 470
8300.0,128840.0,9.0,civic ex
16990.0,46000.0,2.0,civic
8990.0,90000.0,5.0,juke
3499.0,175000.0,18.0,clk 320
6500.0,163000.0,13.0,benz ml350 4matic
16990.0,78437.0,4.0,ioniq hybrid sel
15500.0,35600.0,8.0,accord ex-l
12999.0,115776.0,7.0,ct 200h hybrid
11999.0,144500.0,16.0,lx 470
10500.0,82000.0,20.0,cherokee
18500.0,16993.0,4.0,civic hatchback
7995.0,109254.0,14.0,530i
8500.0,89864.0,13.0,civic ex
8990.0,90000.0,5.0,juke
15500.0,108000.0,8.0,s5
33999.0,41873.0,4.0,x5 sdrive35i
11900.0,189000.0,12.0,"titan se crew cab 5'6"""
5995.0,170000.0,14.0,530i
5488.0,124480.0,7.0,fiesta
4777.0,113000.0,22.0,silverado 1500
19200.0,12345.0,53.0,charger
32990.0,49164.0,5.0,tundra double cab sr
3988.0,227299.0,12.0,jetta sedan
37990.0,100104.0,4.0,sierra 1500
14950.0,36154.0,3.0,f-150
3199.0,63000.0,26.0,camry
3200.0,150000.0,23.0,
8900.0,90000.0,8.0,corolla s
3800.0,262168.0,17.0,express
46999.0,8820.0,3.0,rx 450h f sport
33990.0,50613.0,2.0,1500 classic crew cab lone
24590.0,25940.0,3.0,qx30 premium sport
35590.0,8208.0,2.0,Genesis G70 2.0T Advanced Sedan
17500.0,1000.0,66.0,bel air
1150.0,166000.0,27.0,accord
3600.0,142799.0,22.0,clk320
7450.0,95000.0,14.0,sequoia
2500.0,174382.0,22.0,camry
25350.0,29079.0,7.0,charger
2975.0,145000.0,14.0,focus
11850.0,57000.0,9.0,tiguan s suv
30590.0,14480.0,2.0,passport sport suv 4d
18000.0,33800.0,4.0,volt premier hatchback
16990.0,43934.0,6.0,cc 2.0t r-line sedan
38990.0,9434.0,1.0,mdx sh-awd sport utility
9991.0,147000.0,10.0,camaro
12995.0,88403.0,8.0,c-class
3995.0,191000.0,20.0,530i
9000.0,216000.0,16.0,w4500
14900.0,100500.0,15.0,mark lt
41992.0,90386.0,9.0,f-350sd
236.0,69991.0,4.0,camry se
14999.0,141000.0,19.0,tacoma double cab
22995.0,26800.0,3.0,volt premier
35000.0,7000.0,2.0,xc90 t8 hybrid inscription
24995.0,35858.0,3.0,camry hybrid se
2000.0,256000.0,25.0,quest
18990.0,93339.0,7.0,cla-class cla 250
24995.0,23643.0,4.0,3 series 330e iperformance
3199.0,193000.0,20.0,
10000.0,5000.0,67.0,210
36590.0,5757.0,1.0,nx 300 sport utility 4d
32990.0,3896.0,2.0,atlas se 4motion
30990.0,53561.0,4.0,ct6 3.6 luxury sedan 4d
95000.0,17250.0,1.0,f-150 raptor
12500.0,199750.0,13.0,tacoma
6800.0,117000.0,10.0,328i
3900.0,190000.0,21.0,rav4
12995.0,88403.0,8.0,c-class
1200.0,162755.0,31.0,240 dl
21995.0,3.0,0.0,malibu ls
21995.0,19268.0,2.0,civic sport
21500.0,52000.0,4.0,charger r/t srt
2500.0,130000.0,19.0,benz clk320
8495.0,67906.0,6.0,altima 2.5 s
45995.0,41217.0,5.0,f-550sd
1800.0,137973.0,16.0,allroad 2.7t
58000.0,13050.0,4.0,mustang shelby gt350
4495.0,159000.0,14.0,328i
31900.0,198526.0,10.0,isuzu nrr
24990.0,14023.0,3.0,mkz premiere sedan 4d
19990.0,98544.0,6.0,glk-class glk 350
12500.0,71528.0,14.0,slk350
10200.0,62000.0,6.0,optima lx
8599.0,98000.0,22.0,van
14800.0,54000.0,6.0,prius
3950.0,83000.0,16.0,lacrosse
10950.0,72120.0,5.0,accord sport
2200.0,152000.0,21.0,sonoma sls
1499.0,144000.0,15.0,eclipse
31990.0,90962.0,6.0,gx 460 luxury sport
15975.0,92823.0,7.0,c 350 sport sedan
26997.0,41000.0,4.0,q5 bad credit
15990.0,53280.0,7.0,Scion tC Hatchback Coupe 2D
7900.0,194000.0,7.0,camry le
5995.0,102921.0,16.0,tucson
2299.0,200000.0,21.0,4runner
3850.0,220000.0,22.0,benz e320
18500.0,100010.0,15.0,tacoma
2995.0,165000.0,20.0,camry 2001
21000.0,26000.0,4.0,HRV EX-L
11990.0,109604.0,7.0,prius three
16990.0,128122.0,4.0,pickup 1500 express quad cab
16990.0,145001.0,5.0,f-150 super cab xl
17990.0,166745.0,6.0,e-series chassis 14 feet box
9990.0,180736.0,8.0,e-series cargo e-150
9990.0,110480.0,6.0,grand caravan american value package
11990.0,109604.0,7.0,prius three
16990.0,128122.0,4.0,pickup 1500 express quad cab
16990.0,145001.0,5.0,f-150 super cab xl
17990.0,166745.0,6.0,e-series chassis 14 feet box
9990.0,180736.0,8.0,e-series cargo e-150
9990.0,110480.0,6.0,grand caravan american value package
35495.0,164637.0,9.0,f-250sd
22950.0,68000.0,4.0,explorer
222.0,48956.0,5.0,optima lx
13900.0,24987.0,3.0,civic ex
15900.0,100708.0,10.0,hse supercharged
20990.0,20703.0,3.0,tiguan 2.0t s sport
5200.0,197000.0,18.0,highlander
136000.0,7650.0,9.0,lamborghini gallardo
8800.0,122000.0,10.0,benz e350
1600.0,299999.0,15.0,corolla
21995.0,17350.0,1.0,equinox lt
7500.0,166000.0,6.0,
14500.0,1.0,49.0,nova
19995.0,52513.0,3.0,equinox ls
16550.0,88000.0,47.0,1974 mgb roadster
5995.0,102921.0,16.0,tucson
12450.0,95964.0,10.0,ranger
52500.0,46428.0,17.0,e350 box truck
38000.0,200.0,14.0,M1098
4500.0,157000.0,14.0,volkwagen jetta
11999.0,87789.0,25.0,corvette
5995.0,102921.0,16.0,tucson
11995.0,23450.0,65.0,fairlane
8995.0,94117.0,14.0,e 550
8000.0,90000.0,15.0,econoline
25590.0,40302.0,5.0,ats 2.0l turbo luxury
7000.0,194000.0,10.0,durango
7995.0,102748.0,9.0,s60 t5
12495.0,107114.0,10.0,e-class
61990.0,81419.0,3.0,2500
6997.0,136000.0,17.0,camry
5300.0,168000.0,17.0,sienna
13500.0,177000.0,13.0,silverado 1500
3500.0,201500.0,14.0,accord 4-door sedan
10995.0,115850.0,10.0,5 series 528i
24000.0,107000.0,7.0,q7 3.0t premium plus
2500.0,159000.0,18.0,camry
4399.0,107234.0,13.0,accord
9997.0,93000.0,13.0,accord ex-l
10995.0,100764.0,10.0,prius two
23590.0,23771.0,3.0,regal sportback essence
70000.0,55118.0,34.0,911
15500.0,1235.0,54.0,c10
31740.0,5.0,0.0,mustang ecoboost
3500.0,215222.0,19.0,s500
37990.0,31497.0,4.0,silverado 1500 crew
11400.0,114050.0,9.0,c 250 sport sedan
32590.0,15935.0,2.0,explorer xlt sport utility
6995.0,103288.0,10.0,forte
24995.0,102794.0,8.0,f-150
6995.0,103288.0,10.0,forte
202.0,113549.0,4.0,sonata 2.4l
16588.0,61002.0,4.0,veloster
26590.0,22892.0,3.0,q3 sport premium utility 4d
63990.0,48488.0,2.0,f-250sd
34900.0,19000.0,2.0,tundra
16997.0,43000.0,5.0,renegade limited bad credit
10000.0,52500.0,7.0,prius plug-in
9995.0,126820.0,14.0,es
8995.0,94117.0,14.0,e 550
3800.0,150000.0,17.0,4runner 4wd
32990.0,46500.0,12.0,f-350 4x 4 utility
29990.0,90900.0,15.0,f-450 4 x 4
5800.0,125000.0,22.0,f350 super duty
4500.0,113000.0,31.0,benz 300te
10997.0,142000.0,13.0,ranger supercab
2850.0,180000.0,20.0,sequoia limited 4wd
13800.0,131000.0,17.0,silverado 2500hd ls
7500.0,143000.0,19.0,tacoma prerunner
26800.0,86000.0,56.0,mustang
5500.0,130000.0,8.0,rouge
16000.0,18000.0,3.0,sonata se
9200.0,158000.0,6.0,prius three
11941.0,116590.0,9.0,tsx
5500.0,159000.0,13.0,crv ex
10995.0,87701.0,8.0,prius two
19141.0,4004.0,0.0,kona se
23590.0,7147.0,1.0,fusion se hybrid sedan 4d
5500.0,160000.0,18.0,focus
26452.0,5.0,1.0,edge se suv
7000.0,200000.0,35.0,e30
8995.0,74108.0,10.0,fit sport
12000.0,89222.0,28.0,840ci
5888.0,99990.0,14.0,v70r
5995.0,92600.0,19.0,jetta gls
6995.0,103288.0,10.0,forte
11500.0,62000.0,8.0,optima lx
10550.0,89000.0,7.0,murano
11800.0,198000.0,28.0,land cruiser
14999.0,33402.0,9.0,rav4
30895.0,77934.0,4.0,3500hd lcf diesel
5000.0,160000.0,10.0,sedona ex
20000.0,42000.0,37.0,monte carlo ss
8300.0,150000.0,13.0,es 350 luxury package
32990.0,33209.0,3.0,colorado crew cab z71
31990.0,31286.0,6.0,rc 350 coupe 2d
19540.0,5.0,3.0,ecosport se suv
25990.0,32022.0,3.0,a4 ultra premium sedan 4d
8995.0,119902.0,8.0,sonata gls pzev
11000.0,55000.0,9.0,golf gti
6500.0,160000.0,17.0,
7495.0,89521.0,17.0,vanden plas
6995.0,160470.0,11.0,corolla
5600.0,90000.0,3.0,malibu lt
42000.0,55653.0,3.0,tacoma
6590.0,6300.0,19.0,benz
999.0,87836.0,9.0,optima
1600.0,202000.0,18.0,Mitubishi Outlander
14995.0,52583.0,2.0,corolla
7500.0,117944.0,14.0,x3
39100.0,45315.0,3.0,wrangler unlimited sahara
1950.0,115988.0,8.0,impala
9995.0,126820.0,14.0,es
32900.0,24459.0,2.0,4 series
15900.0,33608.0,5.0,ats sedan
900.0,200000.0,23.0,ranger
16995.0,57508.0,3.0,niro lx
22500.0,1017923.0,12.0,
4995.0,141308.0,19.0,prius
19900.0,29580.0,4.0,bolt ev
7500.0,177000.0,24.0,cherokee
14900.0,31535.0,4.0,volt
24488.0,62303.0,4.0,challenger
13500.0,177000.0,13.0,silverado 1500
48500.0,51000.0,57.0,
399.0,41000.0,3.0,tiguan se
8900.0,121626.0,5.0,town & country
7200.0,135000.0,10.0,ranger
37700.0,16355.0,2.0,q5 premium plus
13900.0,80645.0,7.0,sorento
16500.0,72000.0,8.0,civic si
9400.0,89950.0,7.0,Scion xB
24900.0,50110.0,3.0,es 350
9997.0,93000.0,13.0,accord ex-l
8400.0,101785.0,6.0,corolla le
6500.0,90785.0,8.0,Scion XD
43500.0,65000.0,6.0,silverado 2500hd
4495.0,19114.0,9.0,YAMAHA FZ6R
34500.0,97000.0,14.0,International 4300
9000.0,92110.0,47.0,eldorado
8910.0,69541.0,14.0,dts v8
8900.0,1404.0,1.0,mirage es
34500.0,97000.0,14.0,International 4300
6500.0,50500.0,9.0,500 sport
6995.0,86838.0,12.0,cooper
4995.0,141308.0,19.0,prius
6995.0,160470.0,11.0,corolla
30990.0,1849.0,1.0,a3 premium sedan 4d
12900.0,13000.0,3.0,elantra se
33500.0,23990.0,5.0,x5 xdrive35i
45995.0,28911.0,4.0,sprinter 2500
1500.0,130000.0,16.0,cayenne s
5997.0,139000.0,17.0,corolla le
24900.0,44265.0,2.0,cx-9
1200.0,175000.0,24.0,maxima
57900.0,24655.0,3.0,s-class
13490.0,52000.0,4.0,tiguan 2.0
32000.0,63664.0,56.0,mustang
14995.0,50768.0,22.0,mustang cobra convertible
6500.0,170000.0,32.0,Trooper 4x4 awd 4wd
7997.0,26000.0,16.0,sonata gl
2550.0,180000.0,15.0,altima 2.5 s
6995.0,160470.0,11.0,corolla
6997.0,136000.0,17.0,camry
10997.0,66000.0,13.0,santa fe
8800.0,126109.0,9.0,civic lx
35990.0,24522.0,3.0,e-class e 300
10900.0,95000.0,9.0,328i
3700.0,128000.0,23.0,"accord lx , v6"
4500.0,120000.0,14.0,sonata 2007
7997.0,166000.0,10.0,SCION XB
5900.0,120000.0,17.0,xc90
39995.0,17459.0,10.0,maserati granturismo
2500.0,212197.0,10.0,prius ii
2400.0,142000.0,22.0,s70
6999.0,76000.0,4.0,accent
3000.0,146000.0,14.0,clk 350
33990.0,18113.0,1.0,a-class a 220
3000.0,130000.0,28.0,town car
2999.0,157230.0,16.0,lacrosse
21500.0,104320.0,35.0,c10
79995.0,20100.0,2.0,f-150
10900.0,312000.0,12.0,tacoma
3500.0,159900.0,19.0,odyssey ex-l
502.0,25980.0,3.0,cla 250
8997.0,137000.0,10.0,genesis coupe 2.0t
14990.0,76000.0,7.0,x3
30500.0,302622.0,6.0,sierra 3500hd
18500.0,120000.0,14.0,sierra
8997.0,149000.0,17.0,rx 350 rx350
15500.0,76000.0,5.0,grand caravan se
6997.0,136000.0,17.0,camry
5750.0,143000.0,10.0,prius
20250.0,413221.0,10.0,sierra 3500hd
62990.0,69578.0,4.0,f-350sd
16995.0,48931.0,7.0,edge limited
7900.0,82715.0,10.0,cooper hardtop
13900.0,12969.0,4.0,rogue
1.0,123456.0,51.0,bronco
4500.0,160000.0,14.0,civic
5000.0,160000.0,15.0,accord
29590.0,28115.0,2.0,4 series 430i gran coupe
14995.0,63245.0,11.0,cls 550
25990.0,29049.0,3.0,q50
4500.0,160000.0,16.0,corolla
9900.0,7332.0,4.0,Smart fortwo electric drive
10900.0,170000.0,13.0,4runner sr5
4750.0,133000.0,7.0,500l
11495.0,72353.0,6.0,veloster
25995.0,45783.0,4.0,highlander
29500.0,58000.0,33.0,560-class
8995.0,141117.0,17.0,sienna
23100.0,144000.0,30.0,benz 560 sec
4500.0,110000.0,15.0,
15995.0,21800.0,4.0,xts
13991.0,56135.0,7.0,countryman
4900.0,123500.0,12.0,5
8550.0,99645.0,15.0,merceds benz cls500
1200.0,170000.0,14.0,passat 2.0t
13995.0,122059.0,6.0,328i
13995.0,122059.0,6.0,328i
12950.0,42000.0,34.0,Rolls Royce Silver Spur
3850.0,101166.0,14.0,rabbit
14500.0,1.0,49.0,nova
16850.0,38000.0,67.0,tradesman
8500.0,138908.0,14.0,yukon
48995.0,64417.0,6.0,f-450sd
79995.0,20100.0,2.0,f-150
51500.0,6428.0,1.0,1500 rebel
19225.0,30612.0,3.0,civic
27000.0,6000.0,67.0,f100
29500.0,58000.0,33.0,560-class
369.0,101968.0,8.0,f-150 xlt
5000.0,91870.0,8.0,civic ex
502.0,33556.0,3.0,1500 express
2000.0,230000.0,23.0,camry
23500.0,60000.0,14.0,isuzu npr hd
1650.0,161000.0,24.0,civic
6800.0,171800.0,18.0,liberty 4x4
17900.0,8000.0,1.0,altima
33985.0,28751.0,3.0,x3
4000.0,98000.0,15.0,murano se awd
1650.0,169000.0,26.0,stratus
16000.0,38564.0,3.0,c-hr xle
2495.0,80751.0,6.0,journey
6000.0,148000.0,18.0,rav4
8750.0,130000.0,6.0,60 t-5
6500.0,68500.0,19.0,s10
3500.0,148000.0,17.0,grand cherokee limited
6500.0,134069.0,11.0,escape
23995.0,29995.0,3.0,3 series
2599.0,60785.0,3.0,elantra
71895.0,30500.0,4.0,f-250sd
6999.0,118535.0,10.0,a3
11950.0,88000.0,57.0,studebaker avant
9995.0,117699.0,13.0,
11995.0,96441.0,10.0,cr-v
6900.0,92730.0,6.0,focus
79995.0,20100.0,2.0,f-150
1800.0,260000.0,19.0,accord
11950.0,88000.0,57.0,studebaker avant
5900.0,103406.0,15.0,clk-class
12995.0,134069.0,10.0,gl-class
26295.0,38871.0,3.0,cla
10000.0,95000.0,53.0,cougar
12999.0,109426.0,9.0,rav4 sport utility 4d
1900.0,180000.0,20.0,accord
36988.0,57789.0,6.0,tahoe
4900.0,180000.0,17.0,rx330
32900.0,40066.0,3.0,mustang gt
3500.0,97156.0,17.0,mustang
9995.0,116806.0,9.0,optima
15500.0,177500.0,21.0,land cruiser
14500.0,183938.0,6.0,CHEVORLET EXPRESS 3500 1 TON
32995.0,29586.0,3.0,pilot
23900.0,42911.0,5.0,q50 sport
29995.0,104593.0,6.0,silverado 1500
11500.0,123456.0,48.0,cheyenne super k10
29999.0,22905.0,3.0,3 series
8900.0,143524.0,11.0,odyssey
16495.0,97524.0,7.0,5 series
24000.0,13456.0,61.0,eldorado
27500.0,99989.0,9.0,fuso fe160
23998.0,22596.0,3.0,prius prime
8500.0,207023.0,19.0,tacoma sr5
1000.0,124.0,10.0,3
1000.0,133.0,14.0,ls460
1000.0,115000.0,9.0,fusion sel
1000.0,145000.0,9.0,camry se
1000.0,104000.0,5.0,fusion
6500.0,163153.0,11.0,prius
1000.0,115000.0,7.0,grand caravan
1000.0,144000.0,7.0,civic ex
1000.0,146.0,10.0,is250
1000.0,90000.0,9.0,legacy
1000.0,103000.0,9.0,accord ex
1000.0,94000.0,6.0,sienna se
1000.0,114000.0,6.0,corolla
1000.0,108000.0,6.0,escape
1000.0,78000.0,6.0,200
1000.0,129000.0,13.0,es350
1000.0,143000.0,8.0,tsx
28991.0,17832.0,3.0,tacoma
18800.0,121000.0,17.0,gx470
27590.0,38155.0,3.0,accord hybrid touring
28990.0,19337.0,3.0,romeo stelvio ti sport
36990.0,31161.0,2.0,discovery se sport
4300.0,147211.0,13.0,civic
7500.0,119507.0,13.0,camry
14988.0,36793.0,3.0,sentra
17995.0,162726.0,10.0,tacoma
10990.0,93000.0,14.0,mdx
8500.0,138000.0,9.0,optima
28590.0,17596.0,3.0,xe 25t prestige sedan 4d
16590.0,87880.0,6.0,v60 t5 premier wagon 4d
28590.0,31061.0,1.0,xt4 premium luxury
24999.0,153792.0,8.0,tacoma
26990.0,31630.0,1.0,q50 3.0t luxe sedan 4d
26990.0,38380.0,6.0,slk-class slk 250
14999.0,101675.0,8.0,m37
12900.0,112000.0,8.0,pathfinder sv
20999.0,124287.0,3.0,express cargo van
13499.0,101505.0,8.0,flex
5995.0,146296.0,16.0,deville
14498.0,74056.0,7.0,a4
12798.0,108583.0,8.0,rdx
32998.0,18436.0,3.0,5 series
15495.0,56514.0,5.0,corolla
7498.0,119124.0,8.0,avenger
59995.0,58106.0,4.0,f-750sd
15995.0,131010.0,8.0,challenger
5000.0,138702.0,18.0,325i
7900.0,126226.0,14.0,ranger
29991.0,9580.0,9.0,Fisker Karma
39500.0,99332.0,8.0,f750
34590.0,39961.0,2.0,xc40 t5 momentum sport
26595.0,32122.0,3.0,camry
27998.0,16560.0,3.0,370z roadster
22998.0,45211.0,3.0,q50s
16980.0,81138.0,7.0,rdx
3000.0,83984.0,8.0,challenger
15500.0,136127.0,15.0,wrx sti
9895.0,75892.0,9.0,fusion
32500.0,50.0,89.0,coupe
44988.0,77000.0,4.0,TAHOE Z71
10500.0,113000.0,5.0,prius v
6800.0,180000.0,9.0,transit cargo van
30995.0,17137.0,2.0,continental
4890.0,171000.0,8.0,prius
4000.0,9023.0,10.0,camaro ss
9500.0,117822.0,16.0,f450 12' stake bed
18500.0,47000.0,13.0,f450 xl super duty
2500.0,110000.0,9.0,sonata
5000.0,155500.0,10.0,santa fe
3499.0,200000.0,20.0,3 series 325i
1000.0,190000.0,24.0,camry
12900.0,76000.0,7.0,camry
1100.0,186000.0,16.0,Saab 9-2x
6995.0,57438.0,8.0,500
6800.0,150000.0,14.0,econoline cargo van
4400.0,190000.0,16.0,civic ex
53900.0,3079.0,1.0,silverado 1500 ltz
36995.0,65284.0,5.0,f-550sd
4500.0,85000.0,15.0,cooper
5799.0,190000.0,20.0,325ci convertible
20000.0,124000.0,18.0,f-250 super duty
5999.0,93000.0,14.0,sky
8900.0,110000.0,29.0,300zx coupe with t-tops
4000.0,140000.0,17.0,corolla
4200.0,174000.0,17.0,xterra se
18999.0,2600.0,1.0,camry
4999.0,205519.0,17.0,civic
2000.0,89000.0,7.0,"HONDA,TOYOTA,NISSAN,CHEVY"
4500.0,170000.0,15.0,f150
3950.0,200000.0,22.0,grand cherokee laredo
20990.0,39759.0,8.0,Scion FR-S Coupe 2D
21590.0,37503.0,6.0,ct 200h hatchback 4d
18990.0,32642.0,5.0,mazda3 i touring hatchback
15900.0,143000.0,8.0,f150 supercrew 4x4
27980.0,46539.0,3.0,4 series
24990.0,71672.0,9.0,cayenne sport utility 4d
20500.0,70000.0,14.0,corvette
38990.0,16101.0,2.0,ranger supercrew lariat
18900.0,26000.0,3.0,odyssey
8000.0,107000.0,11.0,flex sel
23995.0,49812.0,6.0,cherokee 4dr trailhawk
4700.0,119000.0,12.0,fit
12000.0,143000.0,13.0,sierra 1500
13500.0,187000.0,17.0,truck tundra sr5
18900.0,67985.0,3.0,wrx
6700.0,154500.0,16.0,rx330
24990.0,24353.0,3.0,cx-5 grand touring sport
19500.0,49288.0,33.0,camaro
25990.0,22446.0,3.0,fiesta st hatchback 4d
31990.0,7139.0,1.0,rav4 xle premium sport
27590.0,53525.0,4.0,sienna xle premium
24590.0,6008.0,4.0,prius four touring
25590.0,22592.0,3.0,forester 2.5i premium
18990.0,42183.0,3.0,malibu hybrid sedan 4d
24990.0,22713.0,2.0,ilx premium pkg sedan 4d
24990.0,52926.0,3.0,rdx technology pkg sport
18990.0,21376.0,3.0,impreza 2.0i sedan 4d
26590.0,17229.0,3.0,romeo giulia sedan 4d
26990.0,30653.0,3.0,c-class c 300
33880.0,48126.0,5.0,1500 laramie
3500.0,199900.0,20.0,pathfinder
