,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FIPS,NAME,STATE,longitude,latitude,death
922,922,922,922,922,20057,Ford,Kansas,-99.8879423784,37.6917036301,140.14876946963176
923,923,923,923,923,20059,Franklin,Kansas,-95.2859482396,38.5645174515,123.96093633146597
924,924,924,924,924,20061,Geary,Kansas,-96.7525021968,39.0023855083,158.10379596800323
925,925,925,925,925,20063,Gove,Kansas,-100.48290474,38.9160955531,57.36463026144509
926,926,926,926,926,20065,Graham,Kansas,-99.8832526271,39.349716037,128.52366577423754
927,927,927,927,927,20067,Grant,Kansas,-101.308021268,37.5621932698,231.58785855962768
928,928,928,928,928,20069,Gray,Kansas,-100.437862948,37.7381978567,174.3274981565235
929,929,929,929,929,20071,Greeley,Kansas,-101.805968435,38.4805374528,86.75560522006515
930,930,930,930,930,20073,Greenwood,Kansas,-96.2326356698,37.8777875638,61.13362767465158
931,931,931,931,931,20075,Hamilton,Kansas,-101.791256465,37.9991525438,158.52128982541478
932,932,932,932,932,20077,Harper,Kansas,-98.0754955835,37.191604867,65.58504114046517
933,933,933,933,933,20079,Harvey,Kansas,-97.4272714417,38.0432184802,176.1421770718922
934,934,934,934,934,20081,Haskell,Kansas,-100.871191808,37.5622507408,129.6268819490819
935,935,935,935,935,20083,Hodgeman,Kansas,-99.897935995,38.0874838474,218.20687942087557
936,936,936,936,936,20085,Jackson,Kansas,-95.793663658,39.416820119,54.83014138315708
937,937,937,937,937,20087,Jefferson,Kansas,-95.383448733,39.2357647667,156.78439318915892
938,938,938,938,938,20089,Jewell,Kansas,-98.2183408742,39.7847320849,241.90940303514228
939,939,939,939,939,20091,Johnson,Kansas,-94.8222610425,38.8837685125,71.97249570558589
940,940,940,940,940,20093,Kearny,Kansas,-101.31986081,38.00019653,217.92726106275657
941,941,941,941,941,20095,Kingman,Kansas,-98.1363325923,37.5588848204,85.85995252680965
942,942,942,942,942,20097,Kiowa,Kansas,-99.2860476017,37.5582639151,170.88751725371367
943,943,943,943,943,20099,Labette,Kansas,-95.297576142,37.1913273481,127.36575739784406
944,944,944,944,944,20101,Lane,Kansas,-100.466398449,38.4813047182,232.7766993875212
945,945,945,945,945,20103,Leavenworth,Kansas,-95.0379114409,39.1993345198,125.7101375365076
946,946,946,946,946,20105,Lincoln,Kansas,-98.2076985187,39.0453280683,200.74010544030847
947,947,947,947,947,20107,Linn,Kansas,-94.8429319755,38.2122718972,179.01588103687047
948,948,948,948,948,20109,Logan,Kansas,-101.148391114,38.9173365456,42.611944505699654
949,949,949,949,949,20111,Lyon,Kansas,-96.1526397502,38.4561871377,109.46747917358539
950,950,950,950,950,20113,McPherson,Kansas,-97.6480798696,38.3916666453,103.56229771773948
951,951,951,951,951,20115,Marion,Kansas,-97.0968903589,38.3588724365,114.920750264078
952,952,952,952,952,20117,Marshall,Kansas,-96.5229367542,39.7836260546,49.39236930194006
953,953,953,953,953,20119,Meade,Kansas,-100.36618026,37.2381964095,194.79689544666854
954,954,954,954,954,20121,Miami,Kansas,-94.838056975,38.5635832261,245.06503222333893
955,955,955,955,955,20123,Mitchell,Kansas,-98.2093648177,39.3932659263,84.50259051605573
956,956,956,956,956,20125,Montgomery,Kansas,-95.7428780841,37.1925238004,121.46332110120623
957,957,957,957,957,20127,Morris,Kansas,-96.6498496136,38.6874292494,202.34463770376124
958,958,958,958,958,20129,Morton,Kansas,-101.799252231,37.1913959707,78.60863268605365
959,959,959,959,959,20131,Nemaha,Kansas,-96.0141016624,39.7834476063,200.49532185948746
960,960,960,960,960,20133,Neosho,Kansas,-95.3067923129,37.55848541,134.46401735239863
961,961,961,961,961,20135,Ness,Kansas,-99.9161797856,38.4794187776,196.1629283078766
962,962,962,962,962,20137,Norton,Kansas,-99.9034768772,39.7843853292,228.7808938729069
963,963,963,963,963,20139,Osage,Kansas,-95.726945141,38.6523289215,199.67750156800463
964,964,964,964,964,20141,Osborne,Kansas,-98.7679898039,39.3503339996,67.23902800779616
965,965,965,965,965,20143,Ottawa,Kansas,-97.6502157692,39.132537495,193.90858940395555
966,966,966,966,966,20145,Pawnee,Kansas,-99.2367293489,38.181330775,188.66965754515522
967,967,967,967,967,20147,Phillips,Kansas,-99.347022123,39.7845831125,64.27435739243488
968,968,968,968,968,20149,Pottawatomie,Kansas,-96.3423649942,39.3790027809,92.5204329235172
969,969,969,969,969,20151,Pratt,Kansas,-98.7395957092,37.6477353374,72.83892835521493
970,970,970,970,970,20153,Rawlins,Kansas,-101.075705109,39.785240911,142.8488115769971
971,971,971,971,971,20155,Reno,Kansas,-98.0860066564,37.9529528516,215.8518368532721
972,972,972,972,972,20157,Republic,Kansas,-97.6506227728,39.8277963216,142.2202112076269
973,973,973,973,973,20159,Rice,Kansas,-98.2010299558,38.3471428738,212.02771509399986
974,974,974,974,974,20161,Riley,Kansas,-96.7351769755,39.2965532011,211.23565188296485
975,975,975,975,975,20163,Rooks,Kansas,-99.3250571176,39.3502287543,205.99955922296215
976,976,976,976,976,20165,Rush,Kansas,-99.3092409497,38.5231613136,158.27043697013278
977,977,977,977,977,20167,Russell,Kansas,-98.7623510222,38.9147788411,172.93830447644223
978,978,978,978,978,20169,Saline,Kansas,-97.6499306446,38.7838065024,172.19099380179637
979,979,979,979,979,20171,Scott,Kansas,-100.906858956,38.482169359,228.58985868055981
980,980,980,980,980,20173,Sedgwick,Kansas,-97.4609686791,37.6847615589,174.57631973919274
981,981,981,981,981,20175,Seward,Kansas,-100.851287248,37.1933028033,106.73282298485753
982,982,982,982,982,20177,Shawnee,Kansas,-95.7565342577,39.0415137637,121.72513953373692
983,983,983,983,983,20179,Sheridan,Kansas,-100.441832361,39.3503577669,179.18435490966536
984,984,984,984,984,20181,Sherman,Kansas,-101.719980701,39.3514336872,117.26180395106397
985,985,985,985,985,20183,Smith,Kansas,-98.7854727927,39.785156359,199.84897629693756
986,986,986,986,986,20185,Stafford,Kansas,-98.7174450154,38.0309985368,83.93218086644431
987,987,987,987,987,20187,Stanton,Kansas,-101.784183191,37.5630613882,141.1440497788982
988,988,988,988,988,20189,Stevens,Kansas,-101.312046958,37.1923179509,107.45360054990162
989,989,989,989,989,20191,Sumner,Kansas,-97.4765502094,37.2372753377,123.61868070538996
990,990,990,990,990,20193,Thomas,Kansas,-101.055531285,39.3509686024,91.98656255565189
991,991,991,991,991,20195,Trego,Kansas,-99.8727358362,38.9143249144,137.60932684387984
992,992,992,992,992,20197,Wabaunsee,Kansas,-96.2050045391,38.9532912889,179.2192029356696
993,993,993,993,993,20199,Wallace,Kansas,-101.763574005,38.9166611398,211.59906706331037
994,994,994,994,994,20201,Washington,Kansas,-97.0875435237,39.7842012909,213.85618974794707
995,995,995,995,995,20203,Wichita,Kansas,-101.34735565,38.4820845404,213.40153051152134
996,996,996,996,996,20205,Wilson,Kansas,-95.7433888048,37.5592414881,97.24403431418436
997,997,997,997,997,20207,Woodson,Kansas,-95.7401677072,37.886670206,114.97556558691132
998,998,998,998,998,20209,Wyandotte,Kansas,-94.7644784215,39.1146453374,200.30302634113127
999,999,999,999,999,21001,Adair,Kentucky,-85.2806497629,37.1041534526,185.06346724445018
1000,1000,1000,1000,1000,21003,Allen,Kentucky,-86.1904186693,36.7513165534,234.9928077787415
1001,1001,1001,1001,1001,21005,Anderson,Kentucky,-84.9910045711,38.0039134141,252.10114933003743
1002,1002,1002,1002,1002,21007,Ballard,Kentucky,-88.9993411296,37.0584319295,103.64457349405578
1003,1003,1003,1003,1003,21009,Barren,Kentucky,-85.9336633247,36.9655811681,139.06658344575015
1004,1004,1004,1004,1004,21011,Bath,Kentucky,-83.74266722,38.1449736906,260.3329399806476
1005,1005,1005,1005,1005,21013,Bell,Kentucky,-83.6740950601,36.7306482485,180.54360545375914
1006,1006,1006,1006,1006,21015,Boone,Kentucky,-84.727848116,38.969864478,189.07496380280648
1007,1007,1007,1007,1007,21017,Bourbon,Kentucky,-84.2171399549,38.2067299514,254.3317402636767
1008,1008,1008,1008,1008,21019,Boyd,Kentucky,-82.6877258112,38.3595724655,147.28734416181652
1009,1009,1009,1009,1009,21021,Boyle,Kentucky,-84.8668203815,37.6243602285,254.23999833830385
1010,1010,1010,1010,1010,21023,Bracken,Kentucky,-84.0901906655,38.688812974,230.1815347126922
1011,1011,1011,1011,1011,21025,Breathitt,Kentucky,-83.3240853027,37.5216171391,119.79436193747132
1012,1012,1012,1012,1012,21027,Breckinridge,Kentucky,-86.4292775361,37.7732676848,207.5460291192944
1013,1013,1013,1013,1013,21029,Bullitt,Kentucky,-85.6958570326,37.9700757707,223.03089229604606
1014,1014,1014,1014,1014,21031,Butler,Kentucky,-86.68175556,37.2072808133,125.26697641698351
1015,1015,1015,1015,1015,21033,Caldwell,Kentucky,-87.8679057735,37.1453332323,236.08819035938893
1016,1016,1016,1016,1016,21035,Calloway,Kentucky,-88.2722011175,36.6211012796,114.23264203735516
1017,1017,1017,1017,1017,21037,Campbell,Kentucky,-84.3796958206,38.9464767816,177.38389432055408
1018,1018,1018,1018,1018,21039,Carlisle,Kentucky,-88.9710587868,36.8532163803,219.39147103688362
1019,1019,1019,1019,1019,21041,Carroll,Kentucky,-85.123590032,38.6678584122,238.5648016168255
1020,1020,1020,1020,1020,21043,Carter,Kentucky,-83.0495338272,38.318172839,181.326669622498
1021,1021,1021,1021,1021,21045,Casey,Kentucky,-84.9283681524,37.3222824489,124.6079040265002
1022,1022,1022,1022,1022,21047,Christian,Kentucky,-87.4903805625,36.8941807353,156.6135187213359
1023,1023,1023,1023,1023,21049,Clark,Kentucky,-84.1473994082,37.9708518682,256.4547300718357
1024,1024,1024,1024,1024,21051,Clay,Kentucky,-83.714662683,37.1596975589,162.00993215497635
1025,1025,1025,1025,1025,21053,Clinton,Kentucky,-85.1360135602,36.7274816255,163.65273124797298
1026,1026,1026,1026,1026,21055,Crittenden,Kentucky,-88.0972226536,37.3527152683,93.9661217281641
1027,1027,1027,1027,1027,21057,Cumberland,Kentucky,-85.3884485912,36.7865296888,156.11568542162036
1028,1028,1028,1028,1028,21059,Daviess,Kentucky,-87.0872269242,37.731772508,258.3162829516684
1029,1029,1029,1029,1029,21061,Edmonson,Kentucky,-86.2386201495,37.2088402055,205.74586302551324
1030,1030,1030,1030,1030,21063,Elliott,Kentucky,-83.0976163428,38.1178916805,164.43986421513165
1031,1031,1031,1031,1031,21065,Estill,Kentucky,-83.9643302311,37.6924814699,235.94030467513528
1032,1032,1032,1032,1032,21067,Fayette,Kentucky,-84.4587221937,38.0423302608,157.88820092678287
1033,1033,1033,1033,1033,21069,Fleming,Kentucky,-83.6966440772,38.3701068106,87.19824564597582
1034,1034,1034,1034,1034,21071,Floyd,Kentucky,-82.7457041434,37.5571085124,149.6610668466688
1035,1035,1035,1035,1035,21073,Franklin,Kentucky,-84.8770681668,38.2391477444,223.7170366982099
1036,1036,1036,1036,1036,21075,Fulton,Kentucky,-89.1875965868,36.5540721406,96.74674321946978
1037,1037,1037,1037,1037,21077,Gallatin,Kentucky,-84.8593123857,38.7568746647,235.94989888462362
1038,1038,1038,1038,1038,21079,Garrard,Kentucky,-84.5376342293,37.6395779036,69.60111947758796
1039,1039,1039,1039,1039,21081,Grant,Kentucky,-84.6246133807,38.6488155619,259.82036638273496
1040,1040,1040,1040,1040,21083,Graves,Kentucky,-88.6512057677,36.7231381944,65.92589808362088
1041,1041,1041,1041,1041,21085,Grayson,Kentucky,-86.3438765333,37.4608189464,204.15850445308266
1042,1042,1042,1042,1042,21087,Green,Kentucky,-85.5531056748,37.2641094188,231.70878887912397
1043,1043,1043,1043,1043,21089,Greenup,Kentucky,-82.9222922454,38.5456646906,216.08194019911298
1044,1044,1044,1044,1044,21091,Hancock,Kentucky,-86.7779252067,37.8415087294,204.74173668122285
1045,1045,1045,1045,1045,21093,Hardin,Kentucky,-85.9633719015,37.6979246033,64.21771990774486
1046,1046,1046,1046,1046,21095,Harlan,Kentucky,-83.2179510399,36.8569745004,130.5331459008816
1047,1047,1047,1047,1047,21097,Harrison,Kentucky,-84.3313958343,38.4418035091,133.66739342490638
1048,1048,1048,1048,1048,21099,Hart,Kentucky,-85.8847094016,37.29992674,162.78982843132025
1049,1049,1049,1049,1049,21101,Henderson,Kentucky,-87.5731516422,37.7958423573,67.13824328898605
1050,1050,1050,1050,1050,21103,Henry,Kentucky,-85.1189299735,38.448468036,125.4903916452432
1051,1051,1051,1051,1051,21105,Hickman,Kentucky,-88.9762156953,36.6781704977,214.29295112702354
1052,1052,1052,1052,1052,21107,Hopkins,Kentucky,-87.540842137,37.3088201365,113.44059408366306
1053,1053,1053,1053,1053,21109,Jackson,Kentucky,-84.0057660473,37.4197763873,79.85172609465307
1054,1054,1054,1054,1054,21111,Jefferson,Kentucky,-85.6591577058,38.1871910002,86.44129007447754
1055,1055,1055,1055,1055,21113,Jessamine,Kentucky,-84.5809372528,37.872051318,146.25592737122312
1056,1056,1056,1056,1056,21115,Johnson,Kentucky,-82.8315397747,37.8466393565,97.58987994486537
1057,1057,1057,1057,1057,21117,Kenton,Kentucky,-84.5333168381,38.9334528592,137.6031983059173
1058,1058,1058,1058,1058,21119,Knott,Kentucky,-82.9541313398,37.3540523996,120.87392460904175
1059,1059,1059,1059,1059,21121,Knox,Kentucky,-83.854045282,36.8906660574,110.17960992428041
1060,1060,1060,1060,1060,21123,LaRue,Kentucky,,,
1061,1061,1061,1061,1061,21125,Laurel,Kentucky,-84.11780032,37.1106705529,253.44754204029826
1062,1062,1062,1062,1062,21127,Lawrence,Kentucky,-82.7347546613,38.0678786159,180.8434625184168
1063,1063,1063,1063,1063,21129,Lee,Kentucky,-83.7162777687,37.5947979696,249.34483905560666
1064,1064,1064,1064,1064,21131,Leslie,Kentucky,-83.3811399511,37.0940663146,79.47927977536624
1065,1065,1065,1065,1065,21133,Letcher,Kentucky,-82.8552822542,37.1211921397,187.36138661964273
1066,1066,1066,1066,1066,21135,Lewis,Kentucky,-83.3780560683,38.5315416285,93.94509758763971
1067,1067,1067,1067,1067,21137,Lincoln,Kentucky,-84.6608453633,37.4553667663,173.91634834368423
1068,1068,1068,1068,1068,21139,Livingston,Kentucky,-88.3538137781,37.2097032695,155.31600473939096
1069,1069,1069,1069,1069,21141,Logan,Kentucky,-86.8789382363,36.8596987837,170.39074129277353
1070,1070,1070,1070,1070,21143,Lyon,Kentucky,-88.0832815032,37.0191301368,133.94708815300595
1071,1071,1071,1071,1071,21145,McCracken,Kentucky,-88.71271926,37.0540793189,244.58901965358075
1072,1072,1072,1072,1072,21147,McCreary,Kentucky,-84.4841745377,36.7371415587,243.03515240252605
1073,1073,1073,1073,1073,21149,McLean,Kentucky,-87.2636042463,37.5291899516,106.99302991067427
1074,1074,1074,1074,1074,21151,Madison,Kentucky,-84.2779980048,37.7201835062,236.7150907629056
1075,1075,1075,1075,1075,21153,Magoffin,Kentucky,-83.0649145355,37.7064741502,109.51662605408316
1076,1076,1076,1076,1076,21155,Marion,Kentucky,-85.2696313766,37.5525344711,119.29263356514744
1077,1077,1077,1077,1077,21157,Marshall,Kentucky,-88.3293805253,36.8834465874,240.3277867956454
1078,1078,1078,1078,1078,21159,Martin,Kentucky,-82.5132925147,37.8015772072,136.31714060885668
1079,1079,1079,1079,1079,21161,Mason,Kentucky,-83.8242451537,38.5951729912,155.25533563954338
1080,1080,1080,1080,1080,21163,Meade,Kentucky,-86.2171786433,37.9698391666,174.65315380548503
1081,1081,1081,1081,1081,21165,Menifee,Kentucky,-83.5988719199,37.9413779683,126.01663581568252
1082,1082,1082,1082,1082,21167,Mercer,Kentucky,-84.8744366862,37.8110307874,136.71016151567935
1083,1083,1083,1083,1083,21169,Metcalfe,Kentucky,-85.6292510918,36.9905417852,91.16773351952835
1084,1084,1084,1084,1084,21171,Monroe,Kentucky,-85.7165195846,36.712180279,207.98075312590004
1085,1085,1085,1085,1085,21173,Montgomery,Kentucky,-83.913088975,38.0335228018,150.0676193630422
1086,1086,1086,1086,1086,21175,Morgan,Kentucky,-83.2588931268,37.9222809093,151.10552682152462
1087,1087,1087,1087,1087,21177,Muhlenberg,Kentucky,-87.142041664,37.2157922672,197.2557332579982
1088,1088,1088,1088,1088,21179,Nelson,Kentucky,-85.4659885855,37.805131267,190.87912219288785
1089,1089,1089,1089,1089,21181,Nicholas,Kentucky,-84.0153305006,38.3355978163,100.47556431878084
1090,1090,1090,1090,1090,21183,Ohio,Kentucky,-86.8488901965,37.478191684,77.56443151906126
1091,1091,1091,1091,1091,21185,Oldham,Kentucky,-85.4483655316,38.3994422236,256.5553597036179
1092,1092,1092,1092,1092,21187,Owen,Kentucky,-84.8281098255,38.5196362585,68.1142608749837
1093,1093,1093,1093,1093,21189,Owsley,Kentucky,-83.6831118762,37.4192050035,168.33175098287327
1094,1094,1094,1094,1094,21191,Pendleton,Kentucky,-84.3602721797,38.6956276543,258.5859782616169
1095,1095,1095,1095,1095,21193,Perry,Kentucky,-83.2214816028,37.2442933233,196.90400213975002
1096,1096,1096,1096,1096,21195,Pike,Kentucky,-82.3958631537,37.4690483094,236.78543766591767
1097,1097,1097,1097,1097,21197,Powell,Kentucky,-83.823774583,37.8311453235,189.74593485905675
1098,1098,1098,1098,1098,21199,Pulaski,Kentucky,-84.5771762961,37.1039268916,135.06574004161214
1099,1099,1099,1099,1099,21201,Robertson,Kentucky,-84.0520241975,38.5188144389,142.73084175889983
1100,1100,1100,1100,1100,21203,Rockcastle,Kentucky,-84.3159414648,37.3651781719,91.67531842009086
1101,1101,1101,1101,1101,21205,Rowan,Kentucky,-83.4210754055,38.1962558627,178.45722887255204
1102,1102,1102,1102,1102,21207,Russell,Kentucky,-85.0586875538,36.991034312,123.84419100114364
1103,1103,1103,1103,1103,21209,Scott,Kentucky,-84.5839338937,38.291547316,174.12741274531407
1104,1104,1104,1104,1104,21211,Shelby,Kentucky,-85.1947770123,38.2154382436,162.6672695705475
1105,1105,1105,1105,1105,21213,Simpson,Kentucky,-86.582320534,36.7419423399,91.25088263545335
1106,1106,1106,1106,1106,21215,Spencer,Kentucky,-85.3278488189,38.0325101344,224.78413054651546
1107,1107,1107,1107,1107,21217,Taylor,Kentucky,-85.3278346717,37.3664545067,215.09070197779835
1108,1108,1108,1108,1108,21219,Todd,Kentucky,-87.1791532892,36.8355562279,203.64034811847873
1109,1109,1109,1109,1109,21221,Trigg,Kentucky,-87.8733713765,36.8063197395,185.43008657205553
1110,1110,1110,1110,1110,21223,Trimble,Kentucky,-85.3375681071,38.6130327476,235.37753364110387
1111,1111,1111,1111,1111,21225,Union,Kentucky,-87.9453835494,37.6584480026,87.67660126422138
1112,1112,1112,1112,1112,21227,Warren,Kentucky,-86.4237993498,36.9935767676,194.97576389924188
1113,1113,1113,1113,1113,21229,Washington,Kentucky,-85.1747465425,37.753378564,94.14457142202913
1114,1114,1114,1114,1114,21231,Wayne,Kentucky,-84.828631199,36.8012652397,241.57119534433645
1115,1115,1115,1115,1115,21233,Webster,Kentucky,-87.6831570963,37.5184174771,77.82999913756406
1116,1116,1116,1116,1116,21235,Whitley,Kentucky,-84.145177727,36.7580732628,233.70384643056954
1117,1117,1117,1117,1117,21237,Wolfe,Kentucky,-83.4931751504,37.7393195914,123.70211082267542
1118,1118,1118,1118,1118,21239,Woodford,Kentucky,-84.7436031459,38.0423908286,175.9891625597112
1119,1119,1119,1119,1119,22001,Acadia,Louisiana,-92.4119791169,30.2905333588,106.59651133610313
1120,1120,1120,1120,1120,22003,Allen,Louisiana,-92.8278792297,30.6528705338,143.31010661624748
1121,1121,1121,1121,1121,22005,Ascension,Louisiana,-90.9112912896,30.2035444978,129.43764379117817
1122,1122,1122,1122,1122,22007,Assumption,Louisiana,-91.0625868595,29.9007722759,106.78695942110241
1123,1123,1123,1123,1123,22009,Avoyelles,Louisiana,-92.001376741,31.07624372,165.96474165738147
1124,1124,1124,1124,1124,22011,Beauregard,Louisiana,-93.343338993,30.6484687349,142.06005312305263
1125,1125,1125,1125,1125,22013,Bienville,Louisiana,-93.0559517637,32.3472191955,69.35491968027975
1126,1126,1126,1126,1126,22015,Bossier,Louisiana,-93.6050459212,32.6789310276,234.3262740619188
1127,1127,1127,1127,1127,22017,Caddo,Louisiana,-93.8823968489,32.5801941764,195.8377535991982
1128,1128,1128,1128,1128,22019,Calcasieu,Louisiana,-93.3579451616,30.2292239003,90.94420009499227
1129,1129,1129,1129,1129,22021,Caldwell,Louisiana,-92.1166058761,32.0922715486,187.87760201401068
1130,1130,1130,1130,1130,22023,Cameron,Louisiana,-93.1988964755,29.8468719706,200.9739450149
1131,1131,1131,1131,1131,22025,Catahoula,Louisiana,-91.8470716058,31.6661684568,63.28296748909697
1132,1132,1132,1132,1132,22027,Claiborne,Louisiana,-92.9957332424,32.822693435,90.33212532871372
1133,1133,1133,1133,1133,22029,Concordia,Louisiana,-91.6400549956,31.445835936,229.00343712262912
1134,1134,1134,1134,1134,22031,De,Louisiana,,,
1135,1135,1135,1135,1135,22033,East,Louisiana,,,
1136,1136,1136,1136,1136,22035,East,Louisiana,,,
1137,1137,1137,1137,1137,22037,East,Louisiana,,,
1138,1138,1138,1138,1138,22039,Evangeline,Louisiana,-92.4059042007,30.7289364182,120.34245269104878
1139,1139,1139,1139,1139,22041,Franklin,Louisiana,-91.6737652244,32.1332163406,187.53116884819673
1140,1140,1140,1140,1140,22043,Grant,Louisiana,-92.5595204513,31.599703679,223.41515695771744
1141,1141,1141,1141,1141,22045,Iberia,Louisiana,-91.7630555512,29.7564998487,136.8606895648824
1142,1142,1142,1142,1142,22047,Iberville,Louisiana,-91.3493631932,30.2584988738,121.02608656286017
1143,1143,1143,1143,1143,22049,Jackson,Louisiana,-92.5577401117,32.3020349252,95.89514474142936
1144,1144,1144,1144,1144,22051,Jefferson,Louisiana,-90.0977653992,29.6774585804,202.9963588343614
1145,1145,1145,1145,1145,22053,Jefferson,Louisiana,-90.0977653992,29.6774585804,174.11284253899902
1146,1146,1146,1146,1146,22055,Lafayette,Louisiana,-92.0638821244,30.2067729534,62.3978877879454
1147,1147,1147,1147,1147,22057,Lafourche,Louisiana,-90.402594527,29.5003322407,213.0448476465071
1148,1148,1148,1148,1148,22059,LaSalle,Louisiana,-92.1604365033,31.6767316888,101.73970822599443
1149,1149,1149,1149,1149,22061,Lincoln,Louisiana,-92.6648152839,32.6016373737,97.98363290095728
1150,1150,1150,1150,1150,22063,Livingston,Louisiana,-90.7279074417,30.4401362441,59.17817873877071
1151,1151,1151,1151,1151,22065,Madison,Louisiana,-91.2425796995,32.3644009947,209.39217888817308
1152,1152,1152,1152,1152,22067,Morehouse,Louisiana,-91.801797046,32.8202181268,145.6874543658147
1153,1153,1153,1153,1153,22069,Natchitoches,Louisiana,-93.0962433857,31.7235401557,76.16924594813817
1154,1154,1154,1154,1154,22071,Orleans,Louisiana,-89.928127921,30.0686436991,77.85169275009667
1155,1155,1155,1155,1155,22073,Ouachita,Louisiana,-92.1548701323,32.4783131468,237.86674185361517
1156,1156,1156,1156,1156,22075,Plaquemines,Louisiana,-89.4819150635,29.3806620653,166.7662323254895
1157,1157,1157,1157,1157,22077,Pointe,Louisiana,,,
1158,1158,1158,1158,1158,22079,Rapides,Louisiana,-92.5331996257,31.1986202778,109.70893110875332
1159,1159,1159,1159,1159,22081,Red,Louisiana,,,
1160,1160,1160,1160,1160,22083,Richland,Louisiana,-91.7634818429,32.4177916678,60.23064344565312
1161,1161,1161,1161,1161,22085,Sabine,Louisiana,-93.5546968685,31.5640129586,77.2055396888371
1162,1162,1162,1162,1162,22087,St.,Louisiana,,,
1163,1163,1163,1163,1163,22089,St.,Louisiana,,,
1164,1164,1164,1164,1164,22091,St.,Louisiana,,,
1165,1165,1165,1165,1165,22093,St.,Louisiana,,,
1166,1166,1166,1166,1166,22095,St.,Louisiana,,,
1167,1167,1167,1167,1167,22097,St.,Louisiana,,,
1168,1168,1168,1168,1168,22099,St.,Louisiana,,,
1169,1169,1169,1169,1169,22101,St.,Louisiana,,,
1170,1170,1170,1170,1170,22103,St.,Louisiana,,,
1171,1171,1171,1171,1171,22105,Tangipahoa,Louisiana,-90.4056805267,30.6266523214,183.95161131831722
1172,1172,1172,1172,1172,22107,Tensas,Louisiana,-91.3400729965,32.0016607751,205.99353950556747
1173,1173,1173,1173,1173,22109,Terrebonne,Louisiana,-90.8376399064,29.3374418892,207.14398425223675
1174,1174,1174,1174,1174,22111,Union,Louisiana,-92.3748055749,32.8318884986,58.66794763845545
1175,1175,1175,1175,1175,22113,Vermilion,Louisiana,-92.304282947,29.8093893174,121.08722946194472
1176,1176,1176,1176,1176,22115,Vernon,Louisiana,-93.1841466986,31.1082936995,218.32665878663445
1177,1177,1177,1177,1177,22117,Washington,Louisiana,-90.0405268831,30.8533433125,181.81989787312517
1178,1178,1178,1178,1178,22119,Webster,Louisiana,-93.3349833098,32.7134544164,204.5090027496554
1179,1179,1179,1179,1179,22121,West,Louisiana,,,
1180,1180,1180,1180,1180,22123,West,Louisiana,,,
1181,1181,1181,1181,1181,22125,West,Louisiana,,,
1182,1182,1182,1182,1182,22127,Winn,Louisiana,-92.6367652262,31.944249197,243.9234760625188
1183,1183,1183,1183,1183,23001,Androscoggin,Maine,-70.206444997,44.1658484298,276.8066169274309
1184,1184,1184,1184,1184,23003,Aroostook,Maine,-68.5988785527,46.6588181292,201.818001341497
1185,1185,1185,1185,1185,23005,Cumberland,Maine,-70.3302006275,43.8060821062,219.00357983622087
1186,1186,1186,1186,1186,23007,Franklin,Maine,-70.4440737272,44.9741566636,162.41529080953336
1187,1187,1187,1187,1187,23009,Hancock,Maine,-68.3682079676,44.5628867649,156.8631794072826
1188,1188,1188,1188,1188,23011,Kennebec,Maine,-69.767264396,44.4091601365,190.7259178045291
1189,1189,1189,1189,1189,23013,Knox,Maine,-69.015547485,44.0272987421,198.08596234360718
1190,1190,1190,1190,1190,23015,Lincoln,Maine,-69.5257592569,43.997787332,243.19443914299697
1191,1191,1191,1191,1191,23017,Oxford,Maine,-70.7565745217,44.499782046,95.05997658239151
1192,1192,1192,1192,1192,23019,Penobscot,Maine,-68.6494281289,45.4005123213,94.24634784465307
1193,1193,1193,1193,1193,23021,Piscataquis,Maine,-69.2845234425,45.8373643273,279.77960103683256
1194,1194,1194,1194,1194,23023,Sagadahoc,Maine,-69.8393089562,43.9117268938,148.4459063274375
1195,1195,1195,1195,1195,23025,Somerset,Maine,-69.9588160836,45.5138551635,159.37431077883207
1196,1196,1196,1196,1196,23027,Waldo,Maine,-69.1218807819,44.4852469436,264.2857672755525
1197,1197,1197,1197,1197,23029,Washington,Maine,-67.6090594873,44.9694591011,95.55170374361663
1198,1198,1198,1198,1198,23031,York,Maine,-70.6701460671,43.4292261998,108.20055491244761
1199,1199,1199,1199,1199,24001,Allegany,Maryland,-78.6975385506,39.6214732187,146.04639924294113
1200,1200,1200,1200,1200,24003,Anne,Maryland,,,
1201,1201,1201,1201,1201,24005,Baltimore,Maryland,-76.610646905,39.3009797143,256.02743312949883
1202,1202,1202,1202,1202,24009,Calvert,Maryland,-76.5305644689,38.5347120041,165.7378240187441
1203,1203,1203,1203,1203,24011,Caroline,Maryland,-75.8316009642,38.8717218127,133.57904113926293
1204,1204,1204,1204,1204,24013,Carroll,Maryland,-77.0225227247,39.5628541642,274.65063686236135
1205,1205,1205,1205,1205,24015,Cecil,Maryland,-75.9481069728,39.5624202546,180.56573440183
1206,1206,1206,1206,1206,24017,Charles,Maryland,-77.0134840998,38.4736812339,126.30349191475423
1207,1207,1207,1207,1207,24019,Dorchester,Maryland,-76.0833253109,38.4226080428,168.9422849484979
1208,1208,1208,1208,1208,24021,Frederick,Maryland,-77.3979843347,39.4722125305,128.822604288277
