,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,xDom,yDom,class
418,418.0,418.0,418.0,56.4449204452,60.7127431791,Kepdon
419,419.0,419.0,419.0,79.9825744648,45.4708398969,Zlale
420,420.0,420.0,420.0,67.7157812826,105.7652151347,Kepdon
421,421.0,421.0,421.0,34.7018061346,116.9369794356,Kepdon
422,422.0,422.0,422.0,-4.4060861377,11.8739560897,Kepdon
423,423.0,423.0,423.0,34.6444464832,117.3655833484,Kepdon
424,424.0,424.0,424.0,33.3143399564,38.1251536059,Slashead
425,425.0,425.0,425.0,15.4811185523,8.1174725235,Slashead
426,426.0,426.0,426.0,31.5772653493,59.5347938443,Slashead
427,427.0,427.0,427.0,49.3151995543,74.9791342675,Kepdon
428,428.0,428.0,428.0,43.5265288544,71.4061027044,Kepdon
429,429.0,429.0,429.0,28.7733934831,91.4150623909,Kepdon
430,430.0,430.0,430.0,54.5026779021,30.9017813505,Kepdon
431,431.0,431.0,431.0,114.3164323775,23.7309787799,Slashead
432,432.0,432.0,432.0,85.3077015862,43.0475689101,Kepdon
433,433.0,433.0,433.0,102.0951999877,37.0833600364,Zlale
434,434.0,434.0,434.0,61.7449745634,102.7311547642,Kepdon
435,435.0,435.0,435.0,103.915322986,7.3934761185,Zlale
436,436.0,436.0,436.0,21.6868119407,65.778752704,Kepdon
437,437.0,437.0,437.0,31.8371187944,95.1433651555,Kepdon
438,438.0,438.0,438.0,71.2307770455,46.041818837,Zlale
439,439.0,439.0,439.0,32.3399624107,86.5455556942,Kepdon
440,440.0,440.0,440.0,-3.9780528492,23.3075102585,Slashead
441,441.0,441.0,441.0,70.0986341439,83.6158319815,Kepdon
442,442.0,442.0,442.0,83.3103430581,40.9839616314,Slashead
443,443.0,443.0,443.0,66.8821365908,25.403480515,Zlale
444,444.0,444.0,444.0,99.7935724134,21.14172929,Zlale
445,445.0,445.0,445.0,72.2862050658,96.829899748,Kepdon
446,446.0,446.0,446.0,50.2472510006,24.8903536611,Zlale
447,447.0,447.0,447.0,53.9502587742,38.9313430578,Slashead
448,448.0,448.0,448.0,71.8345873399,44.990840197,Zlale
449,449.0,449.0,449.0,66.5026144998,19.5175066335,Slashead
450,450.0,450.0,450.0,33.0586048909,19.8034817658,Slashead
451,451.0,451.0,451.0,64.0433921752,31.4142941558,Zlale
452,452.0,452.0,452.0,89.2768668301,36.1987294651,Slashead
453,453.0,453.0,453.0,73.2897523543,26.8975310598,Zlale
454,454.0,454.0,454.0,57.8507987376,109.8679959108,Kepdon
455,455.0,455.0,455.0,5.3275087494,35.5329746626,Slashead
456,456.0,456.0,456.0,56.2714504192,5.866330964,Zlale
457,457.0,457.0,457.0,-5.2980459376,31.9615794042,Zlale
458,458.0,458.0,458.0,24.5104182769,48.0411908937,Slashead
459,459.0,459.0,459.0,101.57986713,8.1032863682,Slashead
460,460.0,460.0,460.0,25.2314925562,98.0925303954,Kepdon
461,461.0,461.0,461.0,0.9161233225,30.6604902661,Slashead
462,462.0,462.0,462.0,14.3286839086,86.9964421423,Kepdon
463,463.0,463.0,463.0,25.6269564328,76.448984756,Kepdon
464,464.0,464.0,464.0,59.8282119423,61.4518077728,Kepdon
465,465.0,465.0,465.0,62.93894129,84.4678963793,Kepdon
466,466.0,466.0,466.0,103.693406047,23.382126326,Zlale
467,467.0,467.0,467.0,13.2345254018,28.3271717147,Slashead
468,468.0,468.0,468.0,75.1124083355,9.6076524853,Zlale
469,469.0,469.0,469.0,27.9890533897,52.5084436889,Kepdon
470,470.0,470.0,470.0,55.9787319678,77.9670630807,Kepdon
471,471.0,471.0,471.0,47.2350864039,57.1939531068,Kepdon
472,472.0,472.0,472.0,32.7868279284,52.6725127174,Slashead
473,473.0,473.0,473.0,28.128182135,19.1388409525,Slashead
474,474.0,474.0,474.0,41.3784637822,87.3120765936,Kepdon
475,475.0,475.0,475.0,45.9363400332,28.1038501922,Kepdon
476,476.0,476.0,476.0,72.8400553871,13.0549423326,Zlale
477,477.0,477.0,477.0,-4.0928909752,30.9263883699,Slashead
478,478.0,478.0,478.0,46.4441324269,53.1524417857,Kepdon
479,479.0,479.0,479.0,116.259826287,37.3813201286,Zlale
480,480.0,480.0,480.0,61.8566905742,70.0149778525,Kepdon
481,481.0,481.0,481.0,84.4351135625,44.0369919388,Kepdon
482,482.0,482.0,482.0,48.9845678366,73.9348690523,Kepdon
483,483.0,483.0,483.0,99.0474538465,40.2483779458,Zlale
484,484.0,484.0,484.0,66.2234146648,25.7118443959,Zlale
485,485.0,485.0,485.0,37.031031738,-7.1230195281,Kepdon
486,486.0,486.0,486.0,31.9172526475,47.845370214,Slashead
487,487.0,487.0,487.0,102.6666386031,47.1106704264,Zlale
488,488.0,488.0,488.0,13.2602744985,30.4141870112,Slashead
489,489.0,489.0,489.0,25.9893147437,9.8588168731,Slashead
490,490.0,490.0,490.0,105.13406292,10.5395918172,Zlale
491,491.0,491.0,491.0,32.3745451167,-7.5759952387,Slashead
492,492.0,492.0,492.0,72.801442387,41.4617658983,Kepdon
493,493.0,493.0,493.0,5.3484285039,31.3356165494,Slashead
494,494.0,494.0,494.0,4.0556402383,4.7637185405,Slashead
495,495.0,495.0,495.0,23.0099298337,1.6899153649,Zlale
496,496.0,496.0,496.0,58.3663146275,60.1646461635,Kepdon
497,497.0,497.0,497.0,29.8959269168,101.7266668499,Kepdon
498,498.0,498.0,498.0,18.8612916958,1.2791227212,Slashead
499,499.0,499.0,499.0,90.5049145524,2.4739488781,Zlale
500,500.0,500.0,500.0,8.8892020323,42.1985854706,Slashead
501,501.0,501.0,501.0,20.2287118019,41.9422147753,Kepdon
502,502.0,502.0,502.0,75.6483322634,32.8323655429,Zlale
503,503.0,503.0,503.0,108.1589671986,45.4984314874,Kepdon
504,504.0,504.0,504.0,83.6674474803,16.8901706766,Zlale
505,505.0,505.0,505.0,5.959771721,22.5801119041,Slashead
506,506.0,506.0,506.0,7.6113396091,26.9250192062,Slashead
507,507.0,507.0,507.0,74.2761974635,68.5990196683,Slashead
508,508.0,508.0,508.0,69.1822495973,34.8128719818,Slashead
509,509.0,509.0,509.0,111.1865798539,35.1411620402,Slashead
510,510.0,510.0,510.0,74.5421456184,82.2936697358,Kepdon
511,511.0,511.0,511.0,70.5781003555,37.3210479751,Zlale
512,512.0,512.0,512.0,3.08275269,9.9688082216,Slashead
513,513.0,513.0,513.0,78.7283129996,48.420247815,Zlale
514,514.0,514.0,514.0,28.5562507268,-3.1812961081,Slashead
515,515.0,515.0,515.0,87.5760533324,55.6613896806,Zlale
516,516.0,516.0,516.0,45.7590215639,10.7116391144,Slashead
517,517.0,517.0,517.0,104.9185579573,29.4221630543,Zlale
518,518.0,518.0,518.0,55.7320683151,81.3964056273,Kepdon
519,519.0,519.0,519.0,48.484270135,93.1604302624,Kepdon
520,520.0,520.0,520.0,66.8880953266,102.6092256952,Kepdon
521,521.0,521.0,521.0,75.4184535246,61.4288560271,Kepdon
522,522.0,522.0,522.0,56.8409584215,90.3858509196,Kepdon
523,523.0,523.0,523.0,85.7012110641,54.512330828,Zlale
524,524.0,524.0,524.0,36.6477421452,59.0395431541,Zlale
525,525.0,525.0,525.0,39.7193750944,29.5909803823,Kepdon
526,526.0,526.0,526.0,37.8889835386,-6.8733131003,Kepdon
527,527.0,527.0,527.0,43.9676781544,96.4879317138,Slashead
528,528.0,528.0,528.0,25.9880783155,64.6159879099,Kepdon
529,529.0,529.0,529.0,28.3507206239,33.0215805158,Kepdon
530,530.0,530.0,530.0,63.732845698,26.2526651658,Zlale
531,531.0,531.0,531.0,62.1539096895,53.9573721514,Kepdon
532,532.0,532.0,532.0,4.2122225249,-0.6768447752,Slashead
533,533.0,533.0,533.0,10.0322628039,18.1650523528,Slashead
534,534.0,534.0,534.0,114.4914063578,32.4334578679,Zlale
535,535.0,535.0,535.0,39.660875185,27.1693146675,Zlale
536,536.0,536.0,536.0,40.9969291004,-3.4330610499,Slashead
537,537.0,537.0,537.0,37.5311356868,98.8122332262,Kepdon
538,538.0,538.0,538.0,51.4140183372,73.0674561149,Kepdon
539,539.0,539.0,539.0,100.0454803799,22.8710960555,Slashead
540,540.0,540.0,540.0,74.9925636426,100.0037838299,Kepdon
541,541.0,541.0,541.0,34.784770248,44.4560816008,Zlale
542,542.0,542.0,542.0,59.6788868386,112.4963556294,Zlale
543,543.0,543.0,543.0,43.3558271632,114.8184476947,Kepdon
544,544.0,544.0,544.0,95.6595533592,26.3464049752,Kepdon
545,545.0,545.0,545.0,71.8908834159,24.796806149,Zlale
546,546.0,546.0,546.0,-2.1647449998,12.3911192609,Slashead
547,547.0,547.0,547.0,46.1906770538,42.1550396932,Zlale
548,548.0,548.0,548.0,103.2555830794,26.4748868428,Slashead
549,549.0,549.0,549.0,49.4100716663,116.7432456276,Kepdon
550,550.0,550.0,550.0,59.1078655237,51.4413979305,Kepdon
551,551.0,551.0,551.0,80.6497646012,49.5642505479,Zlale
552,552.0,552.0,552.0,37.5260394539,34.1288770338,Kepdon
553,553.0,553.0,553.0,39.5075396822,34.5884303391,Zlale
554,554.0,554.0,554.0,34.9487885743,-4.0372083131,Slashead
555,555.0,555.0,555.0,33.7961920921,51.0403556793,Slashead
556,556.0,556.0,556.0,46.7047575231,46.2907031407,Slashead
557,557.0,557.0,557.0,42.9756068113,84.9409969116,Kepdon
558,558.0,558.0,558.0,110.0201944383,18.853419837,Zlale
559,559.0,559.0,559.0,31.9723338365,107.1156601599,Slashead
560,560.0,560.0,560.0,22.4713249193,59.1902012446,Slashead
561,561.0,561.0,561.0,112.2280118958,30.6454307599,Zlale
562,562.0,562.0,562.0,64.2340399438,71.9993131397,Zlale
563,563.0,563.0,563.0,72.0187626252,85.9575677822,Kepdon
564,564.0,564.0,564.0,63.7042667963,73.4385963131,Kepdon
565,565.0,565.0,565.0,23.713503859,91.8175437524,Kepdon
566,566.0,566.0,566.0,40.5899958081,71.4070506401,Kepdon
567,567.0,567.0,567.0,21.2728949492,86.7803539776,Kepdon
568,568.0,568.0,568.0,58.2910707797,61.3715924365,Kepdon
569,569.0,569.0,569.0,83.3087045955,5.3028943967,Zlale
570,570.0,570.0,570.0,16.885320326,23.4652326916,Slashead
571,571.0,571.0,571.0,44.0181466501,27.4387469164,Slashead
572,572.0,572.0,572.0,79.3199921568,86.3941153495,Kepdon
573,573.0,573.0,573.0,16.63942613,73.9093079873,Kepdon
574,574.0,574.0,574.0,79.0757512748,46.8323868713,Zlale
575,575.0,575.0,575.0,103.7537707488,11.3989831495,Zlale
576,576.0,576.0,576.0,20.6398734365,-3.1584085066,Slashead
577,577.0,577.0,577.0,77.9649517316,20.1788800195,Zlale
578,578.0,578.0,578.0,46.7533131693,66.8820679469,Kepdon
579,579.0,579.0,579.0,22.090117186,25.649436302,Kepdon
580,580.0,580.0,580.0,37.6875498108,30.1612736414,Zlale
581,581.0,581.0,581.0,60.191556298,114.7298392091,Kepdon
582,582.0,582.0,582.0,106.5479347015,19.6526199814,Slashead
583,583.0,583.0,583.0,2.6446440317,31.858451668,Zlale
584,584.0,584.0,584.0,67.0899000488,95.8312253113,Kepdon
585,585.0,585.0,585.0,35.2811882769,93.6817928882,Kepdon
586,586.0,586.0,586.0,86.4275532281,18.3458507096,Zlale
587,587.0,587.0,587.0,83.302477159,15.1278863577,Kepdon
588,588.0,588.0,588.0,21.6557324676,80.2066699029,Slashead
589,589.0,589.0,589.0,97.4511547957,44.2922405333,Slashead
590,590.0,590.0,590.0,60.8669446338,17.9638308949,Kepdon
591,591.0,591.0,591.0,14.3869518152,-5.4627085296,Slashead
592,592.0,592.0,592.0,105.0659682109,22.2205650319,Kepdon
593,593.0,593.0,593.0,100.6627165052,7.3694204256,Zlale
594,594.0,594.0,594.0,82.8895955507,5.1532980145,Slashead
595,595.0,595.0,595.0,91.9630262875,56.5348887954,Zlale
596,596.0,596.0,596.0,69.0338473278,86.3996297767,Kepdon
597,597.0,597.0,597.0,47.0437314813,93.2911296235,Kepdon
598,598.0,598.0,598.0,97.9880587638,35.5432685687,Slashead
599,599.0,599.0,599.0,81.4503710443,77.6019095047,Kepdon
600,600.0,600.0,600.0,55.3396603071,10.3103653946,Slashead
601,601.0,601.0,601.0,30.2242062947,65.2234668987,Kepdon
602,602.0,602.0,602.0,76.8625249187,85.7870222645,Kepdon
603,603.0,603.0,603.0,94.188170612,39.6590678263,Slashead
604,604.0,604.0,604.0,51.0670273223,111.0312746263,Kepdon
605,605.0,605.0,605.0,83.1698221773,72.2367310351,Zlale
606,606.0,606.0,606.0,81.1537215617,15.1594895609,Zlale
607,607.0,607.0,607.0,14.5723229539,45.4814362436,Slashead
608,608.0,608.0,608.0,79.2855482704,105.5834821513,Kepdon
609,609.0,609.0,609.0,83.0913613198,42.9085885788,Zlale
610,610.0,610.0,610.0,66.0258264857,106.9622723085,Kepdon
611,611.0,611.0,611.0,83.8688697638,13.8145328565,Zlale
612,612.0,612.0,612.0,21.2234101729,52.2577392817,Zlale
613,613.0,613.0,613.0,95.9996310028,43.6688501879,Kepdon
614,614.0,614.0,614.0,-4.0257594135,21.8139462731,Kepdon
615,615.0,615.0,615.0,27.8835394833,43.4615832485,Slashead
616,616.0,616.0,616.0,43.4174662009,11.8788796201,Slashead
617,617.0,617.0,617.0,9.7846852597,32.5491827579,Slashead
618,618.0,618.0,618.0,55.7676481162,55.9859604662,Kepdon
619,619.0,619.0,619.0,83.894155345,10.2767583113,Zlale
620,620.0,620.0,620.0,72.0701739057,92.1816437598,Kepdon
621,621.0,621.0,621.0,11.5970927019,45.4053938856,Slashead
622,622.0,622.0,622.0,4.493269975,48.6564020621,Slashead
623,623.0,623.0,623.0,56.9393460329,93.0106897378,Kepdon
624,624.0,624.0,624.0,43.2942954987,82.7082540497,Kepdon
625,625.0,625.0,625.0,28.1752524817,53.9975347968,Slashead
626,626.0,626.0,626.0,87.0530640493,30.5970653478,Slashead
627,627.0,627.0,627.0,112.0938622851,46.7308341797,Zlale
628,628.0,628.0,628.0,25.420941376,8.3943863511,Slashead
629,629.0,629.0,629.0,14.6979043649,27.9109369625,Kepdon
630,630.0,630.0,630.0,26.2114336829,57.6683813294,Zlale
631,631.0,631.0,631.0,46.4097479349,82.6213126365,Slashead
632,632.0,632.0,632.0,39.427838114,8.1493843787,Kepdon
633,633.0,633.0,633.0,40.2646058787,52.1257508396,Slashead
634,634.0,634.0,634.0,64.421510938,87.3016077879,Kepdon
635,635.0,635.0,635.0,33.3528005171,22.3818199001,Zlale
636,636.0,636.0,636.0,77.2534721643,10.0674997705,Zlale
637,637.0,637.0,637.0,12.4363853102,29.0886396678,Slashead
638,638.0,638.0,638.0,28.9251172096,91.7120653991,Kepdon
639,639.0,639.0,639.0,110.2750256345,18.3510934128,Kepdon
640,640.0,640.0,640.0,72.6631571392,18.2237371301,Zlale
641,641.0,641.0,641.0,84.3910633475,35.0681316276,Zlale
642,642.0,642.0,642.0,84.1640918722,21.8078576509,Slashead
643,643.0,643.0,643.0,101.6186425674,24.6953916466,Zlale
644,644.0,644.0,644.0,11.7743968875,50.2453217246,Zlale
645,645.0,645.0,645.0,90.0992004028,48.3407254589,Kepdon
646,646.0,646.0,646.0,45.9016093305,109.1637914629,Kepdon
647,647.0,647.0,647.0,52.5083180945,81.6869580918,Kepdon
648,648.0,648.0,648.0,71.4533631121,30.2457075332,Zlale
649,649.0,649.0,649.0,71.086299278,81.1389406271,Kepdon
650,650.0,650.0,650.0,69.3786755756,29.4962585878,Zlale
651,651.0,651.0,651.0,37.7888266445,55.7213773622,Zlale
652,652.0,652.0,652.0,72.6841864091,50.2169975446,Slashead
653,653.0,653.0,653.0,5.3123899655,45.9446076594,Slashead
654,654.0,654.0,654.0,45.2959818348,73.8008328313,Kepdon
655,655.0,655.0,655.0,26.4936481738,70.0742587988,Kepdon
656,656.0,656.0,656.0,102.1157403948,49.5720419501,Slashead
657,657.0,657.0,657.0,3.7188553394,46.8757868524,Slashead
658,658.0,658.0,658.0,50.4708548685,9.6656707377,Slashead
659,659.0,659.0,659.0,103.7096256796,20.4182108836,Zlale
660,660.0,660.0,660.0,70.5246166348,29.1825416203,Kepdon
661,661.0,661.0,661.0,30.0975911719,98.8624730197,Kepdon
662,662.0,662.0,662.0,103.2571885132,37.0467705544,Slashead
663,663.0,663.0,663.0,70.4644302034,108.4952239077,Slashead
664,664.0,664.0,664.0,46.7978250766,6.5062336329,Zlale
665,665.0,665.0,665.0,60.5381285681,81.5429694962,Kepdon
666,666.0,666.0,666.0,10.8640253533,11.5475324003,Slashead
667,667.0,667.0,667.0,80.0706596192,104.2178755197,Kepdon
668,668.0,668.0,668.0,5.5721324267,40.3726012473,Zlale
669,669.0,669.0,669.0,34.5148649251,82.0271947072,Kepdon
670,670.0,670.0,670.0,10.2382226957,21.321134316,Slashead
671,671.0,671.0,671.0,75.7465440478,12.1170045811,Kepdon
672,672.0,672.0,672.0,38.1521489973,58.5609497754,Kepdon
673,673.0,673.0,673.0,79.8724845926,11.6941647336,Slashead
674,674.0,674.0,674.0,4.4625367668,51.514781779,Slashead
675,675.0,675.0,675.0,110.6671411154,35.84162854,Slashead
676,676.0,676.0,676.0,22.0132840793,2.5810492568,Slashead
677,677.0,677.0,677.0,58.5239582622,84.975260927,Kepdon
678,678.0,678.0,678.0,85.8423944707,8.0605693375,Zlale
679,679.0,679.0,679.0,54.1410920263,20.466470086,Zlale
680,680.0,680.0,680.0,12.8828305566,14.7731214702,Zlale
681,681.0,681.0,681.0,38.2186304621,-1.9336491131,Slashead
682,682.0,682.0,682.0,99.5701625575,15.4006772582,Kepdon
683,683.0,683.0,683.0,113.4353487272,24.5247824198,Slashead
684,684.0,684.0,684.0,109.3431588198,10.8417622686,Zlale
685,685.0,685.0,685.0,46.8396128806,49.7970938485,Kepdon
686,686.0,686.0,686.0,8.5770114471,46.1404559312,Slashead
687,687.0,687.0,687.0,36.4043652169,42.8830452534,Slashead
688,688.0,688.0,688.0,-0.8468299807,30.4580037431,Slashead
689,689.0,689.0,689.0,41.7233897814,73.4672262831,Kepdon
690,690.0,690.0,690.0,112.4884978107,38.4424289097,Zlale
691,691.0,691.0,691.0,78.7822504429,68.6684353214,Kepdon
692,692.0,692.0,692.0,-0.4405274184,42.0822126619,Slashead
693,693.0,693.0,693.0,93.5194361523,24.6544842903,Zlale
694,694.0,694.0,694.0,93.6239724836,44.6235464652,Kepdon
695,695.0,695.0,695.0,20.1848867147,66.579838518,Kepdon
696,696.0,696.0,696.0,21.1686939963,35.1093603956,Slashead
697,697.0,697.0,697.0,49.3107456312,32.9779163722,Zlale
698,698.0,698.0,698.0,37.7079596233,54.2785716702,Kepdon
699,699.0,699.0,699.0,61.0757173776,28.9020056088,Slashead
700,700.0,700.0,700.0,107.2369610111,14.8655465973,Zlale
701,701.0,701.0,701.0,56.099242017,56.1832835346,Kepdon
702,702.0,702.0,702.0,44.75854011,98.2878895436,Kepdon
703,703.0,703.0,703.0,107.1270591982,24.6874458033,Zlale
704,704.0,704.0,704.0,29.9639221836,14.8647857603,Zlale
705,705.0,705.0,705.0,92.7875293667,29.9919422266,Slashead
706,706.0,706.0,706.0,78.7142310643,66.7637478885,Kepdon
707,707.0,707.0,707.0,6.4864113398,27.235946101,Slashead
708,708.0,708.0,708.0,116.1690130443,26.7244431897,Zlale
709,709.0,709.0,709.0,94.3178386739,46.2677026849,Zlale
710,710.0,710.0,710.0,71.6202880942,103.5420253627,Kepdon
711,711.0,711.0,711.0,53.4439700506,2.7619488033,Zlale
712,712.0,712.0,712.0,100.2039314774,47.2622990353,Slashead
713,713.0,713.0,713.0,84.1784957197,51.0543524326,Slashead
714,714.0,714.0,714.0,92.0297202522,10.6939943049,Slashead
715,715.0,715.0,715.0,84.6363543021,86.9538348886,Kepdon
716,716.0,716.0,716.0,79.6671516476,91.0796712919,Kepdon
717,717.0,717.0,717.0,27.9053140902,112.928183928,Kepdon
718,718.0,718.0,718.0,62.4525903671,27.847683305,Zlale
719,719.0,719.0,719.0,22.6180270349,62.9053622862,Kepdon
720,720.0,720.0,720.0,107.2710757319,38.7247872056,Zlale
721,721.0,721.0,721.0,32.9687754176,72.7350593368,Kepdon
722,722.0,722.0,722.0,47.1671934817,118.6068520547,Kepdon
723,723.0,723.0,723.0,25.2391321137,107.0090853691,Kepdon
724,724.0,724.0,724.0,102.863587457,42.9005547176,Slashead
725,725.0,725.0,725.0,33.4434289234,-5.1305487706,Kepdon
726,726.0,726.0,726.0,36.4650979516,104.9667445995,Kepdon
727,727.0,727.0,727.0,87.2195755556,22.9239530919,Zlale
728,728.0,728.0,728.0,72.360813087,64.492538968,Kepdon
729,729.0,729.0,729.0,87.1799351381,34.5492791772,Slashead
730,730.0,730.0,730.0,58.3635633686,118.8050717743,Kepdon
731,731.0,731.0,731.0,85.0953697659,49.6224181793,Kepdon
732,732.0,732.0,732.0,60.9175782006,116.286650686,Kepdon
733,733.0,733.0,733.0,23.6107811413,96.0324615013,Zlale
734,734.0,734.0,734.0,23.2803252264,45.2046070886,Slashead
735,735.0,735.0,735.0,43.6764820733,7.7845048555,Zlale
736,736.0,736.0,736.0,82.4762998693,90.2485259023,Kepdon
737,737.0,737.0,737.0,27.6096080397,2.8291990424,Slashead
738,738.0,738.0,738.0,48.3840662189,76.3822345522,Kepdon
739,739.0,739.0,739.0,21.391075639,51.0964571838,Kepdon
740,740.0,740.0,740.0,40.2286089163,76.3853452355,Kepdon
741,741.0,741.0,741.0,71.1483299706,24.4238467515,Slashead
742,742.0,742.0,742.0,57.4612466488,90.5072639452,Kepdon
743,743.0,743.0,743.0,34.2945094486,26.8629381614,Kepdon
744,744.0,744.0,744.0,92.7486230297,49.2505458375,Zlale
745,745.0,745.0,745.0,15.8110687525,56.7092523154,Slashead
746,746.0,746.0,746.0,-5.472768778,19.1997223148,Slashead
747,747.0,747.0,747.0,36.8012944359,19.7723812553,Zlale
748,748.0,748.0,748.0,96.8456350064,55.9155035285,Slashead
749,749.0,749.0,749.0,34.7291417539,6.4067660047,Slashead
750,750.0,750.0,750.0,22.270173118,12.6059177616,Slashead
751,751.0,751.0,751.0,60.8475794726,68.3106209524,Kepdon
752,752.0,752.0,752.0,35.8834705556,52.1029300196,Zlale
753,753.0,753.0,753.0,101.3859000793,6.9755438381,Slashead
754,754.0,754.0,754.0,73.5283631948,75.8096324701,Kepdon
755,755.0,755.0,755.0,-3.295729766,23.7289032247,Slashead
756,756.0,756.0,756.0,28.1624544823,98.6015508472,Kepdon
757,757.0,757.0,757.0,73.702959888,44.6518503239,Slashead
758,758.0,758.0,758.0,47.7953465024,60.1174497245,Kepdon
759,759.0,759.0,759.0,40.6384047889,29.4304757561,Kepdon
760,760.0,760.0,760.0,74.9820821002,62.3020226379,Kepdon
761,761.0,761.0,761.0,96.3042073831,11.6749311482,Zlale
762,762.0,762.0,762.0,78.8272620293,76.6325133246,Kepdon
763,763.0,763.0,763.0,20.9265419535,78.8654999691,Zlale
764,764.0,764.0,764.0,22.2271929302,1.1612670532,Kepdon
765,765.0,765.0,765.0,4.2722977782,14.2788526638,Zlale
766,766.0,766.0,766.0,51.7197219369,91.5007515788,Kepdon
767,767.0,767.0,767.0,81.4775157478,76.5579774985,Kepdon
768,768.0,768.0,768.0,23.2850756258,72.0126407213,Slashead
769,769.0,769.0,769.0,25.7793619267,107.857082013,Kepdon
770,770.0,770.0,770.0,76.9803971584,43.3979592369,Zlale
771,771.0,771.0,771.0,98.8540509813,14.1379855738,Kepdon
772,772.0,772.0,772.0,63.0258585701,24.774338481,Kepdon
773,773.0,773.0,773.0,108.9391213684,49.2514088399,Slashead
774,774.0,774.0,774.0,65.5618363877,33.354270287,Kepdon
775,775.0,775.0,775.0,25.1703738862,59.8937243187,Kepdon
776,776.0,776.0,776.0,21.429995353,104.5184225197,Kepdon
777,777.0,777.0,777.0,87.9549814644,51.1213255866,Zlale
778,778.0,778.0,778.0,82.5474592936,11.4918405624,Kepdon
779,779.0,779.0,779.0,87.2798894907,9.1539360006,Zlale
780,780.0,780.0,780.0,18.2933170766,12.856303192,Slashead
781,781.0,781.0,781.0,2.1054118843,29.9117801845,Slashead
782,782.0,782.0,782.0,105.4450277289,27.8866428532,Kepdon
783,783.0,783.0,783.0,65.1624878354,65.4113238607,Kepdon
784,784.0,784.0,784.0,66.472290992,24.3557714281,Slashead
785,785.0,785.0,785.0,40.004132122,64.0660358911,Kepdon
786,786.0,786.0,786.0,115.6327080695,38.8483098591,Zlale
787,787.0,787.0,787.0,45.0444165618,68.3611121161,Kepdon
788,788.0,788.0,788.0,91.2911945306,35.3937426298,Zlale
789,789.0,789.0,789.0,27.3217267246,-1.7058892074,Slashead
790,790.0,790.0,790.0,18.6146601411,25.0924070488,Kepdon
791,791.0,791.0,791.0,15.3244158298,37.19396939,Kepdon
792,792.0,792.0,792.0,100.1821400418,29.5119417627,Zlale
793,793.0,793.0,793.0,29.8597123898,74.4447639924,Slashead
794,794.0,794.0,794.0,25.8711501166,86.6525677865,Zlale
795,795.0,795.0,795.0,36.2364089321,53.6762395556,Zlale
796,796.0,796.0,796.0,9.3554321931,23.396469933,Slashead
797,797.0,797.0,797.0,48.9543420799,111.7115458307,Kepdon
798,798.0,798.0,798.0,74.5035739656,107.225429094,Kepdon
799,799.0,799.0,799.0,74.8909655456,34.9667259146,Zlale
800,800.0,800.0,800.0,27.4329454176,104.8581927228,Kepdon
801,801.0,801.0,801.0,30.3136494384,67.583537382,Kepdon
802,802.0,802.0,802.0,38.8527443165,29.4227999491,Slashead
803,803.0,803.0,803.0,37.579016026,12.9570243114,Kepdon
804,804.0,804.0,804.0,35.2676836866,59.8999966708,Kepdon
805,805.0,805.0,805.0,32.6411595949,81.9335295763,Kepdon
806,806.0,806.0,806.0,93.8165605604,31.4200209543,Zlale
807,807.0,807.0,807.0,21.1445485907,0.8715551203,Kepdon
808,808.0,808.0,808.0,41.1056821015,-4.2514019032,Slashead
809,809.0,809.0,809.0,54.907971934,35.7066987325,Slashead
810,810.0,810.0,810.0,28.8854007525,62.8765753627,Slashead
811,811.0,811.0,811.0,68.03459427,46.971682238,Zlale
812,812.0,812.0,812.0,85.292257088,83.5879188935,Kepdon
813,813.0,813.0,813.0,63.8808880853,93.848043893,Kepdon
814,814.0,814.0,814.0,49.2118033826,-2.0214125731,Slashead
815,815.0,815.0,815.0,30.3826042088,-3.8459265866,Kepdon
816,816.0,816.0,816.0,75.6599192578,32.5077593394,Kepdon
817,817.0,817.0,817.0,57.5393258405,105.5848716923,Kepdon
818,818.0,818.0,818.0,30.3655300946,82.1959751335,Kepdon
819,819.0,819.0,819.0,11.6514944496,12.3163478975,Zlale
820,820.0,820.0,820.0,71.6880458844,34.0871462516,Kepdon
821,821.0,821.0,821.0,34.2831683747,93.9360071615,Kepdon
822,822.0,822.0,822.0,105.8054345817,8.5369921965,Zlale
823,823.0,823.0,823.0,104.4144545855,20.4777966545,Kepdon
824,824.0,824.0,824.0,32.2652486104,2.2417666804,Slashead
825,825.0,825.0,825.0,82.2510260944,48.560546207,Slashead
826,826.0,826.0,826.0,99.1007373502,18.8279030258,Zlale
827,827.0,827.0,827.0,22.6653121995,39.7193884,Zlale
828,828.0,828.0,828.0,95.4850974526,46.1622659105,Zlale
829,829.0,829.0,829.0,67.6756685463,26.1303472453,Zlale
830,830.0,830.0,830.0,34.8277460543,24.3283687038,Zlale
831,831.0,831.0,831.0,101.4999638265,9.4517289172,Kepdon
832,832.0,832.0,832.0,37.726271218,10.7623117885,Slashead
833,833.0,833.0,833.0,80.2684045747,22.5333404177,Zlale
834,834.0,834.0,834.0,38.9428490564,68.5241695192,Kepdon
835,835.0,835.0,835.0,24.8331416472,35.7149343317,Slashead
836,836.0,836.0,836.0,19.1858927251,70.0231636617,Kepdon
