FIPS,NAME,STATE,longitude,latitude,precipitation
18009,Blackford,Indiana,-85.3248199236,40.473600561,597.904600205477
18011,Boone,Indiana,-86.4686962098,40.0508013832,587.8056330855070
18013,Brown,Indiana,-86.2273748048,39.1962111616,537.1505825608810
18015,Carroll,Indiana,-86.5634841334,40.582858561,598.2258377087310
18017,Cass,Indiana,-86.3459465589,40.761491497,522.7100115460210
18019,Clark,Indiana,-85.7072716297,38.47719455,564.6189886118890
18021,Clay,Indiana,-87.1157584406,39.3927278538,594.7588834494200
18023,Clinton,Indiana,-86.4751595355,40.3016905964,556.0823982273600
18025,Crawford,Indiana,-86.4517083941,38.292414567,503.57291254726900
18027,Daviess,Indiana,-87.0720684602,38.7024099657,566.2140427464220
18029,Dearborn,Indiana,-84.973258532,39.1451918976,523.5954902097240
18031,Decatur,Indiana,-85.5011430488,39.3069999343,580.1748811940310
18033,DeKalb,Indiana,-84.999084282,41.3975800161,553.4595754395110
18035,Delaware,Indiana,-85.3968993017,40.2275253191,511.9941708132180
18037,Dubois,Indiana,-86.8798021177,38.3642764332,554.8003368241500
18039,Elkhart,Indiana,-85.8587552785,41.5973844823,588.5253072800140
18041,Fayette,Indiana,-85.1787249608,39.6400558465,527.7358918302150
18043,Floyd,Indiana,-85.9068307178,38.3189286397,508.0988844587040
18045,Fountain,Indiana,-87.2419916982,40.1208707645,590.6751724569790
18047,Franklin,Indiana,-85.0602848847,39.4148645227,568.2482097459760
18049,Fulton,Indiana,-86.2635836849,41.0469632989,526.9814263367350
18051,Gibson,Indiana,-87.584594368,38.311825371,541.1646992629400
18053,Grant,Indiana,-85.6547259036,40.5158445871,596.6026015159990
18055,Greene,Indiana,-86.962046365,39.0363277254,515.4271608929480
18057,Hamilton,Indiana,-86.0520142517,40.072489475,561.4714262136810
18059,Hancock,Indiana,-85.7732376368,39.8235499831,547.5917677690970
18061,Harrison,Indiana,-86.1113109452,38.1951228784,570.4040470113330
18063,Hendricks,Indiana,-86.5099758786,39.769517371,584.2608186963590
18065,Henry,Indiana,-85.3964353742,39.9310397361,542.862851030418
18067,Howard,Indiana,-86.1169307298,40.4835856225,534.8558616539950
18069,Huntington,Indiana,-85.4881722777,40.8292399575,591.6047668254670
18071,Jackson,Indiana,-86.0375413468,38.9064174884,563.5978569905030
18073,Jasper,Indiana,-87.1161212419,41.0229983046,542.7021974933050
18075,Jay,Indiana,-85.0056353252,40.4379183725,545.6382813578330
18077,Jefferson,Indiana,-85.4385728826,38.7858226615,562.3642549532110
18079,Jennings,Indiana,-85.6280646001,38.9969300555,510.95843919919800
18081,Johnson,Indiana,-86.1016367881,39.4899707456,585.5895924873670
18083,Knox,Indiana,-87.4180084675,38.6890898846,516.0752597997210
18085,Kosciusko,Indiana,-85.8607176828,41.244097338,515.8850028733610
18087,LaGrange,Indiana,-85.4264979093,41.6426062358,557.539557777462
18089,Lake,Indiana,-87.3763856,41.4722121302,518.1642219111940
18091,LaPorte,Indiana,-86.7423662187,41.5490215572,571.4750740993610
18093,Lawrence,Indiana,-86.4834511309,38.8411628915,527.8714695198750
18095,Madison,Indiana,-85.7193451682,40.1616556187,566.509934808095
18097,Marion,Indiana,-86.1384716709,39.7817096805,514.4200519957170
18099,Marshall,Indiana,-86.2617612923,41.3248489608,512.7835919326920
18101,Martin,Indiana,-86.8030654716,38.7080111869,550.2222627028860
18103,Miami,Indiana,-86.0450230743,40.7695040098,509.33970144771400
18105,Monroe,Indiana,-86.5231372076,39.1609175598,500.42032101318
18107,Montgomery,Indiana,-86.8932997962,40.0403785235,515.5170039967550
18109,Morgan,Indiana,-86.4462121421,39.4815483458,581.4934824529710
18111,Newton,Indiana,-87.3975365943,40.9558477436,537.2500152018060
18113,Noble,Indiana,-85.4174667322,41.3985995057,520.2140979915140
18115,Ohio,Indiana,-84.9650431209,38.9500945902,551.5000099339120
18117,Orange,Indiana,-86.4950692821,38.5417788857,522.3676141818130
18119,Owen,Indiana,-86.8376542268,39.3128100483,522.6761656162280
18121,Parke,Indiana,-87.2063672164,39.7736200492,574.2844558225930
18123,Perry,Indiana,-86.6380317986,38.0796491352,511.1023119947850
18125,Pike,Indiana,-87.2321643219,38.3987832635,576.0495614728390
18127,Porter,Indiana,-87.0733191356,41.5088382943,572.0951814738330
18129,Posey,Indiana,-87.8684711826,38.0218915518,598.3913022713480
18131,Pulaski,Indiana,-86.6987792624,41.0418321081,547.9711655315220
18133,Putnam,Indiana,-86.8449997676,39.6662617907,569.4553075540470
18135,Randolph,Indiana,-85.011310408,40.1576395642,563.0449952416810
18137,Ripley,Indiana,-85.262386374,39.1034546659,539.3757203883470
18139,Rush,Indiana,-85.4657611777,39.6199484364,593.0090795343320
18141,St.,Indiana,,,180.86294260657300
18143,Scott,Indiana,-85.7474680992,38.6850699523,514.4076985004080
18145,Shelby,Indiana,-85.7917003981,39.5236921944,585.95976500437
18147,Spencer,Indiana,-87.0077059131,38.0140589617,546.7096647337800
18149,Starke,Indiana,-86.6476485661,41.2809264377,537.9072748300670
18151,Steuben,Indiana,-85.000764854,41.6438678779,561.4733266602100
18153,Sullivan,Indiana,-87.4146903866,39.0888346851,577.2734395936410
18155,Switzerland,Indiana,-85.0369979159,38.8261607682,521.0102705835140
18157,Tippecanoe,Indiana,-86.8940974128,40.3886187334,515.8795221315640
18159,Tipton,Indiana,-86.0518589748,40.3113452381,522.0448776830160
18161,Union,Indiana,-84.9251420286,39.6255458453,530.0527441073370
18163,Vanderburgh,Indiana,-87.5857849635,38.0249578597,544.1507161791700
18165,Vermillion,Indiana,-87.4639782841,39.8538114574,593.9489864993780
18167,Vigo,Indiana,-87.3899644539,39.4306386001,584.6497455252710
18169,Wabash,Indiana,-85.7940056739,40.8456930058,558.4059700769010
18171,Warren,Indiana,-87.3533144839,40.3469033297,515.4623685483050
18173,Warrick,Indiana,-87.2720537447,38.0921662434,561.865437175625
18175,Washington,Indiana,-86.1053059023,38.5999841735,533.64726509664
18177,Wayne,Indiana,-85.0098761363,39.8644164614,554.0472516624670
18179,Wells,Indiana,-85.2212198576,40.7291866469,508.96448528223600
18181,White,Indiana,-86.8654694016,40.7497715932,538.3401879002540
18183,Whitley,Indiana,-85.505117935,41.1393753356,565.5691462054520
19001,Adair,Iowa,-94.4709413442,41.3307464286,521.4148981658300
19003,Adams,Iowa,-94.6991848828,41.0289838852,540.3544744268590
19005,Allamakee,Iowa,-91.3780922862,43.2842837871,573.8363191899250
19007,Appanoose,Iowa,-92.8686104167,40.74316347,598.3615935490550
19009,Audubon,Iowa,-94.905822196,41.6845893285,514.4989051077590
19011,Benton,Iowa,-92.0657317334,42.080174751,557.1287463417560
19013,Black,Iowa,,,158.39335673399300
19015,Boone,Iowa,-93.9316370877,42.0365026335,558.1262254549020
19017,Bremer,Iowa,-92.3180548339,42.7745872458,556.8945960684740
19019,Buchanan,Iowa,-91.837842149,42.4707837931,549.9957762885060
19021,Buena,Iowa,,,184.4543629539620
19023,Butler,Iowa,-92.7901934384,42.7315661359,566.7605333217460
19025,Calhoun,Iowa,-94.6404136047,42.3851848526,518.0571834456080
19027,Carroll,Iowa,-94.8605592807,42.0362382229,544.895277022067
19029,Cass,Iowa,-94.9278266277,41.331487609,503.24141057966500
19031,Cedar,Iowa,-91.1324230468,41.7723266607,566.824723954817
19033,Cerro,Iowa,,,124.97035315630500
19035,Cherokee,Iowa,-95.6238053959,42.7356225783,539.6440260540230
19037,Chickasaw,Iowa,-92.3176637461,43.0600413474,598.3780921260440
19039,Clarke,Iowa,-93.7851578386,41.0290322944,578.6558229949490
19041,Clay,Iowa,-95.1509194224,43.0825803991,538.6444898444320
19043,Clayton,Iowa,-91.3414327747,42.8447493088,517.2903193655450
19045,Clinton,Iowa,-90.5319724291,41.8980358084,596.0893431718870
19047,Crawford,Iowa,-95.3819677478,42.037212461,531.675665899772
19049,Dallas,Iowa,-94.0397619265,41.6848582046,532.0181507048180
19051,Davis,Iowa,-92.4097172922,40.7476890807,568.4394924709620
19053,Decatur,Iowa,-93.7862814096,40.737682711,534.6066838291150
19055,Delaware,Iowa,-91.367341411,42.4712208979,585.2750390034130
19057,Des,Iowa,,,109.43861845148700
19059,Dickinson,Iowa,-95.1508300608,43.3779847631,539.1394551326090
19061,Dubuque,Iowa,-90.8825218504,42.4688224327,570.465741260879
19063,Emmet,Iowa,-94.6784802642,43.37802248,588.4945673820770
19065,Fayette,Iowa,-91.8443243326,42.8625961548,598.7941905440640
19067,Floyd,Iowa,-92.7890033704,43.0599208476,538.1998770856090
19069,Franklin,Iowa,-93.2624729913,42.7325458524,587.5157235017560
19071,Fremont,Iowa,-95.6046765408,40.7455891853,555.7565163086000
19073,Greene,Iowa,-94.3968169905,42.0362403729,591.2476098938890
19075,Grundy,Iowa,-92.7914177407,42.4018650655,582.713270718167
19077,Guthrie,Iowa,-94.5010550107,41.6837548102,524.9343079463310
19079,Hamilton,Iowa,-93.7068096741,42.383771317,549.379747658253
19081,Hancock,Iowa,-93.7342722978,43.0818860731,559.193489466138
19083,Hardin,Iowa,-93.2404024994,42.3838803185,514.8267448804060
19085,Harrison,Iowa,-95.8169208876,41.6828527455,530.1166483863480
19087,Henry,Iowa,-91.5445322832,40.9879710088,564.4411593262770
19089,Howard,Iowa,-92.3171989039,43.3567673364,532.4630524192530
19091,Humboldt,Iowa,-94.2071830507,42.7764677574,595.4134289287420
19093,Ida,Iowa,-95.5134961566,42.3868746602,546.043055982226
19095,Iowa,Iowa,-92.0655240141,41.6863234292,552.04557427848
19097,Jackson,Iowa,-90.5742293965,42.1717425857,532.0225858521510
19099,Jasper,Iowa,-93.0537645398,41.6860388529,555.9002156072300
19101,Jefferson,Iowa,-91.9488728782,41.0317620678,533.3396610494820
19103,Johnson,Iowa,-91.5881018852,41.6715248584,599.2432356865150
19105,Jones,Iowa,-91.131465421,42.1212370657,571.6596240648020
19107,Keokuk,Iowa,-92.1786423155,41.3364654753,502.9751591798200
19109,Kossuth,Iowa,-94.2067199306,43.2041300298,523.48338299294
19111,Lee,Iowa,-91.4792643967,40.6419821705,518.8935516133760
19113,Linn,Iowa,-91.5990228598,42.0789535271,540.4794714901690
19115,Louisa,Iowa,-91.2596183012,41.2185070628,520.8942585226850
19117,Lucas,Iowa,-93.3277206567,41.0293737922,518.0332633745350
19119,Lyon,Iowa,-96.2102923903,43.3804969625,569.2810859555720
19121,Madison,Iowa,-94.0155619459,41.3307142217,551.6648857232320
19123,Mahaska,Iowa,-92.6409093578,41.3352034594,530.4316988230250
19125,Marion,Iowa,-93.0994371546,41.3344518776,503.4455905155800
19127,Marshall,Iowa,-92.9987713463,42.0358492263,525.9337940851600
19129,Mills,Iowa,-95.621326718,41.0334522634,505.63084099024700
19131,Mitchell,Iowa,-92.7890314515,43.3564123717,522.0339612084130
19133,Monona,Iowa,-95.9599234782,42.0516662494,513.4544593417230
19135,Monroe,Iowa,-92.8689876816,41.0297829981,545.0858282566290
19137,Montgomery,Iowa,-95.1563757716,41.0301399961,544.5021146639030
19139,Muscatine,Iowa,-91.1127562492,41.4839220534,549.6599272272730
19141,O'Brien,Iowa,-95.6248783386,43.0837526517,554.6079201782620
19143,Osceola,Iowa,-95.6236852015,43.3785703546,531.9187607369780
19145,Page,Iowa,-95.1501748646,40.7391440172,507.7296249525890
19147,Palo,Iowa,,,128.03429747838200
19149,Plymouth,Iowa,-96.2140273941,42.7378473183,572.7799571998700
19151,Pocahontas,Iowa,-94.6787466122,42.7341351105,538.2268444893380
19153,Polk,Iowa,-93.5735335401,41.6855048252,515.4501837111270
19155,Pottawattamie,Iowa,-95.542393077,41.3366123482,581.0432862877270
19157,Poweshiek,Iowa,-92.531468397,41.6864421928,574.6288090782950
19159,Ringgold,Iowa,-94.2439719124,40.7352022993,587.73608131988
19161,Sac,Iowa,-95.1053945569,42.3862603643,582.3598881510840
19163,Scott,Iowa,-90.6232428034,41.6370978319,502.3178790396200
19165,Shelby,Iowa,-95.31021134,41.6850925934,595.2865522671330
19167,Sioux,Iowa,-96.1778828448,43.082617377,580.6817972937580
19169,Story,Iowa,-93.4650447654,42.0362414924,563.7357756112110
19171,Tama,Iowa,-92.5325425886,42.0798117536,519.8977066511040
19173,Taylor,Iowa,-94.6964147623,40.7374323606,500.0750508948990
19175,Union,Iowa,-94.2423791547,41.0277303995,509.819779866334
19177,Van,Iowa,,,154.63880788183800
19179,Wapello,Iowa,-92.4094498846,41.0305845373,535.4441535100450
19181,Warren,Iowa,-93.5613593647,41.334373461,546.1213016270220
19183,Washington,Iowa,-91.7178701959,41.3356001857,522.9787673166950
19185,Wayne,Iowa,-93.3273638708,40.7394701918,599.7808087591370
19187,Webster,Iowa,-94.1817743675,42.4279491681,590.3975109989750
19189,Winnebago,Iowa,-93.7341954719,43.3775677756,550.921806699402
19191,Winneshiek,Iowa,-91.8437036051,43.2906788284,543.2042618132270
19193,Woodbury,Iowa,-96.0447949019,42.3897291621,516.0844023621180
19195,Worth,Iowa,-93.2608475497,43.3773984485,574.4473295400380
19197,Wright,Iowa,-93.7351436616,42.7331189884,506.75616487889700
20001,Allen,Kansas,-95.3013889295,37.8857349436,565.5039558011690
20003,Anderson,Kansas,-95.2933285252,38.2142048256,502.04596018417500
20005,Atchison,Kansas,-95.3134446486,39.5317400033,517.6420563145960
20007,Barber,Kansas,-98.684790626,37.2288385526,552.3133500942050
20009,Barton,Kansas,-98.756464293,38.4789639679,531.2239427696510
20011,Bourbon,Kansas,-94.8492968396,37.8552256175,551.5452133919070
20013,Brown,Kansas,-95.5642196557,39.8264989183,532.429638687587
20015,Butler,Kansas,-96.8390654617,37.7812707517,505.3895282268930
20017,Chase,Kansas,-96.593928638,38.3020458533,546.4966028605580
20019,Chautauqua,Kansas,-96.2453782628,37.1500572155,502.3106585132300
20021,Cherokee,Kansas,-94.8462689731,37.1693060628,504.63876768926000
20023,Cheyenne,Kansas,-101.731104218,39.7858693359,17.723316956037000
20025,Clark,Kansas,-99.8203076918,37.2355230437,503.13100469474900
20027,Clay,Kansas,-97.1651722307,39.3497164186,509.24090200577500
20029,Cloud,Kansas,-97.6492819059,39.4802974375,511.37183198480400
20031,Coffey,Kansas,-95.7341117812,38.2368379381,584.5548291870040
20033,Comanche,Kansas,-99.2718714746,37.1912804013,596.7449953063510
20035,Cowley,Kansas,-96.8374891769,37.2377526609,515.929589968111
20037,Crawford,Kansas,-94.8518113711,37.5073151069,548.4307864581420
20039,Decatur,Kansas,-100.459899544,39.7847564917,1.7188316353860600
20041,Dickinson,Kansas,-97.152702787,38.8665005829,545.7572379440740
20043,Doniphan,Kansas,-95.1467942431,39.7880806129,520.8982198114520
20045,Douglas,Kansas,-95.2926063049,38.8846594528,554.9294117915270
20047,Edwards,Kansas,-99.3121708301,37.887648789,575.8930473006580
20049,Elk,Kansas,-96.2440866545,37.4536881105,518.1055178551510
20051,Ellis,Kansas,-99.3172316232,38.9147512529,571.3507776512410
20053,Ellsworth,Kansas,-98.204730294,38.696627674,504.5120920847670
20055,Finney,Kansas,-100.736990786,38.0443048231,8.677351345645600
20057,Ford,Kansas,-99.8879423784,37.6917036301,563.389043502489
20059,Franklin,Kansas,-95.2859482396,38.5645174515,558.738759369553
20061,Geary,Kansas,-96.7525021968,39.0023855083,590.365984420614
20063,Gove,Kansas,-100.48290474,38.9160955531,7.1872213716375200
20065,Graham,Kansas,-99.8832526271,39.349716037,500.09874971056300
20067,Grant,Kansas,-101.308021268,37.5621932698,21.782151644403900
20069,Gray,Kansas,-100.437862948,37.7381978567,19.805583971522500
20071,Greeley,Kansas,-101.805968435,38.4805374528,0.8079539341483340
20073,Greenwood,Kansas,-96.2326356698,37.8777875638,560.2628399019490
20075,Hamilton,Kansas,-101.791256465,37.9991525438,19.56864123871390
20077,Harper,Kansas,-98.0754955835,37.191604867,568.434899280393
20079,Harvey,Kansas,-97.4272714417,38.0432184802,554.58803612946
20081,Haskell,Kansas,-100.871191808,37.5622507408,27.350371452629900
20083,Hodgeman,Kansas,-99.897935995,38.0874838474,570.3305925598070
20085,Jackson,Kansas,-95.793663658,39.416820119,526.5804866458910
20087,Jefferson,Kansas,-95.383448733,39.2357647667,528.3005834016800
20089,Jewell,Kansas,-98.2183408742,39.7847320849,584.1954960238030
20091,Johnson,Kansas,-94.8222610425,38.8837685125,570.0752574274620
20093,Kearny,Kansas,-101.31986081,38.00019653,5.9058999238723800
20095,Kingman,Kansas,-98.1363325923,37.5588848204,508.39718487824700
20097,Kiowa,Kansas,-99.2860476017,37.5582639151,533.068867039601
20099,Labette,Kansas,-95.297576142,37.1913273481,591.8238708816530
20101,Lane,Kansas,-100.466398449,38.4813047182,7.259436824088900
20103,Leavenworth,Kansas,-95.0379114409,39.1993345198,507.3976002474300
20105,Lincoln,Kansas,-98.2076985187,39.0453280683,543.2546072865820
20107,Linn,Kansas,-94.8429319755,38.2122718972,589.2107612374940
20109,Logan,Kansas,-101.148391114,38.9173365456,19.10777420044670
20111,Lyon,Kansas,-96.1526397502,38.4561871377,598.1261993610250
20113,McPherson,Kansas,-97.6480798696,38.3916666453,547.87124027052
20115,Marion,Kansas,-97.0968903589,38.3588724365,580.1785655721520
20117,Marshall,Kansas,-96.5229367542,39.7836260546,596.0785813879440
20119,Meade,Kansas,-100.36618026,37.2381964095,29.63073749708330
20121,Miami,Kansas,-94.838056975,38.5635832261,569.5716310608700
20123,Mitchell,Kansas,-98.2093648177,39.3932659263,594.5875284372240
20125,Montgomery,Kansas,-95.7428780841,37.1925238004,556.2571290234650
20127,Morris,Kansas,-96.6498496136,38.6874292494,517.8824745880760
20129,Morton,Kansas,-101.799252231,37.1913959707,0.8529620578729690
20131,Nemaha,Kansas,-96.0141016624,39.7834476063,574.6498866783940
20133,Neosho,Kansas,-95.3067923129,37.55848541,501.06711970784700
20135,Ness,Kansas,-99.9161797856,38.4794187776,568.7219600543130
20137,Norton,Kansas,-99.9034768772,39.7843853292,573.0386681830300
20139,Osage,Kansas,-95.726945141,38.6523289215,513.3284315972530
20141,Osborne,Kansas,-98.7679898039,39.3503339996,578.8057309823550
20143,Ottawa,Kansas,-97.6502157692,39.132537495,576.7857384189060
20145,Pawnee,Kansas,-99.2367293489,38.181330775,565.8316064136890
20147,Phillips,Kansas,-99.347022123,39.7845831125,526.2373693857020
20149,Pottawatomie,Kansas,-96.3423649942,39.3790027809,575.9734298009380
20151,Pratt,Kansas,-98.7395957092,37.6477353374,568.7465263660800
20153,Rawlins,Kansas,-101.075705109,39.785240911,18.858253225914200
20155,Reno,Kansas,-98.0860066564,37.9529528516,578.1775853448510
20157,Republic,Kansas,-97.6506227728,39.8277963216,578.3130459730430
20159,Rice,Kansas,-98.2010299558,38.3471428738,507.88488588939600
20161,Riley,Kansas,-96.7351769755,39.2965532011,503.7270496717900
20163,Rooks,Kansas,-99.3250571176,39.3502287543,505.0117532949200
20165,Rush,Kansas,-99.3092409497,38.5231613136,541.8186399372840
20167,Russell,Kansas,-98.7623510222,38.9147788411,552.7623914015730
20169,Saline,Kansas,-97.6499306446,38.7838065024,504.8485449146420
20171,Scott,Kansas,-100.906858956,38.482169359,27.733724942730500
20173,Sedgwick,Kansas,-97.4609686791,37.6847615589,558.2841300787940
20175,Seward,Kansas,-100.851287248,37.1933028033,4.058630595589890
20177,Shawnee,Kansas,-95.7565342577,39.0415137637,564.8573830247800
20179,Sheridan,Kansas,-100.441832361,39.3503577669,4.769846553192090
20181,Sherman,Kansas,-101.719980701,39.3514336872,22.7699181456078
20183,Smith,Kansas,-98.7854727927,39.785156359,507.1152296688570
20185,Stafford,Kansas,-98.7174450154,38.0309985368,505.5095114276890
20187,Stanton,Kansas,-101.784183191,37.5630613882,6.019446770532410
20189,Stevens,Kansas,-101.312046958,37.1923179509,17.616711848683400
20191,Sumner,Kansas,-97.4765502094,37.2372753377,504.50809818785800
20193,Thomas,Kansas,-101.055531285,39.3509686024,29.085421070167200
20195,Trego,Kansas,-99.8727358362,38.9143249144,515.1477280953310
20197,Wabaunsee,Kansas,-96.2050045391,38.9532912889,591.3726676914760
20199,Wallace,Kansas,-101.763574005,38.9166611398,7.8250691523409900
20201,Washington,Kansas,-97.0875435237,39.7842012909,507.97842483750700
20203,Wichita,Kansas,-101.34735565,38.4820845404,17.410953805316100
20205,Wilson,Kansas,-95.7433888048,37.5592414881,589.4662479326070
20207,Woodson,Kansas,-95.7401677072,37.886670206,542.3196548601450
20209,Wyandotte,Kansas,-94.7644784215,39.1146453374,502.20558835676800
21001,Adair,Kentucky,-85.2806497629,37.1041534526,514.9734976462450
21003,Allen,Kentucky,-86.1904186693,36.7513165534,536.6542366726340
21005,Anderson,Kentucky,-84.9910045711,38.0039134141,573.0252996143920
21007,Ballard,Kentucky,-88.9993411296,37.0584319295,590.4147280840710
21009,Barren,Kentucky,-85.9336633247,36.9655811681,589.2459197341650
21011,Bath,Kentucky,-83.74266722,38.1449736906,536.9181925800770
21013,Bell,Kentucky,-83.6740950601,36.7306482485,513.657233241378
21015,Boone,Kentucky,-84.727848116,38.969864478,579.8121759248570
21017,Bourbon,Kentucky,-84.2171399549,38.2067299514,543.2566270160110
21019,Boyd,Kentucky,-82.6877258112,38.3595724655,505.795625459235
21021,Boyle,Kentucky,-84.8668203815,37.6243602285,570.156058103743
21023,Bracken,Kentucky,-84.0901906655,38.688812974,507.3872319327080
21025,Breathitt,Kentucky,-83.3240853027,37.5216171391,515.312996548916
21027,Breckinridge,Kentucky,-86.4292775361,37.7732676848,552.7327792531300
21029,Bullitt,Kentucky,-85.6958570326,37.9700757707,523.8068012617470
21031,Butler,Kentucky,-86.68175556,37.2072808133,501.65126568518100
21033,Caldwell,Kentucky,-87.8679057735,37.1453332323,583.2396164070900
21035,Calloway,Kentucky,-88.2722011175,36.6211012796,521.6568531704050
21037,Campbell,Kentucky,-84.3796958206,38.9464767816,596.4693435287710
21039,Carlisle,Kentucky,-88.9710587868,36.8532163803,561.822530579678
21041,Carroll,Kentucky,-85.123590032,38.6678584122,511.00156539409900
21043,Carter,Kentucky,-83.0495338272,38.318172839,502.10563496739900
21045,Casey,Kentucky,-84.9283681524,37.3222824489,586.7235427189270
21047,Christian,Kentucky,-87.4903805625,36.8941807353,566.1580452045680
21049,Clark,Kentucky,-84.1473994082,37.9708518682,509.6718592939000
21051,Clay,Kentucky,-83.714662683,37.1596975589,539.5214499382170
21053,Clinton,Kentucky,-85.1360135602,36.7274816255,552.0411907892770
21055,Crittenden,Kentucky,-88.0972226536,37.3527152683,500.6569958728880
21057,Cumberland,Kentucky,-85.3884485912,36.7865296888,514.2456775415020
21059,Daviess,Kentucky,-87.0872269242,37.731772508,566.5600710277930
21061,Edmonson,Kentucky,-86.2386201495,37.2088402055,528.3013593119620
21063,Elliott,Kentucky,-83.0976163428,38.1178916805,582.7572166872670
21065,Estill,Kentucky,-83.9643302311,37.6924814699,523.3142441386850
21067,Fayette,Kentucky,-84.4587221937,38.0423302608,516.5393064104800
21069,Fleming,Kentucky,-83.6966440772,38.3701068106,548.2905922349110
21071,Floyd,Kentucky,-82.7457041434,37.5571085124,580.078766676286
21073,Franklin,Kentucky,-84.8770681668,38.2391477444,539.0396003951120
21075,Fulton,Kentucky,-89.1875965868,36.5540721406,537.2358439397430
21077,Gallatin,Kentucky,-84.8593123857,38.7568746647,555.3676449034480
21079,Garrard,Kentucky,-84.5376342293,37.6395779036,598.8910732481900
21081,Grant,Kentucky,-84.6246133807,38.6488155619,536.1935351341990
21083,Graves,Kentucky,-88.6512057677,36.7231381944,563.3745363690810
21085,Grayson,Kentucky,-86.3438765333,37.4608189464,520.7846386259050
21087,Green,Kentucky,-85.5531056748,37.2641094188,590.3510433813520
21089,Greenup,Kentucky,-82.9222922454,38.5456646906,597.9196425664150
21091,Hancock,Kentucky,-86.7779252067,37.8415087294,548.8246213152430
21093,Hardin,Kentucky,-85.9633719015,37.6979246033,532.2656608775470
21095,Harlan,Kentucky,-83.2179510399,36.8569745004,559.24340359708
21097,Harrison,Kentucky,-84.3313958343,38.4418035091,523.6867793805430
21099,Hart,Kentucky,-85.8847094016,37.29992674,529.8967462703390
21101,Henderson,Kentucky,-87.5731516422,37.7958423573,532.2737373292990
21103,Henry,Kentucky,-85.1189299735,38.448468036,545.7135335140320
21105,Hickman,Kentucky,-88.9762156953,36.6781704977,579.8182474385000
21107,Hopkins,Kentucky,-87.540842137,37.3088201365,544.0381186341700
21109,Jackson,Kentucky,-84.0057660473,37.4197763873,516.6914743904900
21111,Jefferson,Kentucky,-85.6591577058,38.1871910002,574.0508116203030
21113,Jessamine,Kentucky,-84.5809372528,37.872051318,519.107217847031
21115,Johnson,Kentucky,-82.8315397747,37.8466393565,506.96933938388700
21117,Kenton,Kentucky,-84.5333168381,38.9334528592,563.4374507007540
21119,Knott,Kentucky,-82.9541313398,37.3540523996,593.9801209504330
21121,Knox,Kentucky,-83.854045282,36.8906660574,529.8207549791570
21123,LaRue,Kentucky,,,195.45981654590100
21125,Laurel,Kentucky,-84.11780032,37.1106705529,504.0962526857940
21127,Lawrence,Kentucky,-82.7347546613,38.0678786159,596.6405103749600
21129,Lee,Kentucky,-83.7162777687,37.5947979696,553.9796626923340
21131,Leslie,Kentucky,-83.3811399511,37.0940663146,519.1800163067530
21133,Letcher,Kentucky,-82.8552822542,37.1211921397,536.5835461940100
21135,Lewis,Kentucky,-83.3780560683,38.5315416285,519.651386194246
21137,Lincoln,Kentucky,-84.6608453633,37.4553667663,529.900185036652
21139,Livingston,Kentucky,-88.3538137781,37.2097032695,523.5572370589200
21141,Logan,Kentucky,-86.8789382363,36.8596987837,508.9147432275040
21143,Lyon,Kentucky,-88.0832815032,37.0191301368,595.6706030561280
21145,McCracken,Kentucky,-88.71271926,37.0540793189,518.5966122755260
21147,McCreary,Kentucky,-84.4841745377,36.7371415587,578.3554488535830
21149,McLean,Kentucky,-87.2636042463,37.5291899516,513.8227957382760
21151,Madison,Kentucky,-84.2779980048,37.7201835062,562.7310155075390
21153,Magoffin,Kentucky,-83.0649145355,37.7064741502,567.0561491577140
21155,Marion,Kentucky,-85.2696313766,37.5525344711,512.1181280667360
21157,Marshall,Kentucky,-88.3293805253,36.8834465874,589.1369871843720
21159,Martin,Kentucky,-82.5132925147,37.8015772072,508.61969189923100
21161,Mason,Kentucky,-83.8242451537,38.5951729912,520.8035521590150
21163,Meade,Kentucky,-86.2171786433,37.9698391666,535.971783590481
21165,Menifee,Kentucky,-83.5988719199,37.9413779683,571.1742707130360
21167,Mercer,Kentucky,-84.8744366862,37.8110307874,519.4593915350170
21169,Metcalfe,Kentucky,-85.6292510918,36.9905417852,589.8306389982750
21171,Monroe,Kentucky,-85.7165195846,36.712180279,597.2617295380360
21173,Montgomery,Kentucky,-83.913088975,38.0335228018,533.0628146991260
21175,Morgan,Kentucky,-83.2588931268,37.9222809093,592.9355481516860
21177,Muhlenberg,Kentucky,-87.142041664,37.2157922672,534.3247164690490
21179,Nelson,Kentucky,-85.4659885855,37.805131267,565.4551153920630
21181,Nicholas,Kentucky,-84.0153305006,38.3355978163,544.990730679305
21183,Ohio,Kentucky,-86.8488901965,37.478191684,555.3133003054950
21185,Oldham,Kentucky,-85.4483655316,38.3994422236,560.5291048299330
21187,Owen,Kentucky,-84.8281098255,38.5196362585,546.8423397111010
21189,Owsley,Kentucky,-83.6831118762,37.4192050035,574.0352765618870
21191,Pendleton,Kentucky,-84.3602721797,38.6956276543,558.8286089824740
21193,Perry,Kentucky,-83.2214816028,37.2442933233,571.256351505612
21195,Pike,Kentucky,-82.3958631537,37.4690483094,500.43086629854200
21197,Powell,Kentucky,-83.823774583,37.8311453235,543.4505588874070
21199,Pulaski,Kentucky,-84.5771762961,37.1039268916,500.1453912605310
21201,Robertson,Kentucky,-84.0520241975,38.5188144389,599.8238152766880
