,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FIPS,NAME,STATE,longitude,latitude,precipitation
707,707,707,707,18009,Blackford,Indiana,-85.3248199236,40.473600561,597.904600205477
708,708,708,708,18011,Boone,Indiana,-86.4686962098,40.0508013832,587.8056330855071
709,709,709,709,18013,Brown,Indiana,-86.2273748048,39.1962111616,537.1505825608813
710,710,710,710,18015,Carroll,Indiana,-86.5634841334,40.582858561,598.2258377087312
711,711,711,711,18017,Cass,Indiana,-86.3459465589,40.761491497,522.7100115460206
712,712,712,712,18019,Clark,Indiana,-85.7072716297,38.47719455,564.6189886118893
713,713,713,713,18021,Clay,Indiana,-87.1157584406,39.3927278538,594.7588834494197
714,714,714,714,18023,Clinton,Indiana,-86.4751595355,40.3016905964,556.0823982273597
715,715,715,715,18025,Crawford,Indiana,-86.4517083941,38.292414567,503.5729125472688
716,716,716,716,18027,Daviess,Indiana,-87.0720684602,38.7024099657,566.2140427464221
717,717,717,717,18029,Dearborn,Indiana,-84.973258532,39.1451918976,523.5954902097237
718,718,718,718,18031,Decatur,Indiana,-85.5011430488,39.3069999343,580.1748811940308
719,719,719,719,18033,DeKalb,Indiana,-84.999084282,41.3975800161,553.4595754395114
720,720,720,720,18035,Delaware,Indiana,-85.3968993017,40.2275253191,511.9941708132179
721,721,721,721,18037,Dubois,Indiana,-86.8798021177,38.3642764332,554.8003368241498
722,722,722,722,18039,Elkhart,Indiana,-85.8587552785,41.5973844823,588.5253072800142
723,723,723,723,18041,Fayette,Indiana,-85.1787249608,39.6400558465,527.7358918302151
724,724,724,724,18043,Floyd,Indiana,-85.9068307178,38.3189286397,508.0988844587042
725,725,725,725,18045,Fountain,Indiana,-87.2419916982,40.1208707645,590.6751724569793
726,726,726,726,18047,Franklin,Indiana,-85.0602848847,39.4148645227,568.2482097459759
727,727,727,727,18049,Fulton,Indiana,-86.2635836849,41.0469632989,526.9814263367354
728,728,728,728,18051,Gibson,Indiana,-87.584594368,38.311825371,541.1646992629396
729,729,729,729,18053,Grant,Indiana,-85.6547259036,40.5158445871,596.6026015159994
730,730,730,730,18055,Greene,Indiana,-86.962046365,39.0363277254,515.4271608929482
731,731,731,731,18057,Hamilton,Indiana,-86.0520142517,40.072489475,561.4714262136813
732,732,732,732,18059,Hancock,Indiana,-85.7732376368,39.8235499831,547.5917677690967
733,733,733,733,18061,Harrison,Indiana,-86.1113109452,38.1951228784,570.4040470113334
734,734,734,734,18063,Hendricks,Indiana,-86.5099758786,39.769517371,584.2608186963593
735,735,735,735,18065,Henry,Indiana,-85.3964353742,39.9310397361,542.862851030418
736,736,736,736,18067,Howard,Indiana,-86.1169307298,40.4835856225,534.8558616539946
737,737,737,737,18069,Huntington,Indiana,-85.4881722777,40.8292399575,591.6047668254672
738,738,738,738,18071,Jackson,Indiana,-86.0375413468,38.9064174884,563.5978569905026
739,739,739,739,18073,Jasper,Indiana,-87.1161212419,41.0229983046,542.7021974933053
740,740,740,740,18075,Jay,Indiana,-85.0056353252,40.4379183725,545.6382813578327
741,741,741,741,18077,Jefferson,Indiana,-85.4385728826,38.7858226615,562.3642549532108
742,742,742,742,18079,Jennings,Indiana,-85.6280646001,38.9969300555,510.9584391991984
743,743,743,743,18081,Johnson,Indiana,-86.1016367881,39.4899707456,585.5895924873668
744,744,744,744,18083,Knox,Indiana,-87.4180084675,38.6890898846,516.0752597997205
745,745,745,745,18085,Kosciusko,Indiana,-85.8607176828,41.244097338,515.8850028733614
746,746,746,746,18087,LaGrange,Indiana,-85.4264979093,41.6426062358,557.539557777462
747,747,747,747,18089,Lake,Indiana,-87.3763856,41.4722121302,518.1642219111936
748,748,748,748,18091,LaPorte,Indiana,-86.7423662187,41.5490215572,571.4750740993609
749,749,749,749,18093,Lawrence,Indiana,-86.4834511309,38.8411628915,527.8714695198751
750,750,750,750,18095,Madison,Indiana,-85.7193451682,40.1616556187,566.509934808095
751,751,751,751,18097,Marion,Indiana,-86.1384716709,39.7817096805,514.4200519957172
752,752,752,752,18099,Marshall,Indiana,-86.2617612923,41.3248489608,512.7835919326918
753,753,753,753,18101,Martin,Indiana,-86.8030654716,38.7080111869,550.2222627028856
754,754,754,754,18103,Miami,Indiana,-86.0450230743,40.7695040098,509.33970144771376
755,755,755,755,18105,Monroe,Indiana,-86.5231372076,39.1609175598,500.42032101318
756,756,756,756,18107,Montgomery,Indiana,-86.8932997962,40.0403785235,515.5170039967553
757,757,757,757,18109,Morgan,Indiana,-86.4462121421,39.4815483458,581.4934824529711
758,758,758,758,18111,Newton,Indiana,-87.3975365943,40.9558477436,537.2500152018061
759,759,759,759,18113,Noble,Indiana,-85.4174667322,41.3985995057,520.2140979915142
760,760,760,760,18115,Ohio,Indiana,-84.9650431209,38.9500945902,551.5000099339119
761,761,761,761,18117,Orange,Indiana,-86.4950692821,38.5417788857,522.3676141818132
762,762,762,762,18119,Owen,Indiana,-86.8376542268,39.3128100483,522.6761656162276
763,763,763,763,18121,Parke,Indiana,-87.2063672164,39.7736200492,574.2844558225925
764,764,764,764,18123,Perry,Indiana,-86.6380317986,38.0796491352,511.1023119947845
765,765,765,765,18125,Pike,Indiana,-87.2321643219,38.3987832635,576.0495614728388
766,766,766,766,18127,Porter,Indiana,-87.0733191356,41.5088382943,572.0951814738328
767,767,767,767,18129,Posey,Indiana,-87.8684711826,38.0218915518,598.3913022713476
768,768,768,768,18131,Pulaski,Indiana,-86.6987792624,41.0418321081,547.9711655315215
769,769,769,769,18133,Putnam,Indiana,-86.8449997676,39.6662617907,569.4553075540466
770,770,770,770,18135,Randolph,Indiana,-85.011310408,40.1576395642,563.0449952416811
771,771,771,771,18137,Ripley,Indiana,-85.262386374,39.1034546659,539.3757203883467
772,772,772,772,18139,Rush,Indiana,-85.4657611777,39.6199484364,593.0090795343317
773,773,773,773,18141,St.,Indiana,,,180.86294260657309
774,774,774,774,18143,Scott,Indiana,-85.7474680992,38.6850699523,514.4076985004084
775,775,775,775,18145,Shelby,Indiana,-85.7917003981,39.5236921944,585.95976500437
776,776,776,776,18147,Spencer,Indiana,-87.0077059131,38.0140589617,546.7096647337802
777,777,777,777,18149,Starke,Indiana,-86.6476485661,41.2809264377,537.9072748300665
778,778,778,778,18151,Steuben,Indiana,-85.000764854,41.6438678779,561.4733266602103
779,779,779,779,18153,Sullivan,Indiana,-87.4146903866,39.0888346851,577.2734395936412
780,780,780,780,18155,Switzerland,Indiana,-85.0369979159,38.8261607682,521.0102705835144
781,781,781,781,18157,Tippecanoe,Indiana,-86.8940974128,40.3886187334,515.8795221315636
782,782,782,782,18159,Tipton,Indiana,-86.0518589748,40.3113452381,522.0448776830156
783,783,783,783,18161,Union,Indiana,-84.9251420286,39.6255458453,530.0527441073368
784,784,784,784,18163,Vanderburgh,Indiana,-87.5857849635,38.0249578597,544.1507161791701
785,785,785,785,18165,Vermillion,Indiana,-87.4639782841,39.8538114574,593.9489864993775
786,786,786,786,18167,Vigo,Indiana,-87.3899644539,39.4306386001,584.6497455252713
787,787,787,787,18169,Wabash,Indiana,-85.7940056739,40.8456930058,558.4059700769014
788,788,788,788,18171,Warren,Indiana,-87.3533144839,40.3469033297,515.4623685483045
789,789,789,789,18173,Warrick,Indiana,-87.2720537447,38.0921662434,561.865437175625
790,790,790,790,18175,Washington,Indiana,-86.1053059023,38.5999841735,533.64726509664
791,791,791,791,18177,Wayne,Indiana,-85.0098761363,39.8644164614,554.0472516624667
792,792,792,792,18179,Wells,Indiana,-85.2212198576,40.7291866469,508.9644852822356
793,793,793,793,18181,White,Indiana,-86.8654694016,40.7497715932,538.3401879002538
794,794,794,794,18183,Whitley,Indiana,-85.505117935,41.1393753356,565.5691462054524
795,795,795,795,19001,Adair,Iowa,-94.4709413442,41.3307464286,521.4148981658302
796,796,796,796,19003,Adams,Iowa,-94.6991848828,41.0289838852,540.3544744268593
797,797,797,797,19005,Allamakee,Iowa,-91.3780922862,43.2842837871,573.8363191899246
798,798,798,798,19007,Appanoose,Iowa,-92.8686104167,40.74316347,598.3615935490554
799,799,799,799,19009,Audubon,Iowa,-94.905822196,41.6845893285,514.4989051077586
800,800,800,800,19011,Benton,Iowa,-92.0657317334,42.080174751,557.1287463417555
801,801,801,801,19013,Black,Iowa,,,158.39335673399344
802,802,802,802,19015,Boone,Iowa,-93.9316370877,42.0365026335,558.1262254549019
803,803,803,803,19017,Bremer,Iowa,-92.3180548339,42.7745872458,556.8945960684737
804,804,804,804,19019,Buchanan,Iowa,-91.837842149,42.4707837931,549.9957762885064
805,805,805,805,19021,Buena,Iowa,,,184.4543629539619
806,806,806,806,19023,Butler,Iowa,-92.7901934384,42.7315661359,566.7605333217464
807,807,807,807,19025,Calhoun,Iowa,-94.6404136047,42.3851848526,518.0571834456082
808,808,808,808,19027,Carroll,Iowa,-94.8605592807,42.0362382229,544.895277022067
809,809,809,809,19029,Cass,Iowa,-94.9278266277,41.331487609,503.2414105796655
810,810,810,810,19031,Cedar,Iowa,-91.1324230468,41.7723266607,566.824723954817
811,811,811,811,19033,Cerro,Iowa,,,124.9703531563052
812,812,812,812,19035,Cherokee,Iowa,-95.6238053959,42.7356225783,539.6440260540232
813,813,813,813,19037,Chickasaw,Iowa,-92.3176637461,43.0600413474,598.3780921260438
814,814,814,814,19039,Clarke,Iowa,-93.7851578386,41.0290322944,578.6558229949491
815,815,815,815,19041,Clay,Iowa,-95.1509194224,43.0825803991,538.6444898444322
816,816,816,816,19043,Clayton,Iowa,-91.3414327747,42.8447493088,517.2903193655446
817,817,817,817,19045,Clinton,Iowa,-90.5319724291,41.8980358084,596.0893431718868
818,818,818,818,19047,Crawford,Iowa,-95.3819677478,42.037212461,531.675665899772
819,819,819,819,19049,Dallas,Iowa,-94.0397619265,41.6848582046,532.0181507048176
820,820,820,820,19051,Davis,Iowa,-92.4097172922,40.7476890807,568.4394924709618
821,821,821,821,19053,Decatur,Iowa,-93.7862814096,40.737682711,534.6066838291148
822,822,822,822,19055,Delaware,Iowa,-91.367341411,42.4712208979,585.2750390034131
823,823,823,823,19057,Des,Iowa,,,109.43861845148726
824,824,824,824,19059,Dickinson,Iowa,-95.1508300608,43.3779847631,539.1394551326093
825,825,825,825,19061,Dubuque,Iowa,-90.8825218504,42.4688224327,570.465741260879
826,826,826,826,19063,Emmet,Iowa,-94.6784802642,43.37802248,588.4945673820771
827,827,827,827,19065,Fayette,Iowa,-91.8443243326,42.8625961548,598.7941905440643
828,828,828,828,19067,Floyd,Iowa,-92.7890033704,43.0599208476,538.1998770856087
829,829,829,829,19069,Franklin,Iowa,-93.2624729913,42.7325458524,587.5157235017563
830,830,830,830,19071,Fremont,Iowa,-95.6046765408,40.7455891853,555.7565163086003
831,831,831,831,19073,Greene,Iowa,-94.3968169905,42.0362403729,591.2476098938894
832,832,832,832,19075,Grundy,Iowa,-92.7914177407,42.4018650655,582.713270718167
833,833,833,833,19077,Guthrie,Iowa,-94.5010550107,41.6837548102,524.9343079463313
834,834,834,834,19079,Hamilton,Iowa,-93.7068096741,42.383771317,549.379747658253
835,835,835,835,19081,Hancock,Iowa,-93.7342722978,43.0818860731,559.193489466138
836,836,836,836,19083,Hardin,Iowa,-93.2404024994,42.3838803185,514.8267448804058
837,837,837,837,19085,Harrison,Iowa,-95.8169208876,41.6828527455,530.1166483863475
838,838,838,838,19087,Henry,Iowa,-91.5445322832,40.9879710088,564.4411593262766
839,839,839,839,19089,Howard,Iowa,-92.3171989039,43.3567673364,532.4630524192528
840,840,840,840,19091,Humboldt,Iowa,-94.2071830507,42.7764677574,595.4134289287424
841,841,841,841,19093,Ida,Iowa,-95.5134961566,42.3868746602,546.043055982226
842,842,842,842,19095,Iowa,Iowa,-92.0655240141,41.6863234292,552.04557427848
843,843,843,843,19097,Jackson,Iowa,-90.5742293965,42.1717425857,532.0225858521508
844,844,844,844,19099,Jasper,Iowa,-93.0537645398,41.6860388529,555.9002156072298
845,845,845,845,19101,Jefferson,Iowa,-91.9488728782,41.0317620678,533.3396610494822
846,846,846,846,19103,Johnson,Iowa,-91.5881018852,41.6715248584,599.2432356865145
847,847,847,847,19105,Jones,Iowa,-91.131465421,42.1212370657,571.6596240648016
848,848,848,848,19107,Keokuk,Iowa,-92.1786423155,41.3364654753,502.9751591798195
849,849,849,849,19109,Kossuth,Iowa,-94.2067199306,43.2041300298,523.48338299294
850,850,850,850,19111,Lee,Iowa,-91.4792643967,40.6419821705,518.8935516133762
851,851,851,851,19113,Linn,Iowa,-91.5990228598,42.0789535271,540.4794714901686
852,852,852,852,19115,Louisa,Iowa,-91.2596183012,41.2185070628,520.8942585226846
853,853,853,853,19117,Lucas,Iowa,-93.3277206567,41.0293737922,518.0332633745346
854,854,854,854,19119,Lyon,Iowa,-96.2102923903,43.3804969625,569.2810859555724
855,855,855,855,19121,Madison,Iowa,-94.0155619459,41.3307142217,551.6648857232317
856,856,856,856,19123,Mahaska,Iowa,-92.6409093578,41.3352034594,530.4316988230246
857,857,857,857,19125,Marion,Iowa,-93.0994371546,41.3344518776,503.4455905155796
858,858,858,858,19127,Marshall,Iowa,-92.9987713463,42.0358492263,525.9337940851602
859,859,859,859,19129,Mills,Iowa,-95.621326718,41.0334522634,505.6308409902471
860,860,860,860,19131,Mitchell,Iowa,-92.7890314515,43.3564123717,522.0339612084128
861,861,861,861,19133,Monona,Iowa,-95.9599234782,42.0516662494,513.4544593417229
862,862,862,862,19135,Monroe,Iowa,-92.8689876816,41.0297829981,545.0858282566292
863,863,863,863,19137,Montgomery,Iowa,-95.1563757716,41.0301399961,544.5021146639025
864,864,864,864,19139,Muscatine,Iowa,-91.1127562492,41.4839220534,549.6599272272731
865,865,865,865,19141,O'Brien,Iowa,-95.6248783386,43.0837526517,554.6079201782617
866,866,866,866,19143,Osceola,Iowa,-95.6236852015,43.3785703546,531.9187607369776
867,867,867,867,19145,Page,Iowa,-95.1501748646,40.7391440172,507.7296249525894
868,868,868,868,19147,Palo,Iowa,,,128.03429747838243
869,869,869,869,19149,Plymouth,Iowa,-96.2140273941,42.7378473183,572.7799571998702
870,870,870,870,19151,Pocahontas,Iowa,-94.6787466122,42.7341351105,538.2268444893384
871,871,871,871,19153,Polk,Iowa,-93.5735335401,41.6855048252,515.4501837111271
872,872,872,872,19155,Pottawattamie,Iowa,-95.542393077,41.3366123482,581.0432862877274
873,873,873,873,19157,Poweshiek,Iowa,-92.531468397,41.6864421928,574.6288090782949
874,874,874,874,19159,Ringgold,Iowa,-94.2439719124,40.7352022993,587.73608131988
875,875,875,875,19161,Sac,Iowa,-95.1053945569,42.3862603643,582.3598881510835
876,876,876,876,19163,Scott,Iowa,-90.6232428034,41.6370978319,502.3178790396203
877,877,877,877,19165,Shelby,Iowa,-95.31021134,41.6850925934,595.2865522671334
878,878,878,878,19167,Sioux,Iowa,-96.1778828448,43.082617377,580.6817972937581
879,879,879,879,19169,Story,Iowa,-93.4650447654,42.0362414924,563.7357756112107
880,880,880,880,19171,Tama,Iowa,-92.5325425886,42.0798117536,519.8977066511043
881,881,881,881,19173,Taylor,Iowa,-94.6964147623,40.7374323606,500.0750508948986
882,882,882,882,19175,Union,Iowa,-94.2423791547,41.0277303995,509.819779866334
883,883,883,883,19177,Van,Iowa,,,154.63880788183812
884,884,884,884,19179,Wapello,Iowa,-92.4094498846,41.0305845373,535.4441535100447
885,885,885,885,19181,Warren,Iowa,-93.5613593647,41.334373461,546.1213016270219
886,886,886,886,19183,Washington,Iowa,-91.7178701959,41.3356001857,522.9787673166954
887,887,887,887,19185,Wayne,Iowa,-93.3273638708,40.7394701918,599.7808087591366
888,888,888,888,19187,Webster,Iowa,-94.1817743675,42.4279491681,590.3975109989746
889,889,889,889,19189,Winnebago,Iowa,-93.7341954719,43.3775677756,550.921806699402
890,890,890,890,19191,Winneshiek,Iowa,-91.8437036051,43.2906788284,543.2042618132269
891,891,891,891,19193,Woodbury,Iowa,-96.0447949019,42.3897291621,516.0844023621177
892,892,892,892,19195,Worth,Iowa,-93.2608475497,43.3773984485,574.4473295400379
893,893,893,893,19197,Wright,Iowa,-93.7351436616,42.7331189884,506.7561648788968
894,894,894,894,20001,Allen,Kansas,-95.3013889295,37.8857349436,565.5039558011692
895,895,895,895,20003,Anderson,Kansas,-95.2933285252,38.2142048256,502.0459601841749
896,896,896,896,20005,Atchison,Kansas,-95.3134446486,39.5317400033,517.6420563145962
897,897,897,897,20007,Barber,Kansas,-98.684790626,37.2288385526,552.3133500942046
898,898,898,898,20009,Barton,Kansas,-98.756464293,38.4789639679,531.2239427696513
899,899,899,899,20011,Bourbon,Kansas,-94.8492968396,37.8552256175,551.5452133919068
900,900,900,900,20013,Brown,Kansas,-95.5642196557,39.8264989183,532.429638687587
901,901,901,901,20015,Butler,Kansas,-96.8390654617,37.7812707517,505.3895282268926
902,902,902,902,20017,Chase,Kansas,-96.593928638,38.3020458533,546.4966028605583
903,903,903,903,20019,Chautauqua,Kansas,-96.2453782628,37.1500572155,502.3106585132301
904,904,904,904,20021,Cherokee,Kansas,-94.8462689731,37.1693060628,504.6387676892599
905,905,905,905,20023,Cheyenne,Kansas,-101.731104218,39.7858693359,17.723316956037046
906,906,906,906,20025,Clark,Kansas,-99.8203076918,37.2355230437,503.13100469474927
907,907,907,907,20027,Clay,Kansas,-97.1651722307,39.3497164186,509.2409020057749
908,908,908,908,20029,Cloud,Kansas,-97.6492819059,39.4802974375,511.3718319848036
909,909,909,909,20031,Coffey,Kansas,-95.7341117812,38.2368379381,584.5548291870041
910,910,910,910,20033,Comanche,Kansas,-99.2718714746,37.1912804013,596.7449953063508
911,911,911,911,20035,Cowley,Kansas,-96.8374891769,37.2377526609,515.929589968111
912,912,912,912,20037,Crawford,Kansas,-94.8518113711,37.5073151069,548.4307864581419
913,913,913,913,20039,Decatur,Kansas,-100.459899544,39.7847564917,1.7188316353860569
914,914,914,914,20041,Dickinson,Kansas,-97.152702787,38.8665005829,545.7572379440735
915,915,915,915,20043,Doniphan,Kansas,-95.1467942431,39.7880806129,520.8982198114521
916,916,916,916,20045,Douglas,Kansas,-95.2926063049,38.8846594528,554.9294117915268
917,917,917,917,20047,Edwards,Kansas,-99.3121708301,37.887648789,575.8930473006578
918,918,918,918,20049,Elk,Kansas,-96.2440866545,37.4536881105,518.1055178551509
919,919,919,919,20051,Ellis,Kansas,-99.3172316232,38.9147512529,571.3507776512406
920,920,920,920,20053,Ellsworth,Kansas,-98.204730294,38.696627674,504.5120920847668
921,921,921,921,20055,Finney,Kansas,-100.736990786,38.0443048231,8.677351345645597
922,922,922,922,20057,Ford,Kansas,-99.8879423784,37.6917036301,563.389043502489
923,923,923,923,20059,Franklin,Kansas,-95.2859482396,38.5645174515,558.738759369553
924,924,924,924,20061,Geary,Kansas,-96.7525021968,39.0023855083,590.365984420614
925,925,925,925,20063,Gove,Kansas,-100.48290474,38.9160955531,7.187221371637516
926,926,926,926,20065,Graham,Kansas,-99.8832526271,39.349716037,500.09874971056325
927,927,927,927,20067,Grant,Kansas,-101.308021268,37.5621932698,21.782151644403857
928,928,928,928,20069,Gray,Kansas,-100.437862948,37.7381978567,19.805583971522545
929,929,929,929,20071,Greeley,Kansas,-101.805968435,38.4805374528,0.8079539341483344
930,930,930,930,20073,Greenwood,Kansas,-96.2326356698,37.8777875638,560.2628399019494
931,931,931,931,20075,Hamilton,Kansas,-101.791256465,37.9991525438,19.56864123871393
932,932,932,932,20077,Harper,Kansas,-98.0754955835,37.191604867,568.434899280393
933,933,933,933,20079,Harvey,Kansas,-97.4272714417,38.0432184802,554.58803612946
934,934,934,934,20081,Haskell,Kansas,-100.871191808,37.5622507408,27.350371452629947
935,935,935,935,20083,Hodgeman,Kansas,-99.897935995,38.0874838474,570.3305925598066
936,936,936,936,20085,Jackson,Kansas,-95.793663658,39.416820119,526.5804866458913
937,937,937,937,20087,Jefferson,Kansas,-95.383448733,39.2357647667,528.3005834016802
938,938,938,938,20089,Jewell,Kansas,-98.2183408742,39.7847320849,584.1954960238028
939,939,939,939,20091,Johnson,Kansas,-94.8222610425,38.8837685125,570.0752574274618
940,940,940,940,20093,Kearny,Kansas,-101.31986081,38.00019653,5.9058999238723775
941,941,941,941,20095,Kingman,Kansas,-98.1363325923,37.5588848204,508.39718487824666
942,942,942,942,20097,Kiowa,Kansas,-99.2860476017,37.5582639151,533.068867039601
943,943,943,943,20099,Labette,Kansas,-95.297576142,37.1913273481,591.8238708816527
944,944,944,944,20101,Lane,Kansas,-100.466398449,38.4813047182,7.259436824088904
945,945,945,945,20103,Leavenworth,Kansas,-95.0379114409,39.1993345198,507.3976002474303
946,946,946,946,20105,Lincoln,Kansas,-98.2076985187,39.0453280683,543.2546072865819
947,947,947,947,20107,Linn,Kansas,-94.8429319755,38.2122718972,589.2107612374939
948,948,948,948,20109,Logan,Kansas,-101.148391114,38.9173365456,19.10777420044665
949,949,949,949,20111,Lyon,Kansas,-96.1526397502,38.4561871377,598.1261993610251
950,950,950,950,20113,McPherson,Kansas,-97.6480798696,38.3916666453,547.87124027052
951,951,951,951,20115,Marion,Kansas,-97.0968903589,38.3588724365,580.1785655721517
952,952,952,952,20117,Marshall,Kansas,-96.5229367542,39.7836260546,596.0785813879436
953,953,953,953,20119,Meade,Kansas,-100.36618026,37.2381964095,29.63073749708325
954,954,954,954,20121,Miami,Kansas,-94.838056975,38.5635832261,569.5716310608703
955,955,955,955,20123,Mitchell,Kansas,-98.2093648177,39.3932659263,594.5875284372239
956,956,956,956,20125,Montgomery,Kansas,-95.7428780841,37.1925238004,556.2571290234647
957,957,957,957,20127,Morris,Kansas,-96.6498496136,38.6874292494,517.8824745880756
958,958,958,958,20129,Morton,Kansas,-101.799252231,37.1913959707,0.8529620578729691
959,959,959,959,20131,Nemaha,Kansas,-96.0141016624,39.7834476063,574.6498866783936
960,960,960,960,20133,Neosho,Kansas,-95.3067923129,37.55848541,501.0671197078465
961,961,961,961,20135,Ness,Kansas,-99.9161797856,38.4794187776,568.7219600543134
962,962,962,962,20137,Norton,Kansas,-99.9034768772,39.7843853292,573.0386681830303
963,963,963,963,20139,Osage,Kansas,-95.726945141,38.6523289215,513.3284315972525
964,964,964,964,20141,Osborne,Kansas,-98.7679898039,39.3503339996,578.8057309823548
965,965,965,965,20143,Ottawa,Kansas,-97.6502157692,39.132537495,576.7857384189055
966,966,966,966,20145,Pawnee,Kansas,-99.2367293489,38.181330775,565.8316064136887
967,967,967,967,20147,Phillips,Kansas,-99.347022123,39.7845831125,526.2373693857021
968,968,968,968,20149,Pottawatomie,Kansas,-96.3423649942,39.3790027809,575.9734298009375
969,969,969,969,20151,Pratt,Kansas,-98.7395957092,37.6477353374,568.7465263660803
970,970,970,970,20153,Rawlins,Kansas,-101.075705109,39.785240911,18.858253225914183
971,971,971,971,20155,Reno,Kansas,-98.0860066564,37.9529528516,578.1775853448509
972,972,972,972,20157,Republic,Kansas,-97.6506227728,39.8277963216,578.3130459730427
973,973,973,973,20159,Rice,Kansas,-98.2010299558,38.3471428738,507.8848858893956
974,974,974,974,20161,Riley,Kansas,-96.7351769755,39.2965532011,503.7270496717903
975,975,975,975,20163,Rooks,Kansas,-99.3250571176,39.3502287543,505.0117532949203
976,976,976,976,20165,Rush,Kansas,-99.3092409497,38.5231613136,541.8186399372844
977,977,977,977,20167,Russell,Kansas,-98.7623510222,38.9147788411,552.7623914015729
978,978,978,978,20169,Saline,Kansas,-97.6499306446,38.7838065024,504.8485449146415
979,979,979,979,20171,Scott,Kansas,-100.906858956,38.482169359,27.733724942730504
980,980,980,980,20173,Sedgwick,Kansas,-97.4609686791,37.6847615589,558.2841300787936
981,981,981,981,20175,Seward,Kansas,-100.851287248,37.1933028033,4.058630595589885
982,982,982,982,20177,Shawnee,Kansas,-95.7565342577,39.0415137637,564.8573830247798
983,983,983,983,20179,Sheridan,Kansas,-100.441832361,39.3503577669,4.769846553192094
984,984,984,984,20181,Sherman,Kansas,-101.719980701,39.3514336872,22.7699181456078
985,985,985,985,20183,Smith,Kansas,-98.7854727927,39.785156359,507.1152296688574
986,986,986,986,20185,Stafford,Kansas,-98.7174450154,38.0309985368,505.5095114276889
987,987,987,987,20187,Stanton,Kansas,-101.784183191,37.5630613882,6.019446770532406
988,988,988,988,20189,Stevens,Kansas,-101.312046958,37.1923179509,17.616711848683366
989,989,989,989,20191,Sumner,Kansas,-97.4765502094,37.2372753377,504.5080981878583
990,990,990,990,20193,Thomas,Kansas,-101.055531285,39.3509686024,29.08542107016724
991,991,991,991,20195,Trego,Kansas,-99.8727358362,38.9143249144,515.1477280953308
992,992,992,992,20197,Wabaunsee,Kansas,-96.2050045391,38.9532912889,591.3726676914755
993,993,993,993,20199,Wallace,Kansas,-101.763574005,38.9166611398,7.8250691523409905
994,994,994,994,20201,Washington,Kansas,-97.0875435237,39.7842012909,507.97842483750696
995,995,995,995,20203,Wichita,Kansas,-101.34735565,38.4820845404,17.410953805316094
996,996,996,996,20205,Wilson,Kansas,-95.7433888048,37.5592414881,589.4662479326067
997,997,997,997,20207,Woodson,Kansas,-95.7401677072,37.886670206,542.3196548601446
998,998,998,998,20209,Wyandotte,Kansas,-94.7644784215,39.1146453374,502.20558835676826
999,999,999,999,21001,Adair,Kentucky,-85.2806497629,37.1041534526,514.9734976462445
1000,1000,1000,1000,21003,Allen,Kentucky,-86.1904186693,36.7513165534,536.6542366726337
1001,1001,1001,1001,21005,Anderson,Kentucky,-84.9910045711,38.0039134141,573.0252996143921
1002,1002,1002,1002,21007,Ballard,Kentucky,-88.9993411296,37.0584319295,590.4147280840707
1003,1003,1003,1003,21009,Barren,Kentucky,-85.9336633247,36.9655811681,589.2459197341651
1004,1004,1004,1004,21011,Bath,Kentucky,-83.74266722,38.1449736906,536.9181925800772
1005,1005,1005,1005,21013,Bell,Kentucky,-83.6740950601,36.7306482485,513.657233241378
1006,1006,1006,1006,21015,Boone,Kentucky,-84.727848116,38.969864478,579.8121759248568
1007,1007,1007,1007,21017,Bourbon,Kentucky,-84.2171399549,38.2067299514,543.2566270160107
1008,1008,1008,1008,21019,Boyd,Kentucky,-82.6877258112,38.3595724655,505.795625459235
1009,1009,1009,1009,21021,Boyle,Kentucky,-84.8668203815,37.6243602285,570.156058103743
1010,1010,1010,1010,21023,Bracken,Kentucky,-84.0901906655,38.688812974,507.3872319327083
1011,1011,1011,1011,21025,Breathitt,Kentucky,-83.3240853027,37.5216171391,515.312996548916
1012,1012,1012,1012,21027,Breckinridge,Kentucky,-86.4292775361,37.7732676848,552.7327792531304
1013,1013,1013,1013,21029,Bullitt,Kentucky,-85.6958570326,37.9700757707,523.8068012617465
1014,1014,1014,1014,21031,Butler,Kentucky,-86.68175556,37.2072808133,501.6512656851805
1015,1015,1015,1015,21033,Caldwell,Kentucky,-87.8679057735,37.1453332323,583.2396164070904
1016,1016,1016,1016,21035,Calloway,Kentucky,-88.2722011175,36.6211012796,521.6568531704047
1017,1017,1017,1017,21037,Campbell,Kentucky,-84.3796958206,38.9464767816,596.4693435287713
1018,1018,1018,1018,21039,Carlisle,Kentucky,-88.9710587868,36.8532163803,561.822530579678
1019,1019,1019,1019,21041,Carroll,Kentucky,-85.123590032,38.6678584122,511.0015653940992
1020,1020,1020,1020,21043,Carter,Kentucky,-83.0495338272,38.318172839,502.10563496739866
1021,1021,1021,1021,21045,Casey,Kentucky,-84.9283681524,37.3222824489,586.7235427189269
1022,1022,1022,1022,21047,Christian,Kentucky,-87.4903805625,36.8941807353,566.1580452045678
1023,1023,1023,1023,21049,Clark,Kentucky,-84.1473994082,37.9708518682,509.6718592938998
1024,1024,1024,1024,21051,Clay,Kentucky,-83.714662683,37.1596975589,539.5214499382167
1025,1025,1025,1025,21053,Clinton,Kentucky,-85.1360135602,36.7274816255,552.0411907892766
