xDom,yDom,class
103.0316502057,16.7954545439,C
81.5758005103,94.4873524423,C
39.2686259330,1.5181444989,B
15.6059249594,53.8787838322,A
35.4895030461,77.6385167701,A
72.6601511266,58.6307933186,A
42.6738322104,7.3596857240,B
63.9477721938,38.8710025436,B
83.0554472653,27.6843818724,C
48.5800728394,109.3165104347,A
83.0453092227,91.7335974531,B
102.2679370050,54.5218241895,C
108.8893974376,18.9144792035,C
88.9799441913,32.3799839703,C
89.6689991544,29.4751115013,A
72.4077890812,108.3451898143,B
94.2728941735,32.6747020343,B
36.5519082594,46.8124660077,B
30.9546455499,63.1963485649,A
54.1736498737,119.5814252895,A
-2.9680826577,12.0293543592,A
81.6355607402,43.4149467035,B
79.1369407969,97.7680918300,B
51.0146052273,85.8648393623,B
16.1924797101,32.1387825113,B
16.9292714023,0.3668425872,B
71.0910417975,43.8970430333,A
59.3046774038,106.4465650557,A
83.4630029923,53.2395714834,C
94.1732928065,49.9604692562,A
63.1585035133,79.7392606398,A
37.8288995170,48.9000512009,B
29.2425582837,14.7170255470,A
13.5039047692,47.6258198584,B
109.8747555604,35.9544207893,C
82.8802676118,37.7839311935,C
73.2359673127,17.3720802179,A
57.6025935906,27.8350488787,B
47.9929341103,14.9173758322,B
15.0707990016,80.8942528665,A
25.9533066448,78.3431799507,A
101.8226168593,38.9390994345,C
5.3318656332,34.7914408192,B
60.7869142025,60.3071408393,A
-2.7459939531,32.4714544391,B
55.8147534617,114.9831537328,A
115.2125911828,38.5165537948,C
35.0497497775,36.8415455454,B
67.2454778474,98.4509274223,A
105.4680775468,15.6733609765,C
60.0849088119,13.8835860605,B
59.6517028347,78.5572863532,A
67.3477840591,82.2536272739,A
72.8084800941,10.7004063854,C
14.2886455450,57.4687098486,B
69.3249398560,42.8637374663,C
16.3688124108,93.1457901212,A
58.1305428206,86.6761964440,A
52.2153831949,16.5147314080,B
4.8849959854,1.7636539480,B
109.4323651430,48.8631451588,C
51.4093718179,66.0816795532,A
79.7377482522,36.2638806194,C
52.8601126586,100.1117726705,A
2.7349788331,13.5677560703,C
64.5050225517,21.3597226634,C
82.6286922055,45.8067931039,C
46.4196105884,36.5098894613,A
76.1852921704,49.3960442718,C
48.6098012519,49.4252454164,A
47.1116740056,24.4393632252,B
21.2452400200,63.7167493707,A
86.2513150451,15.7974657109,C
108.7366231882,45.5348857818,A
32.9106195227,51.4212214383,B
2.8993594988,2.5874634970,B
7.9021853612,10.4268641866,B
46.9772008593,61.7558082728,A
10.4950910335,38.6643032620,B
8.5815831652,43.1266846053,A
83.4536952935,24.2778255469,C
35.4297465978,87.2571126568,A
26.6685960567,106.9031541287,A
18.1608964552,36.0020544302,C
112.8537159460,44.3403337492,C
54.2234105155,51.6661462401,A
98.9977290835,55.4447060278,C
13.4466987811,52.1047761533,A
20.2125096507,2.1718073869,B
0.6144347970,24.1510215459,B
89.9522483250,28.5905052164,B
41.7791749884,47.6892997790,A
104.1020394026,35.6916470789,C
80.2425307132,15.9422392550,C
31.2840393386,29.0653129954,A
102.2755767798,26.9698229974,C
30.6053528205,72.6058921797,B
104.8690291633,45.7086794881,C
55.0560942171,107.4055551885,A
15.5943100214,5.1611886208,B
29.3402114030,-5.0702044636,A
29.4309596299,77.1412346389,C
109.8353427768,32.7846406444,C
87.8819288023,5.7074755206,A
74.2509604723,36.6287718129,B
46.5678409627,107.7766894379,B
44.8211180136,53.3166686439,C
72.3360015979,50.7731702025,A
56.8294447204,39.5482146280,B
77.2779247987,24.1435244461,B
45.9096870426,44.0420623538,B
91.4732205570,32.3683883071,A
109.3090468333,30.5226153163,A
22.7448058986,94.9025751235,C
78.1711254421,41.8436016359,C
28.2246644331,24.5165447921,B
38.3706176929,38.5509646958,B
24.2135980212,97.3091470473,B
83.7071372122,26.6615728055,B
7.4763634219,16.6498004228,B
8.1725771745,2.5240819894,C
29.9692379946,15.0262527440,C
57.1835524182,88.3364411696,A
36.1371840506,56.7354723979,B
58.5016320474,36.2371992585,C
92.4922264776,55.8160989559,C
60.1479827020,95.6835340521,A
98.7366940751,36.8054914890,B
61.8885768432,65.0696768627,A
40.5718125440,70.7245516529,A
27.6061316904,61.2290262720,A
48.7701017490,69.7674159225,C
10.6092072288,-5.8690232852,B
29.4529806833,51.0743642197,B
107.1434111138,33.8991846887,A
22.8640899769,84.7533680015,A
57.3624030765,35.3452086573,C
117.1446231468,34.5622462133,B
96.9511372044,41.4684251121,C
80.9862104624,35.4695560130,C
62.9521486468,23.0994671689,C
58.1938880383,119.1879534239,A
93.0044646020,50.3041021308,A
40.6289749288,2.6681802061,C
34.9539457527,5.9907997444,A
98.9202077534,54.8710857959,C
55.3486974987,103.5724944014,A
82.7321469814,18.7201777105,C
30.9562394178,109.4602301914,A
34.6914414024,86.0711960733,A
83.1482388528,82.4359484776,A
42.5151895986,113.3119876748,A
79.4504471756,89.1122004492,A
100.7389819524,20.8985761493,C
40.7481658967,2.8654422522,B
83.3666434966,89.6181247267,A
108.9023071773,29.2735859085,C
59.6379518423,81.6415032744,A
57.1273615510,7.9448512804,B
51.5339360069,69.7308165013,A
87.7600074422,24.9492037707,C
48.2958902301,-1.6309967706,A
98.4914222153,21.4640464740,C
14.2843925936,32.9428733908,A
97.8641326410,37.6805594426,B
25.8245244638,-6.6102627387,B
34.6456110136,54.7143392926,A
76.8363118982,105.8090100010,A
91.3523504669,9.4325938852,C
67.3119202433,92.3218317938,A
115.6700389046,31.6560088765,C
43.3536831191,27.9017200672,A
79.2989940028,46.4757275918,C
106.7122544261,22.4189616802,C
45.7348150608,32.9272702536,B
110.4781224874,34.4048301884,C
101.7304466610,42.5687289856,C
68.8061391902,27.8754361850,A
39.4078053267,105.9490307169,A
66.0654441146,24.7806070805,C
76.4885797536,65.5384341177,A
50.6099592108,44.8484325211,B
67.4309965423,32.3423293671,C
75.3691284664,105.2352628421,A
33.3507520612,68.6388618254,A
99.7855478891,45.0371339206,C
3.9575316600,40.2225609181,B
25.0764215532,76.2672595492,A
96.5142278881,11.1411352550,A
111.1900793854,25.5218242817,B
74.1671194716,31.5416127586,A
71.5148832743,42.9630765348,B
34.5075744125,51.4955300505,B
113.0925030264,22.2229075225,C
52.2841332505,13.6716197101,C
63.7936924365,71.7314549001,A
88.0918853269,33.5954476672,C
31.9629245650,11.7655668018,B
97.3206756552,54.4635510158,C
50.9780654476,105.3565559007,B
107.2585834345,17.9874079416,C
61.0146555625,96.6826576810,A
112.3183513907,43.7008558722,C
38.7762734449,3.5079631406,C
71.8668463923,28.7369059284,A
39.4844720970,23.9477293004,B
113.3058545134,36.1903290718,B
112.2092804029,24.1868371975,A
88.7438365570,50.5178833572,A
63.6800884064,30.6325646126,A
55.5526373529,109.1253109572,A
84.5163453908,48.3830859574,C
42.9433640302,108.0340661523,A
58.4474377793,52.3844977888,A
15.7061028910,75.4161644828,A
46.4794808291,29.4277364164,B
52.9591419871,40.1710847958,A
100.5549141305,54.7609057612,C
24.0736163286,96.9467832550,B
90.0040950475,46.2087341141,B
15.5616951303,-6.8424771609,B
55.0891904397,6.9342269340,B
82.4654052526,43.8343119272,C
15.0169108109,52.8614858939,B
24.3216065193,78.7263149427,A
47.6916976243,74.1808379865,A
92.5970824371,37.1427387719,C
87.7281940137,28.3701606747,C
38.6453993624,116.9223612870,A
74.5087437092,27.0541319094,C
60.4498918303,17.7845492453,B
89.9759340047,12.9254687465,C
91.3037664663,37.4068932092,B
88.3897122070,49.7087444367,C
30.2195926847,7.4922612147,B
54.1220792859,76.1536802689,A
90.6352225205,44.6126624908,C
30.6038530252,-4.1587468750,A
22.5920243055,95.3263869996,A
37.6727906518,14.2640587352,B
78.6946399442,101.5957219231,A
40.2265184147,115.4665997188,A
98.9638029568,6.4564716650,C
82.6465053523,42.0237787537,C
114.0567332157,25.4618283837,A
99.2529486516,43.6391716174,C
43.1661316697,100.8186440113,A
79.0152037002,55.3289242424,C
82.1115816146,24.3997626452,C
17.9617625640,22.1002589477,B
70.9803058875,71.3576427459,C
35.1168143664,16.3053732390,B
99.0405626632,48.3314852624,C
24.3476821911,41.6178248139,B
25.1202317437,-5.2343586597,B
29.0025338935,101.2392246437,A
31.1888320014,64.3224352822,A
78.8390005650,35.0447409682,C
3.9080090916,6.8660846394,B
108.0065835956,48.6932878314,C
41.4928136277,-3.4710728047,B
101.0302625009,35.8184665330,B
96.6661757298,38.3429495598,C
76.1880981215,106.8441917670,A
51.3097528144,89.2892254590,A
30.0239352353,52.7401075021,B
13.5329034684,23.8278476473,B
92.2348157737,28.6055820411,C
59.3949905661,13.2809440083,B
17.9648509557,99.9247287064,A
97.8633245564,26.7960167850,C
94.2976604832,33.3807893802,A
83.7139882758,19.3234347546,C
-4.6389732692,17.5540992310,A
86.7202153407,8.5865163582,C
98.1900815993,34.7141893254,A
36.1285413625,26.3122608082,B
3.3957792301,16.0783378896,A
80.0706956104,40.3363322708,C
64.0423847499,96.4658426516,A
64.2284980651,66.2035108621,A
62.0068369346,68.1474960026,C
62.3938925929,28.4652062890,C
66.3080539029,79.0327697510,A
38.8437896355,102.8523247670,B
32.3813714134,89.6653694171,A
31.2886158742,75.7351853676,A
74.2857386951,18.5686171932,A
20.5736534656,58.2917738064,B
83.2949765045,42.9493098355,C
-0.5963639246,28.9878035967,A
20.6632414634,78.5988518502,A
26.6910474395,21.1208896343,C
69.8640107446,35.7088237058,C
68.6022116819,114.2892702871,A
71.3314454256,96.9306606076,A
56.1787775457,69.3162680740,A
49.8166733805,26.1614365352,A
12.0450358425,42.7208867363,B
24.5109087708,100.2486504533,A
2.4459800183,41.0063139296,B
94.0987318604,31.4811387402,C
84.2071063838,45.9759180079,A
78.9876378835,18.3572659294,C
39.2871614680,25.5834259014,B
86.8886225598,41.0010092100,C
77.9542205680,20.1344918329,B
18.3583228704,55.9488048405,B
80.9423802627,42.6183399579,C
74.0120058285,23.4937113314,A
19.5552770004,10.3316979444,B
30.5396601915,94.6275793611,B
43.2965439434,40.9495197841,C
39.1416074925,101.3683814679,A
46.0818265266,15.2072979252,B
51.6557878469,66.7050394129,A
46.2687485656,30.8006917603,A
28.6177105058,81.4486551419,A
69.6384182618,15.9608845298,C
32.3922874060,30.9136874310,B
68.7211459959,46.5464000039,C
68.5636251152,44.9704538786,C
38.9490061117,68.8150096105,C
81.9629809438,22.0756507395,B
52.1755092621,90.0017070994,A
92.4651289096,15.5843996429,C
10.6355546503,6.0364588046,B
10.4485525585,43.0630615576,C
23.2327740482,91.2218520153,A
65.6216736159,95.8653267552,A
