,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FIPS,Name,State,Rate
913,913,913,913,913,913,913,913,20059,Franklin,KS,0.0
914,914,914,914,914,914,914,914,20061,Geary,KS,0.0
915,915,915,915,915,915,915,915,20063,Gove,KS,0.0
916,916,916,916,916,916,916,916,20065,Graham,KS,0.0
917,917,917,917,917,917,917,917,20067,Grant,KS,0.0
918,918,918,918,918,918,918,918,20069,Gray,KS,0.0
919,919,919,919,919,919,919,919,20071,Greeley,KS,0.0
920,920,920,920,920,920,920,920,20073,Greenwood,KS,0.0
921,921,921,921,921,921,921,921,20075,Hamilton,KS,0.0
922,922,922,922,922,922,922,922,20077,Harper,KS,0.0
923,923,923,923,923,923,923,923,20079,Harvey,KS,0.0
924,924,924,924,924,924,924,924,20081,Haskell,KS,0.0
925,925,925,925,925,925,925,925,20083,Hodgeman,KS,0.0
926,926,926,926,926,926,926,926,20085,Jackson,KS,0.0
927,927,927,927,927,927,927,927,20087,Jefferson,KS,0.0
928,928,928,928,928,928,928,928,20089,Jewell,KS,0.0
929,929,929,929,929,929,929,929,20091,Johnson,KS,0.0
930,930,930,930,930,930,930,930,20093,Kearny,KS,0.0
931,931,931,931,931,931,931,931,20095,Kingman,KS,0.0
932,932,932,932,932,932,932,932,20097,Kiowa,KS,0.0
933,933,933,933,933,933,933,933,20099,Labette,KS,0.0
934,934,934,934,934,934,934,934,20101,Lane,KS,0.0
935,935,935,935,935,935,935,935,20103,Leavenworth,KS,0.0
936,936,936,936,936,936,936,936,20105,Lincoln,KS,0.0
937,937,937,937,937,937,937,937,20107,Linn,KS,0.0
938,938,938,938,938,938,938,938,20109,Logan,KS,0.0
939,939,939,939,939,939,939,939,20111,Lyon,KS,0.0
940,940,940,940,940,940,940,940,20113,McPherson,KS,0.0
941,941,941,941,941,941,941,941,20115,Marion,KS,0.0
942,942,942,942,942,942,942,942,20117,Marshall,KS,0.0
943,943,943,943,943,943,943,943,20119,Meade,KS,0.0
944,944,944,944,944,944,944,944,20121,Miami,KS,0.0
945,945,945,945,945,945,945,945,20123,Mitchell,KS,0.0
946,946,946,946,946,946,946,946,20125,Montgomery,KS,0.0
947,947,947,947,947,947,947,947,20127,Morris,KS,0.0
948,948,948,948,948,948,948,948,20129,Morton,KS,0.0
949,949,949,949,949,949,949,949,20131,Nemaha,KS,0.0
950,950,950,950,950,950,950,950,20133,Neosho,KS,0.0
951,951,951,951,951,951,951,951,20135,Ness,KS,0.0
952,952,952,952,952,952,952,952,20137,Norton,KS,0.0
953,953,953,953,953,953,953,953,20139,Osage,KS,0.0
954,954,954,954,954,954,954,954,20141,Osborne,KS,0.0
955,955,955,955,955,955,955,955,20143,Ottawa,KS,0.0
956,956,956,956,956,956,956,956,20145,Pawnee,KS,0.0
957,957,957,957,957,957,957,957,20147,Phillips,KS,0.0
958,958,958,958,958,958,958,958,20149,Pottawatomie,KS,0.0
959,959,959,959,959,959,959,959,20151,Pratt,KS,0.0
960,960,960,960,960,960,960,960,20153,Rawlins,KS,0.0
961,961,961,961,961,961,961,961,20155,Reno,KS,0.0
962,962,962,962,962,962,962,962,20157,Republic,KS,0.0
963,963,963,963,963,963,963,963,20159,Rice,KS,0.0
964,964,964,964,964,964,964,964,20161,Riley,KS,0.0
965,965,965,965,965,965,965,965,20163,Rooks,KS,0.0
966,966,966,966,966,966,966,966,20165,Rush,KS,0.0
967,967,967,967,967,967,967,967,20167,Russell,KS,0.0
968,968,968,968,968,968,968,968,20169,Saline,KS,0.0
969,969,969,969,969,969,969,969,20171,Scott,KS,0.0
970,970,970,970,970,970,970,970,20173,Sedgwick,KS,0.0
971,971,971,971,971,971,971,971,20175,Seward,KS,0.0
972,972,972,972,972,972,972,972,20177,Shawnee,KS,0.0
973,973,973,973,973,973,973,973,20179,Sheridan,KS,0.0
974,974,974,974,974,974,974,974,20181,Sherman,KS,0.0
975,975,975,975,975,975,975,975,20183,Smith,KS,0.0
976,976,976,976,976,976,976,976,20185,Stafford,KS,0.0
977,977,977,977,977,977,977,977,20187,Stanton,KS,0.0
978,978,978,978,978,978,978,978,20189,Stevens,KS,0.0
979,979,979,979,979,979,979,979,20191,Sumner,KS,0.0
980,980,980,980,980,980,980,980,20193,Thomas,KS,0.0
981,981,981,981,981,981,981,981,20195,Trego,KS,0.0
982,982,982,982,982,982,982,982,20197,Wabaunsee,KS,0.0
983,983,983,983,983,983,983,983,20199,Wallace,KS,0.0
984,984,984,984,984,984,984,984,20201,Washington,KS,0.0
985,985,985,985,985,985,985,985,20203,Wichita,KS,0.0
986,986,986,986,986,986,986,986,20205,Wilson,KS,0.0
987,987,987,987,987,987,987,987,20207,Woodson,KS,0.0
988,988,988,988,988,988,988,988,20209,Wyandotte,KS,0.0
989,989,989,989,989,989,989,989,21001,Adair,KY,0.0
990,990,990,990,990,990,990,990,21003,Allen,KY,0.0
991,991,991,991,991,991,991,991,21005,Anderson,KY,0.0
992,992,992,992,992,992,992,992,21007,Ballard,KY,0.0
993,993,993,993,993,993,993,993,21009,Barren,KY,0.0
994,994,994,994,994,994,994,994,21011,Bath,KY,0.0
995,995,995,995,995,995,995,995,21013,Bell,KY,0.0
996,996,996,996,996,996,996,996,21015,Boone,KY,0.0
997,997,997,997,997,997,997,997,21017,Bourbon,KY,0.0
998,998,998,998,998,998,998,998,21019,Boyd,KY,0.0
999,999,999,999,999,999,999,999,21021,Boyle,KY,0.0
1000,1000,1000,1000,1000,1000,1000,1000,21023,Bracken,KY,0.0
1001,1001,1001,1001,1001,1001,1001,1001,21025,Breathitt,KY,0.0
1002,1002,1002,1002,1002,1002,1002,1002,21027,Breckinridge,KY,0.0
1003,1003,1003,1003,1003,1003,1003,1003,21029,Bullitt,KY,0.0
1004,1004,1004,1004,1004,1004,1004,1004,21031,Butler,KY,0.0
1005,1005,1005,1005,1005,1005,1005,1005,21033,Caldwell,KY,0.0
1006,1006,1006,1006,1006,1006,1006,1006,21035,Calloway,KY,0.0
1007,1007,1007,1007,1007,1007,1007,1007,21037,Campbell,KY,0.0
1008,1008,1008,1008,1008,1008,1008,1008,21039,Carlisle,KY,0.0
1009,1009,1009,1009,1009,1009,1009,1009,21041,Carroll,KY,0.0
1010,1010,1010,1010,1010,1010,1010,1010,21043,Carter,KY,0.0
1011,1011,1011,1011,1011,1011,1011,1011,21045,Casey,KY,0.0
1012,1012,1012,1012,1012,1012,1012,1012,21047,Christian,KY,0.0
1013,1013,1013,1013,1013,1013,1013,1013,21049,Clark,KY,0.0
1014,1014,1014,1014,1014,1014,1014,1014,21051,Clay,KY,0.0
1015,1015,1015,1015,1015,1015,1015,1015,21053,Clinton,KY,0.0
1016,1016,1016,1016,1016,1016,1016,1016,21055,Crittenden,KY,0.0
1017,1017,1017,1017,1017,1017,1017,1017,21057,Cumberland,KY,0.0
1018,1018,1018,1018,1018,1018,1018,1018,21059,Daviess,KY,0.0
1019,1019,1019,1019,1019,1019,1019,1019,21061,Edmonson,KY,0.0
1020,1020,1020,1020,1020,1020,1020,1020,21063,Elliott,KY,0.0
1021,1021,1021,1021,1021,1021,1021,1021,21065,Estill,KY,0.0
1022,1022,1022,1022,1022,1022,1022,1022,21067,Fayette,KY,0.0
1023,1023,1023,1023,1023,1023,1023,1023,21069,Fleming,KY,0.0
1024,1024,1024,1024,1024,1024,1024,1024,21071,Floyd,KY,0.0
1025,1025,1025,1025,1025,1025,1025,1025,21073,Franklin,KY,0.0
1026,1026,1026,1026,1026,1026,1026,1026,21075,Fulton,KY,0.0
1027,1027,1027,1027,1027,1027,1027,1027,21077,Gallatin,KY,0.0
1028,1028,1028,1028,1028,1028,1028,1028,21079,Garrard,KY,0.0
1029,1029,1029,1029,1029,1029,1029,1029,21081,Grant,KY,0.0
1030,1030,1030,1030,1030,1030,1030,1030,21083,Graves,KY,0.0
1031,1031,1031,1031,1031,1031,1031,1031,21085,Grayson,KY,0.0
1032,1032,1032,1032,1032,1032,1032,1032,21087,Green,KY,0.0
1033,1033,1033,1033,1033,1033,1033,1033,21089,Greenup,KY,0.0
1034,1034,1034,1034,1034,1034,1034,1034,21091,Hancock,KY,0.0
1035,1035,1035,1035,1035,1035,1035,1035,21093,Hardin,KY,0.0
1036,1036,1036,1036,1036,1036,1036,1036,21095,Harlan,KY,0.0
1037,1037,1037,1037,1037,1037,1037,1037,21097,Harrison,KY,0.0
1038,1038,1038,1038,1038,1038,1038,1038,21099,Hart,KY,0.0
1039,1039,1039,1039,1039,1039,1039,1039,21101,Henderson,KY,0.0
1040,1040,1040,1040,1040,1040,1040,1040,21103,Henry,KY,0.0
1041,1041,1041,1041,1041,1041,1041,1041,21105,Hickman,KY,0.0
1042,1042,1042,1042,1042,1042,1042,1042,21107,Hopkins,KY,0.0
1043,1043,1043,1043,1043,1043,1043,1043,21109,Jackson,KY,0.0
1044,1044,1044,1044,1044,1044,1044,1044,21111,Jefferson,KY,0.0
1045,1045,1045,1045,1045,1045,1045,1045,21113,Jessamine,KY,0.0
1046,1046,1046,1046,1046,1046,1046,1046,21115,Johnson,KY,0.0
1047,1047,1047,1047,1047,1047,1047,1047,21117,Kenton,KY,0.0
1048,1048,1048,1048,1048,1048,1048,1048,21119,Knott,KY,0.0
1049,1049,1049,1049,1049,1049,1049,1049,21121,Knox,KY,0.0
1050,1050,1050,1050,1050,1050,1050,1050,21123,Larue,KY,0.0
1051,1051,1051,1051,1051,1051,1051,1051,21125,Laurel,KY,0.0
1052,1052,1052,1052,1052,1052,1052,1052,21127,Lawrence,KY,0.0
1053,1053,1053,1053,1053,1053,1053,1053,21129,Lee,KY,0.0
1054,1054,1054,1054,1054,1054,1054,1054,21131,Leslie,KY,0.0
1055,1055,1055,1055,1055,1055,1055,1055,21133,Letcher,KY,0.0
1056,1056,1056,1056,1056,1056,1056,1056,21135,Lewis,KY,0.0
1057,1057,1057,1057,1057,1057,1057,1057,21137,Lincoln,KY,0.0
1058,1058,1058,1058,1058,1058,1058,1058,21139,Livingston,KY,0.0
1059,1059,1059,1059,1059,1059,1059,1059,21141,Logan,KY,0.0
1060,1060,1060,1060,1060,1060,1060,1060,21143,Lyon,KY,0.0
1061,1061,1061,1061,1061,1061,1061,1061,21145,McCracken,KY,0.0
1062,1062,1062,1062,1062,1062,1062,1062,21147,McCreary,KY,0.0
1063,1063,1063,1063,1063,1063,1063,1063,21149,McLean,KY,0.0
1064,1064,1064,1064,1064,1064,1064,1064,21151,Madison,KY,0.0
1065,1065,1065,1065,1065,1065,1065,1065,21153,Magoffin,KY,0.0
1066,1066,1066,1066,1066,1066,1066,1066,21155,Marion,KY,0.0
1067,1067,1067,1067,1067,1067,1067,1067,21157,Marshall,KY,0.0
1068,1068,1068,1068,1068,1068,1068,1068,21159,Martin,KY,0.0
1069,1069,1069,1069,1069,1069,1069,1069,21161,Mason,KY,0.0
1070,1070,1070,1070,1070,1070,1070,1070,21163,Meade,KY,0.0
1071,1071,1071,1071,1071,1071,1071,1071,21165,Menifee,KY,0.0
1072,1072,1072,1072,1072,1072,1072,1072,21167,Mercer,KY,0.0
1073,1073,1073,1073,1073,1073,1073,1073,21169,Metcalfe,KY,0.0
1074,1074,1074,1074,1074,1074,1074,1074,21171,Monroe,KY,0.0
1075,1075,1075,1075,1075,1075,1075,1075,21173,Montgomery,KY,0.0
1076,1076,1076,1076,1076,1076,1076,1076,21175,Morgan,KY,0.0
1077,1077,1077,1077,1077,1077,1077,1077,21177,Muhlenberg,KY,0.0
1078,1078,1078,1078,1078,1078,1078,1078,21179,Nelson,KY,0.0
1079,1079,1079,1079,1079,1079,1079,1079,21181,Nicholas,KY,0.0
1080,1080,1080,1080,1080,1080,1080,1080,21183,Ohio,KY,0.0
1081,1081,1081,1081,1081,1081,1081,1081,21185,Oldham,KY,0.0
1082,1082,1082,1082,1082,1082,1082,1082,21187,Owen,KY,0.0
1083,1083,1083,1083,1083,1083,1083,1083,21189,Owsley,KY,0.0
1084,1084,1084,1084,1084,1084,1084,1084,21191,Pendleton,KY,0.0
1085,1085,1085,1085,1085,1085,1085,1085,21193,Perry,KY,0.0
1086,1086,1086,1086,1086,1086,1086,1086,21195,Pike,KY,0.0
1087,1087,1087,1087,1087,1087,1087,1087,21197,Powell,KY,0.0
1088,1088,1088,1088,1088,1088,1088,1088,21199,Pulaski,KY,0.0
1089,1089,1089,1089,1089,1089,1089,1089,21201,Robertson,KY,0.0
1090,1090,1090,1090,1090,1090,1090,1090,21203,Rockcastle,KY,0.0
1091,1091,1091,1091,1091,1091,1091,1091,21205,Rowan,KY,0.0
1092,1092,1092,1092,1092,1092,1092,1092,21207,Russell,KY,0.0
1093,1093,1093,1093,1093,1093,1093,1093,21209,Scott,KY,0.0
1094,1094,1094,1094,1094,1094,1094,1094,21211,Shelby,KY,0.0
1095,1095,1095,1095,1095,1095,1095,1095,21213,Simpson,KY,0.0
1096,1096,1096,1096,1096,1096,1096,1096,21215,Spencer,KY,0.0
1097,1097,1097,1097,1097,1097,1097,1097,21217,Taylor,KY,0.0
1098,1098,1098,1098,1098,1098,1098,1098,21219,Todd,KY,0.0
1099,1099,1099,1099,1099,1099,1099,1099,21221,Trigg,KY,0.0
1100,1100,1100,1100,1100,1100,1100,1100,21223,Trimble,KY,0.0
1101,1101,1101,1101,1101,1101,1101,1101,21225,Union,KY,0.0
1102,1102,1102,1102,1102,1102,1102,1102,21227,Warren,KY,0.0
1103,1103,1103,1103,1103,1103,1103,1103,21229,Washington,KY,0.0
1104,1104,1104,1104,1104,1104,1104,1104,21231,Wayne,KY,0.0
1105,1105,1105,1105,1105,1105,1105,1105,21233,Webster,KY,0.0
1106,1106,1106,1106,1106,1106,1106,1106,21235,Whitley,KY,0.0
1107,1107,1107,1107,1107,1107,1107,1107,21237,Wolfe,KY,0.0
1108,1108,1108,1108,1108,1108,1108,1108,21239,Woodford,KY,0.0
1109,1109,1109,1109,1109,1109,1109,1109,22001,Acadia,LA,0.0
1110,1110,1110,1110,1110,1110,1110,1110,22003,Allen,LA,0.0
1111,1111,1111,1111,1111,1111,1111,1111,22005,Ascension,LA,0.0
1112,1112,1112,1112,1112,1112,1112,1112,22007,Assumption,LA,0.0
1113,1113,1113,1113,1113,1113,1113,1113,22009,Avoyelles,LA,0.0
1114,1114,1114,1114,1114,1114,1114,1114,22011,Beauregard,LA,0.0
1115,1115,1115,1115,1115,1115,1115,1115,22013,Bienville,LA,0.0
1116,1116,1116,1116,1116,1116,1116,1116,22015,Bossier,LA,0.0
1117,1117,1117,1117,1117,1117,1117,1117,22017,Caddo,LA,0.0
1118,1118,1118,1118,1118,1118,1118,1118,22019,Calcasieu,LA,0.0
1119,1119,1119,1119,1119,1119,1119,1119,22021,Caldwell,LA,0.0
1120,1120,1120,1120,1120,1120,1120,1120,22023,Cameron,LA,0.0
1121,1121,1121,1121,1121,1121,1121,1121,22025,Catahoula,LA,0.0
1122,1122,1122,1122,1122,1122,1122,1122,22027,Claiborne,LA,0.0
1123,1123,1123,1123,1123,1123,1123,1123,22029,Concordia,LA,0.0
1124,1124,1124,1124,1124,1124,1124,1124,22031,De Soto,LA,0.0
1125,1125,1125,1125,1125,1125,1125,1125,22033,East Baton Rouge,LA,0.0
1126,1126,1126,1126,1126,1126,1126,1126,22035,East Carroll,LA,0.0
1127,1127,1127,1127,1127,1127,1127,1127,22037,East Feliciana,LA,0.0
1128,1128,1128,1128,1128,1128,1128,1128,22039,Evangeline,LA,0.0
1129,1129,1129,1129,1129,1129,1129,1129,22041,Franklin,LA,0.0
1130,1130,1130,1130,1130,1130,1130,1130,22043,Grant,LA,0.0
1131,1131,1131,1131,1131,1131,1131,1131,22045,Iberia,LA,0.0
1132,1132,1132,1132,1132,1132,1132,1132,22047,Iberville,LA,0.0
1133,1133,1133,1133,1133,1133,1133,1133,22049,Jackson,LA,0.0
1134,1134,1134,1134,1134,1134,1134,1134,22051,Jefferson,LA,0.0
1135,1135,1135,1135,1135,1135,1135,1135,22053,Jefferson Davis,LA,0.0
1136,1136,1136,1136,1136,1136,1136,1136,22055,Lafayette,LA,0.0
1137,1137,1137,1137,1137,1137,1137,1137,22057,Lafourche,LA,0.0
1138,1138,1138,1138,1138,1138,1138,1138,22059,La Salle,LA,0.0
1139,1139,1139,1139,1139,1139,1139,1139,22061,Lincoln,LA,0.0
1140,1140,1140,1140,1140,1140,1140,1140,22063,Livingston,LA,0.0
1141,1141,1141,1141,1141,1141,1141,1141,22065,Madison,LA,0.0
1142,1142,1142,1142,1142,1142,1142,1142,22067,Morehouse,LA,0.0
1143,1143,1143,1143,1143,1143,1143,1143,22069,Natchitoches,LA,0.0
1144,1144,1144,1144,1144,1144,1144,1144,22071,Orleans,LA,0.0
1145,1145,1145,1145,1145,1145,1145,1145,22073,Ouachita,LA,0.0
1146,1146,1146,1146,1146,1146,1146,1146,22075,Plaquemines,LA,0.0
1147,1147,1147,1147,1147,1147,1147,1147,22077,Pointe Coupee,LA,0.0
1148,1148,1148,1148,1148,1148,1148,1148,22079,Rapides,LA,0.0
1149,1149,1149,1149,1149,1149,1149,1149,22081,Red River,LA,0.0
1150,1150,1150,1150,1150,1150,1150,1150,22083,Richland,LA,0.0
1151,1151,1151,1151,1151,1151,1151,1151,22085,Sabine,LA,0.0
1152,1152,1152,1152,1152,1152,1152,1152,22087,St Bernard,LA,0.0
1153,1153,1153,1153,1153,1153,1153,1153,22089,St Charles,LA,0.0
1154,1154,1154,1154,1154,1154,1154,1154,22091,St Helena,LA,0.0
1155,1155,1155,1155,1155,1155,1155,1155,22093,St James,LA,0.0
1156,1156,1156,1156,1156,1156,1156,1156,22095,St John the Baptist,LA,0.0
1157,1157,1157,1157,1157,1157,1157,1157,22097,St Landry,LA,0.0
1158,1158,1158,1158,1158,1158,1158,1158,22099,St Martin,LA,0.0
1159,1159,1159,1159,1159,1159,1159,1159,22101,St Mary,LA,0.0
1160,1160,1160,1160,1160,1160,1160,1160,22103,St Tammany,LA,0.0
1161,1161,1161,1161,1161,1161,1161,1161,22105,Tangipahoa,LA,0.0
1162,1162,1162,1162,1162,1162,1162,1162,22107,Tensas,LA,0.0
1163,1163,1163,1163,1163,1163,1163,1163,22109,Terrebonne,LA,0.0
1164,1164,1164,1164,1164,1164,1164,1164,22111,Union,LA,0.0
1165,1165,1165,1165,1165,1165,1165,1165,22113,Vermilion,LA,0.0
1166,1166,1166,1166,1166,1166,1166,1166,22115,Vernon,LA,0.0
1167,1167,1167,1167,1167,1167,1167,1167,22117,Washington,LA,0.0
1168,1168,1168,1168,1168,1168,1168,1168,22119,Webster,LA,0.0
1169,1169,1169,1169,1169,1169,1169,1169,22121,West Baton Rouge,LA,0.0
1170,1170,1170,1170,1170,1170,1170,1170,22123,West Carroll,LA,0.0
1171,1171,1171,1171,1171,1171,1171,1171,22125,West Feliciana,LA,0.0
1172,1172,1172,1172,1172,1172,1172,1172,22127,Winn,LA,0.0
1173,1173,1173,1173,1173,1173,1173,1173,23001,Androscoggin,ME,0.0
1174,1174,1174,1174,1174,1174,1174,1174,23003,Aroostook,ME,0.0
1175,1175,1175,1175,1175,1175,1175,1175,23005,Cumberland,ME,0.0
1176,1176,1176,1176,1176,1176,1176,1176,23007,Franklin,ME,0.0
1177,1177,1177,1177,1177,1177,1177,1177,23009,Hancock,ME,0.0
1178,1178,1178,1178,1178,1178,1178,1178,23011,Kennebec,ME,0.0
1179,1179,1179,1179,1179,1179,1179,1179,23013,Knox,ME,0.0
1180,1180,1180,1180,1180,1180,1180,1180,23015,Lincoln,ME,0.0
1181,1181,1181,1181,1181,1181,1181,1181,23017,Oxford,ME,0.0
1182,1182,1182,1182,1182,1182,1182,1182,23019,Penobscot,ME,0.0
1183,1183,1183,1183,1183,1183,1183,1183,23021,Piscataquis,ME,0.0
1184,1184,1184,1184,1184,1184,1184,1184,23023,Sagadahoc,ME,0.0
1185,1185,1185,1185,1185,1185,1185,1185,23025,Somerset,ME,0.0
1186,1186,1186,1186,1186,1186,1186,1186,23027,Waldo,ME,0.0
1187,1187,1187,1187,1187,1187,1187,1187,23029,Washington,ME,0.0
1188,1188,1188,1188,1188,1188,1188,1188,23031,York,ME,0.0
1189,1189,1189,1189,1189,1189,1189,1189,24001,Allegany,MD,0.0
1190,1190,1190,1190,1190,1190,1190,1190,24003,Anne Arundel,MD,0.0
1191,1191,1191,1191,1191,1191,1191,1191,24005,Baltimore,MD,0.0
1192,1192,1192,1192,1192,1192,1192,1192,24009,Calvert,MD,0.0
1193,1193,1193,1193,1193,1193,1193,1193,24011,Caroline,MD,0.0
1194,1194,1194,1194,1194,1194,1194,1194,24013,Carroll,MD,0.0
1195,1195,1195,1195,1195,1195,1195,1195,24015,Cecil,MD,0.0
1196,1196,1196,1196,1196,1196,1196,1196,24017,Charles,MD,0.0
1197,1197,1197,1197,1197,1197,1197,1197,24019,Dorchester,MD,0.0
1198,1198,1198,1198,1198,1198,1198,1198,24021,Frederick,MD,0.0
1199,1199,1199,1199,1199,1199,1199,1199,24023,Garrett,MD,0.0
1200,1200,1200,1200,1200,1200,1200,1200,24025,Harford,MD,0.0
1201,1201,1201,1201,1201,1201,1201,1201,24027,Howard,MD,0.0
1202,1202,1202,1202,1202,1202,1202,1202,24029,Kent,MD,0.0
1203,1203,1203,1203,1203,1203,1203,1203,24031,Montgomery,MD,0.0
1204,1204,1204,1204,1204,1204,1204,1204,24033,Prince Georges,MD,0.0
1205,1205,1205,1205,1205,1205,1205,1205,24035,Queen Annes,MD,0.0
1206,1206,1206,1206,1206,1206,1206,1206,24037,St Marys,MD,0.0
1207,1207,1207,1207,1207,1207,1207,1207,24039,Somerset,MD,0.0
1208,1208,1208,1208,1208,1208,1208,1208,24041,Talbot,MD,0.0
1209,1209,1209,1209,1209,1209,1209,1209,24043,Washington,MD,0.0
1210,1210,1210,1210,1210,1210,1210,1210,24045,Wicomico,MD,0.0
1211,1211,1211,1211,1211,1211,1211,1211,24047,Worcester,MD,0.0
1212,1212,1212,1212,1212,1212,1212,1212,24510,Baltimore City,MD,0.0
1213,1213,1213,1213,1213,1213,1213,1213,25001,Barnstable,MA,0.0
1214,1214,1214,1214,1214,1214,1214,1214,25003,Berkshire,MA,1000.0
1215,1215,1215,1215,1215,1215,1215,1215,25005,Bristol,MA,1000.0
1216,1216,1216,1216,1216,1216,1216,1216,25007,Dukes,MA,1000.0
1217,1217,1217,1217,1217,1217,1217,1217,25009,Essex,MA,1000.0
1218,1218,1218,1218,1218,1218,1218,1218,25011,Franklin,MA,0.0
1219,1219,1219,1219,1219,1219,1219,1219,25013,Hampden,MA,1000.0
1220,1220,1220,1220,1220,1220,1220,1220,25015,Hampshire,MA,0.0
1221,1221,1221,1221,1221,1221,1221,1221,25017,Middlesex,MA,0.0
1222,1222,1222,1222,1222,1222,1222,1222,25019,Nantucket,MA,0.0
1223,1223,1223,1223,1223,1223,1223,1223,25021,Norfolk,MA,0.0
1224,1224,1224,1224,1224,1224,1224,1224,25023,Plymouth,MA,1000.0
1225,1225,1225,1225,1225,1225,1225,1225,25025,Suffolk,MA,1000.0
1226,1226,1226,1226,1226,1226,1226,1226,25027,Worcester,MA,0.0
1227,1227,1227,1227,1227,1227,1227,1227,26001,Alcona,MI,0.0
1228,1228,1228,1228,1228,1228,1228,1228,26003,Alger,MI,0.0
1229,1229,1229,1229,1229,1229,1229,1229,26005,Allegan,MI,0.0
1230,1230,1230,1230,1230,1230,1230,1230,26007,Alpena,MI,0.0
1231,1231,1231,1231,1231,1231,1231,1231,26009,Antrim,MI,0.0
1232,1232,1232,1232,1232,1232,1232,1232,26011,Arenac,MI,0.0
1233,1233,1233,1233,1233,1233,1233,1233,26013,Baraga,MI,0.0
1234,1234,1234,1234,1234,1234,1234,1234,26015,Barry,MI,0.0
1235,1235,1235,1235,1235,1235,1235,1235,26017,Bay,MI,0.0
1236,1236,1236,1236,1236,1236,1236,1236,26019,Benzie,MI,0.0
1237,1237,1237,1237,1237,1237,1237,1237,26021,Berrien,MI,0.0
1238,1238,1238,1238,1238,1238,1238,1238,26023,Branch,MI,0.0
1239,1239,1239,1239,1239,1239,1239,1239,26025,Calhoun,MI,0.0
1240,1240,1240,1240,1240,1240,1240,1240,26027,Cass,MI,0.0
1241,1241,1241,1241,1241,1241,1241,1241,26029,Charlevoix,MI,0.0
1242,1242,1242,1242,1242,1242,1242,1242,26031,Cheboygan,MI,0.0
1243,1243,1243,1243,1243,1243,1243,1243,26033,Chippewa,MI,0.0
1244,1244,1244,1244,1244,1244,1244,1244,26035,Clare,MI,0.0
1245,1245,1245,1245,1245,1245,1245,1245,26037,Clinton,MI,0.0
1246,1246,1246,1246,1246,1246,1246,1246,26039,Crawford,MI,0.0
1247,1247,1247,1247,1247,1247,1247,1247,26041,Delta,MI,0.0
1248,1248,1248,1248,1248,1248,1248,1248,26043,Dickinson,MI,0.0
1249,1249,1249,1249,1249,1249,1249,1249,26045,Eaton,MI,0.0
1250,1250,1250,1250,1250,1250,1250,1250,26047,Emmet,MI,0.0
1251,1251,1251,1251,1251,1251,1251,1251,26049,Genesee,MI,0.0
1252,1252,1252,1252,1252,1252,1252,1252,26051,Gladwin,MI,0.0
1253,1253,1253,1253,1253,1253,1253,1253,26053,Gogebic,MI,0.0
1254,1254,1254,1254,1254,1254,1254,1254,26055,Grand Traverse,MI,0.0
1255,1255,1255,1255,1255,1255,1255,1255,26057,Gratiot,MI,0.0
1256,1256,1256,1256,1256,1256,1256,1256,26059,Hillsdale,MI,0.0
1257,1257,1257,1257,1257,1257,1257,1257,26061,Houghton,MI,0.0
1258,1258,1258,1258,1258,1258,1258,1258,26063,Huron,MI,0.0
1259,1259,1259,1259,1259,1259,1259,1259,26065,Ingham,MI,0.0
1260,1260,1260,1260,1260,1260,1260,1260,26067,Ionia,MI,0.0
1261,1261,1261,1261,1261,1261,1261,1261,26069,Iosco,MI,0.0
1262,1262,1262,1262,1262,1262,1262,1262,26071,Iron,MI,0.0
1263,1263,1263,1263,1263,1263,1263,1263,26073,Isabella,MI,0.0
1264,1264,1264,1264,1264,1264,1264,1264,26075,Jackson,MI,0.0
1265,1265,1265,1265,1265,1265,1265,1265,26077,Kalamazoo,MI,0.0
1266,1266,1266,1266,1266,1266,1266,1266,26079,Kalkaska,MI,0.0
1267,1267,1267,1267,1267,1267,1267,1267,26081,Kent,MI,0.0
1268,1268,1268,1268,1268,1268,1268,1268,26083,Keweenaw,MI,0.0
1269,1269,1269,1269,1269,1269,1269,1269,26085,Lake,MI,0.0
1270,1270,1270,1270,1270,1270,1270,1270,26087,Lapeer,MI,0.0
1271,1271,1271,1271,1271,1271,1271,1271,26089,Leelanau,MI,0.0
1272,1272,1272,1272,1272,1272,1272,1272,26091,Lenawee,MI,0.0
1273,1273,1273,1273,1273,1273,1273,1273,26093,Livingston,MI,0.0
1274,1274,1274,1274,1274,1274,1274,1274,26095,Luce,MI,0.0
1275,1275,1275,1275,1275,1275,1275,1275,26097,Mackinac,MI,0.0
1276,1276,1276,1276,1276,1276,1276,1276,26099,Macomb,MI,0.0
1277,1277,1277,1277,1277,1277,1277,1277,26101,Manistee,MI,0.0
1278,1278,1278,1278,1278,1278,1278,1278,26103,Marquette,MI,0.0
1279,1279,1279,1279,1279,1279,1279,1279,26105,Mason,MI,0.0
1280,1280,1280,1280,1280,1280,1280,1280,26107,Mecosta,MI,0.0
1281,1281,1281,1281,1281,1281,1281,1281,26109,Menominee,MI,0.0
1282,1282,1282,1282,1282,1282,1282,1282,26111,Midland,MI,0.0
1283,1283,1283,1283,1283,1283,1283,1283,26113,Missaukee,MI,0.0
1284,1284,1284,1284,1284,1284,1284,1284,26115,Monroe,MI,0.0
