xDom,yDom,class
102.863587457,42.9005547176,Slashead
33.4434289234,-5.1305487706,Kepdon
36.4650979516,104.9667445995,Kepdon
87.2195755556,22.9239530919,Zlale
72.360813087,64.492538968,Kepdon
87.1799351381,34.5492791772,Slashead
58.3635633686,118.8050717743,Kepdon
85.0953697659,49.6224181793,Kepdon
60.9175782006,116.286650686,Kepdon
23.6107811413,96.0324615013,Zlale
23.2803252264,45.2046070886,Slashead
43.6764820733,7.7845048555,Zlale
82.4762998693,90.2485259023,Kepdon
27.6096080397,2.8291990424,Slashead
48.3840662189,76.3822345522,Kepdon
21.391075639,51.0964571838,Kepdon
40.2286089163,76.3853452355,Kepdon
71.1483299706,24.4238467515,Slashead
57.4612466488,90.5072639452,Kepdon
34.2945094486,26.8629381614,Kepdon
92.7486230297,49.2505458375,Zlale
15.8110687525,56.7092523154,Slashead
-5.472768778,19.1997223148,Slashead
36.8012944359,19.7723812553,Zlale
96.8456350064,55.9155035285,Slashead
34.7291417539,6.4067660047,Slashead
22.270173118,12.6059177616,Slashead
60.8475794726,68.3106209524,Kepdon
35.8834705556,52.1029300196,Zlale
101.3859000793,6.9755438381,Slashead
73.5283631948,75.8096324701,Kepdon
-3.295729766,23.7289032247,Slashead
28.1624544823,98.6015508472,Kepdon
73.702959888,44.6518503239,Slashead
47.7953465024,60.1174497245,Kepdon
40.6384047889,29.4304757561,Kepdon
74.9820821002,62.3020226379,Kepdon
96.3042073831,11.6749311482,Zlale
78.8272620293,76.6325133246,Kepdon
20.9265419535,78.8654999691,Zlale
22.2271929302,1.1612670532,Kepdon
4.2722977782,14.2788526638,Zlale
51.7197219369,91.5007515788,Kepdon
81.4775157478,76.5579774985,Kepdon
23.2850756258,72.0126407213,Slashead
25.7793619267,107.857082013,Kepdon
76.9803971584,43.3979592369,Zlale
98.8540509813,14.1379855738,Kepdon
63.0258585701,24.774338481,Kepdon
108.9391213684,49.2514088399,Slashead
65.5618363877,33.354270287,Kepdon
25.1703738862,59.8937243187,Kepdon
21.429995353,104.5184225197,Kepdon
87.9549814644,51.1213255866,Zlale
82.5474592936,11.4918405624,Kepdon
87.2798894907,9.1539360006,Zlale
18.2933170766,12.856303192,Slashead
2.1054118843,29.9117801845,Slashead
105.4450277289,27.8866428532,Kepdon
65.1624878354,65.4113238607,Kepdon
66.472290992,24.3557714281,Slashead
40.004132122,64.0660358911,Kepdon
115.6327080695,38.8483098591,Zlale
45.0444165618,68.3611121161,Kepdon
91.2911945306,35.3937426298,Zlale
27.3217267246,-1.7058892074,Slashead
18.6146601411,25.0924070488,Kepdon
15.3244158298,37.19396939,Kepdon
100.1821400418,29.5119417627,Zlale
29.8597123898,74.4447639924,Slashead
25.8711501166,86.6525677865,Zlale
36.2364089321,53.6762395556,Zlale
9.3554321931,23.396469933,Slashead
48.9543420799,111.7115458307,Kepdon
74.5035739656,107.225429094,Kepdon
74.8909655456,34.9667259146,Zlale
27.4329454176,104.8581927228,Kepdon
30.3136494384,67.583537382,Kepdon
38.8527443165,29.4227999491,Slashead
37.579016026,12.9570243114,Kepdon
35.2676836866,59.8999966708,Kepdon
32.6411595949,81.9335295763,Kepdon
93.8165605604,31.4200209543,Zlale
21.1445485907,0.8715551203,Kepdon
41.1056821015,-4.2514019032,Slashead
54.907971934,35.7066987325,Slashead
28.8854007525,62.8765753627,Slashead
68.03459427,46.971682238,Zlale
85.292257088,83.5879188935,Kepdon
63.8808880853,93.848043893,Kepdon
49.2118033826,-2.0214125731,Slashead
30.3826042088,-3.8459265866,Kepdon
75.6599192578,32.5077593394,Kepdon
57.5393258405,105.5848716923,Kepdon
30.3655300946,82.1959751335,Kepdon
11.6514944496,12.3163478975,Zlale
71.6880458844,34.0871462516,Kepdon
34.2831683747,93.9360071615,Kepdon
105.8054345817,8.5369921965,Zlale
104.4144545855,20.4777966545,Kepdon
32.2652486104,2.2417666804,Slashead
82.2510260944,48.560546207,Slashead
99.1007373502,18.8279030258,Zlale
22.6653121995,39.7193884,Zlale
95.4850974526,46.1622659105,Zlale
67.6756685463,26.1303472453,Zlale
34.8277460543,24.3283687038,Zlale
101.4999638265,9.4517289172,Kepdon
37.726271218,10.7623117885,Slashead
80.2684045747,22.5333404177,Zlale
38.9428490564,68.5241695192,Kepdon
24.8331416472,35.7149343317,Slashead
19.1858927251,70.0231636617,Kepdon
57.8836276688,37.9499218512,Slashead
94.4853717779,38.1550620687,Slashead
8.6922116921,6.0542834427,Kepdon
59.1833874803,96.0831353018,Kepdon
73.2307787548,102.1271015827,Kepdon
15.8138419621,29.4361525092,Slashead
53.0866580108,10.2861898194,Kepdon
113.8347116815,32.045103061,Zlale
50.6535805695,35.393817777,Slashead
25.2107923454,14.8838394625,Slashead
23.1705378979,34.3846415942,Slashead
32.2372672066,-6.5268362155,Slashead
55.5029298654,74.2770330783,Slashead
33.6115888473,56.1978220236,Zlale
60.9870739135,117.0163601192,Kepdon
11.147452852,7.2342421692,Slashead
64.8739440714,108.3985972331,Kepdon
58.2671759129,65.9895106044,Kepdon
75.8574794278,77.9265471978,Kepdon
76.9846743989,33.0855240745,Zlale
48.8345190487,104.2166278454,Kepdon
71.0081166454,106.5848241833,Kepdon
-1.053870872,23.374060798,Slashead
83.0557956309,32.2075477951,Kepdon
100.7059813172,19.2197133625,Zlale
34.4419513679,45.4286510666,Slashead
87.8299062306,10.2434850546,Zlale
57.1396438049,65.4062886551,Kepdon
32.2047379815,82.6592164861,Kepdon
43.1848109531,89.2575774628,Kepdon
3.456793892,45.3582592942,Slashead
76.705094037,73.2896831437,Slashead
4.7026077379,31.4744437592,Slashead
103.0316502057,16.7954545439,Zlale
81.5758005103,94.4873524423,Zlale
39.268625933,1.5181444989,Slashead
15.6059249594,53.8787838322,Kepdon
35.4895030461,77.6385167701,Kepdon
72.6601511266,58.6307933186,Kepdon
42.6738322104,7.359685724,Slashead
63.9477721938,38.8710025436,Slashead
83.0554472653,27.6843818724,Zlale
48.5800728394,109.3165104347,Kepdon
83.0453092227,91.7335974531,Slashead
102.267937005,54.5218241895,Zlale
108.8893974376,18.9144792035,Zlale
88.9799441913,32.3799839703,Zlale
89.6689991544,29.4751115013,Kepdon
72.4077890812,108.3451898143,Slashead
94.2728941735,32.6747020343,Slashead
36.5519082594,46.8124660077,Slashead
30.9546455499,63.1963485649,Kepdon
54.1736498737,119.5814252895,Kepdon
-2.9680826577,12.0293543592,Kepdon
81.6355607402,43.4149467035,Slashead
79.1369407969,97.76809183,Slashead
51.0146052273,85.8648393623,Slashead
16.1924797101,32.1387825113,Slashead
16.9292714023,0.3668425872,Slashead
71.0910417975,43.8970430333,Kepdon
59.3046774038,106.4465650557,Kepdon
83.4630029923,53.2395714834,Zlale
94.1732928065,49.9604692562,Kepdon
63.1585035133,79.7392606398,Kepdon
37.828899517,48.9000512009,Slashead
29.2425582837,14.717025547,Kepdon
13.5039047692,47.6258198584,Slashead
109.8747555604,35.9544207893,Zlale
82.8802676118,37.7839311935,Zlale
73.2359673127,17.3720802179,Kepdon
57.6025935906,27.8350488787,Slashead
47.9929341103,14.9173758322,Slashead
15.0707990016,80.8942528665,Kepdon
25.9533066448,78.3431799507,Kepdon
101.8226168593,38.9390994345,Zlale
5.3318656332,34.7914408192,Slashead
60.7869142025,60.3071408393,Kepdon
-2.7459939531,32.4714544391,Slashead
55.8147534617,114.9831537328,Kepdon
115.2125911828,38.5165537948,Zlale
35.0497497775,36.8415455454,Slashead
67.2454778474,98.4509274223,Kepdon
105.4680775468,15.6733609765,Zlale
60.0849088119,13.8835860605,Slashead
59.6517028347,78.5572863532,Kepdon
67.3477840591,82.2536272739,Kepdon
72.8084800941,10.7004063854,Zlale
14.288645545,57.4687098486,Slashead
69.324939856,42.8637374663,Zlale
16.3688124108,93.1457901212,Kepdon
58.1305428206,86.676196444,Kepdon
52.2153831949,16.514731408,Slashead
4.8849959854,1.763653948,Slashead
109.432365143,48.8631451588,Zlale
51.4093718179,66.0816795532,Kepdon
79.7377482522,36.2638806194,Zlale
52.8601126586,100.1117726705,Kepdon
2.7349788331,13.5677560703,Zlale
64.5050225517,21.3597226634,Zlale
82.6286922055,45.8067931039,Zlale
46.4196105884,36.5098894613,Kepdon
76.1852921704,49.3960442718,Zlale
48.6098012519,49.4252454164,Kepdon
47.1116740056,24.4393632252,Slashead
21.24524002,63.7167493707,Kepdon
86.2513150451,15.7974657109,Zlale
108.7366231882,45.5348857818,Kepdon
32.9106195227,51.4212214383,Slashead
2.8993594988,2.587463497,Slashead
7.9021853612,10.4268641866,Slashead
46.9772008593,61.7558082728,Kepdon
10.4950910335,38.664303262,Slashead
8.5815831652,43.1266846053,Kepdon
83.4536952935,24.2778255469,Zlale
35.4297465978,87.2571126568,Kepdon
26.6685960567,106.9031541287,Kepdon
18.1608964552,36.0020544302,Zlale
112.853715946,44.3403337492,Zlale
54.2234105155,51.6661462401,Kepdon
98.9977290835,55.4447060278,Zlale
13.4466987811,52.1047761533,Kepdon
20.2125096507,2.1718073869,Slashead
0.614434797,24.1510215459,Slashead
89.952248325,28.5905052164,Slashead
41.7791749884,47.689299779,Kepdon
104.1020394026,35.6916470789,Zlale
80.2425307132,15.942239255,Zlale
31.2840393386,29.0653129954,Kepdon
102.2755767798,26.9698229974,Zlale
30.6053528205,72.6058921797,Slashead
104.8690291633,45.7086794881,Zlale
55.0560942171,107.4055551885,Kepdon
15.5943100214,5.1611886208,Slashead
29.340211403,-5.0702044636,Kepdon
29.4309596299,77.1412346389,Zlale
109.8353427768,32.7846406444,Zlale
87.8819288023,5.7074755206,Kepdon
74.2509604723,36.6287718129,Slashead
46.5678409627,107.7766894379,Slashead
44.8211180136,53.3166686439,Zlale
72.3360015979,50.7731702025,Kepdon
56.8294447204,39.548214628,Slashead
77.2779247987,24.1435244461,Slashead
45.9096870426,44.0420623538,Slashead
91.473220557,32.3683883071,Kepdon
109.3090468333,30.5226153163,Kepdon
22.7448058986,94.9025751235,Zlale
78.1711254421,41.8436016359,Zlale
28.2246644331,24.5165447921,Slashead
38.3706176929,38.5509646958,Slashead
24.2135980212,97.3091470473,Slashead
83.7071372122,26.6615728055,Slashead
7.4763634219,16.6498004228,Slashead
8.1725771745,2.5240819894,Zlale
29.9692379946,15.026252744,Zlale
57.1835524182,88.3364411696,Kepdon
36.1371840506,56.7354723979,Slashead
58.5016320474,36.2371992585,Zlale
92.4922264776,55.8160989559,Zlale
60.147982702,95.6835340521,Kepdon
98.7366940751,36.805491489,Slashead
61.8885768432,65.0696768627,Kepdon
40.571812544,70.7245516529,Kepdon
27.6061316904,61.229026272,Kepdon
48.770101749,69.7674159225,Zlale
10.6092072288,-5.8690232852,Slashead
29.4529806833,51.0743642197,Slashead
107.1434111138,33.8991846887,Kepdon
22.8640899769,84.7533680015,Kepdon
57.3624030765,35.3452086573,Zlale
117.1446231468,34.5622462133,Slashead
96.9511372044,41.4684251121,Zlale
80.9862104624,35.469556013,Zlale
62.9521486468,23.0994671689,Zlale
58.1938880383,119.1879534239,Kepdon
93.004464602,50.3041021308,Kepdon
40.6289749288,2.6681802061,Zlale
34.9539457527,5.9907997444,Kepdon
98.9202077534,54.8710857959,Zlale
55.3486974987,103.5724944014,Kepdon
82.7321469814,18.7201777105,Zlale
30.9562394178,109.4602301914,Kepdon
34.6914414024,86.0711960733,Kepdon
83.1482388528,82.4359484776,Kepdon
42.5151895986,113.3119876748,Kepdon
79.4504471756,89.1122004492,Kepdon
100.7389819524,20.8985761493,Zlale
40.7481658967,2.8654422522,Slashead
83.3666434966,89.6181247267,Kepdon
108.9023071773,29.2735859085,Zlale
59.6379518423,81.6415032744,Kepdon
57.127361551,7.9448512804,Slashead
51.5339360069,69.7308165013,Kepdon
87.7600074422,24.9492037707,Zlale
48.2958902301,-1.6309967706,Kepdon
98.4914222153,21.464046474,Zlale
14.2843925936,32.9428733908,Kepdon
97.864132641,37.6805594426,Slashead
25.8245244638,-6.6102627387,Slashead
34.6456110136,54.7143392926,Kepdon
76.8363118982,105.809010001,Kepdon
91.3523504669,9.4325938852,Zlale
67.3119202433,92.3218317938,Kepdon
115.6700389046,31.6560088765,Zlale
43.3536831191,27.9017200672,Kepdon
79.2989940028,46.4757275918,Zlale
106.7122544261,22.4189616802,Zlale
45.7348150608,32.9272702536,Slashead
110.4781224874,34.4048301884,Zlale
101.730446661,42.5687289856,Zlale
68.8061391902,27.875436185,Kepdon
39.4078053267,105.9490307169,Kepdon
66.0654441146,24.7806070805,Zlale
76.4885797536,65.5384341177,Kepdon
50.6099592108,44.8484325211,Slashead
67.4309965423,32.3423293671,Zlale
75.3691284664,105.2352628421,Kepdon
33.3507520612,68.6388618254,Kepdon
99.7855478891,45.0371339206,Zlale
3.95753166,40.2225609181,Slashead
25.0764215532,76.2672595492,Kepdon
96.5142278881,11.141135255,Kepdon
111.1900793854,25.5218242817,Slashead
74.1671194716,31.5416127586,Kepdon
71.5148832743,42.9630765348,Slashead
34.5075744125,51.4955300505,Slashead
113.0925030264,22.2229075225,Zlale
52.2841332505,13.6716197101,Zlale
63.7936924365,71.7314549001,Kepdon
88.0918853269,33.5954476672,Zlale
31.962924565,11.7655668018,Slashead
97.3206756552,54.4635510158,Zlale
50.9780654476,105.3565559007,Slashead
107.2585834345,17.9874079416,Zlale
61.0146555625,96.682657681,Kepdon
112.3183513907,43.7008558722,Zlale
38.7762734449,3.5079631406,Zlale
71.8668463923,28.7369059284,Kepdon
39.484472097,23.9477293004,Slashead
113.3058545134,36.1903290718,Slashead
112.2092804029,24.1868371975,Kepdon
88.743836557,50.5178833572,Kepdon
63.6800884064,30.6325646126,Kepdon
55.5526373529,109.1253109572,Kepdon
84.5163453908,48.3830859574,Zlale
42.9433640302,108.0340661523,Kepdon
58.4474377793,52.3844977888,Kepdon
15.706102891,75.4161644828,Kepdon
46.4794808291,29.4277364164,Slashead
52.9591419871,40.1710847958,Kepdon
100.5549141305,54.7609057612,Zlale
24.0736163286,96.946783255,Slashead
90.0040950475,46.2087341141,Slashead
15.5616951303,-6.8424771609,Slashead
55.0891904397,6.934226934,Slashead
82.4654052526,43.8343119272,Zlale
15.0169108109,52.8614858939,Slashead
24.3216065193,78.7263149427,Kepdon
47.6916976243,74.1808379865,Kepdon
92.5970824371,37.1427387719,Zlale
87.7281940137,28.3701606747,Zlale
38.6453993624,116.922361287,Kepdon
74.5087437092,27.0541319094,Zlale
60.4498918303,17.7845492453,Slashead
89.9759340047,12.9254687465,Zlale
91.3037664663,37.4068932092,Slashead
88.389712207,49.7087444367,Zlale
30.2195926847,7.4922612147,Slashead
54.1220792859,76.1536802689,Kepdon
90.6352225205,44.6126624908,Zlale
30.6038530252,-4.158746875,Kepdon
22.5920243055,95.3263869996,Kepdon
37.6727906518,14.2640587352,Slashead
78.6946399442,101.5957219231,Kepdon
40.2265184147,115.4665997188,Kepdon
98.9638029568,6.456471665,Zlale
82.6465053523,42.0237787537,Zlale
114.0567332157,25.4618283837,Kepdon
99.2529486516,43.6391716174,Zlale
43.1661316697,100.8186440113,Kepdon
79.0152037002,55.3289242424,Zlale
82.1115816146,24.3997626452,Zlale
17.961762564,22.1002589477,Slashead
70.9803058875,71.3576427459,Zlale
35.1168143664,16.305373239,Slashead
99.0405626632,48.3314852624,Zlale
24.3476821911,41.6178248139,Slashead
25.1202317437,-5.2343586597,Slashead
29.0025338935,101.2392246437,Kepdon
31.1888320014,64.3224352822,Kepdon
78.839000565,35.0447409682,Zlale
3.9080090916,6.8660846394,Slashead
108.0065835956,48.6932878314,Zlale
41.4928136277,-3.4710728047,Slashead
101.0302625009,35.818466533,Slashead
96.6661757298,38.3429495598,Zlale
76.1880981215,106.844191767,Kepdon
51.3097528144,89.289225459,Kepdon
30.0239352353,52.7401075021,Slashead
13.5329034684,23.8278476473,Slashead
92.2348157737,28.6055820411,Zlale
59.3949905661,13.2809440083,Slashead
17.9648509557,99.9247287064,Kepdon
97.8633245564,26.796016785,Zlale
94.2976604832,33.3807893802,Kepdon
83.7139882758,19.3234347546,Zlale
-4.6389732692,17.554099231,Kepdon
86.7202153407,8.5865163582,Zlale
98.1900815993,34.7141893254,Kepdon
36.1285413625,26.3122608082,Slashead
3.3957792301,16.0783378896,Kepdon
80.0706956104,40.3363322708,Zlale
64.0423847499,96.4658426516,Kepdon
64.2284980651,66.2035108621,Kepdon
62.0068369346,68.1474960026,Zlale
62.3938925929,28.465206289,Zlale
66.3080539029,79.032769751,Kepdon
38.8437896355,102.852324767,Slashead
32.3813714134,89.6653694171,Kepdon
31.2886158742,75.7351853676,Kepdon
74.2857386951,18.5686171932,Kepdon
20.5736534656,58.2917738064,Slashead
83.2949765045,42.9493098355,Zlale
-0.5963639246,28.9878035967,Kepdon
20.6632414634,78.5988518502,Kepdon
26.6910474395,21.1208896343,Zlale
69.8640107446,35.7088237058,Zlale
68.6022116819,114.2892702871,Kepdon
71.3314454256,96.9306606076,Kepdon
56.1787775457,69.316268074,Kepdon
49.8166733805,26.1614365352,Kepdon
12.0450358425,42.7208867363,Slashead
24.5109087708,100.2486504533,Kepdon
2.4459800183,41.0063139296,Slashead
94.0987318604,31.4811387402,Zlale
84.2071063838,45.9759180079,Kepdon
78.9876378835,18.3572659294,Zlale
39.287161468,25.5834259014,Slashead
86.8886225598,41.00100921,Zlale
77.954220568,20.1344918329,Slashead
18.3583228704,55.9488048405,Slashead
80.9423802627,42.6183399579,Zlale
74.0120058285,23.4937113314,Kepdon
19.5552770004,10.3316979444,Slashead
30.5396601915,94.6275793611,Slashead
43.2965439434,40.9495197841,Zlale
39.1416074925,101.3683814679,Kepdon
46.0818265266,15.2072979252,Slashead
51.6557878469,66.7050394129,Kepdon
46.2687485656,30.8006917603,Kepdon
28.6177105058,81.4486551419,Kepdon
69.6384182618,15.9608845298,Zlale
32.392287406,30.913687431,Slashead
68.7211459959,46.5464000039,Zlale
68.5636251152,44.9704538786,Zlale
38.9490061117,68.8150096105,Zlale
81.9629809438,22.0756507395,Slashead
52.1755092621,90.0017070994,Kepdon
92.4651289096,15.5843996429,Zlale
10.6355546503,6.0364588046,Slashead
10.4485525585,43.0630615576,Zlale
23.2327740482,91.2218520153,Kepdon
83.0,87.0,Slashead
68.0,52.0,Slashead
62.0,17.0,Kepdon
73.0,89.0,Slashead
97.0,16.0,Zlale
84.0,78.0,Kepdon
8.0,49.0,Slashead
83.0,61.0,Slashead
50.0,30.0,Zlale
1.0,43.0,Slashead
52.0,18.0,Zlale
40.0,15.0,Slashead
64.0,1.0,Zlale
93.0,95.0,Slashead
87.0,84.0,Slashead
11.0,39.0,Slashead
50.0,90.0,Kepdon
58.0,43.0,Kepdon
37.0,53.0,Kepdon
28.0,36.0,Slashead
102.0,5.0,Kepdon
55.0,56.0,Kepdon
6.0,70.0,Zlale
41.0,99.0,Slashead
28.0,93.0,Zlale
67.0,10.0,Kepdon
0.0,45.0,Slashead
60.0,1.0,Kepdon
30.0,80.0,Kepdon
97.0,67.0,Zlale
54.0,68.0,Zlale
92.0,4.0,Zlale
1.0,60.0,Zlale
100.0,44.0,Kepdon
33.0,67.0,Slashead
79.0,32.0,Slashead
31.0,74.0,Kepdon
54.0,18.0,Zlale
80.0,1.0,Slashead
27.0,80.0,Zlale
74.0,44.0,Zlale
55.0,1.0,Slashead
86.0,5.0,Kepdon
45.0,103.0,Kepdon
6.0,81.0,Slashead
30.0,61.0,Slashead
38.0,43.0,Kepdon
96.0,95.0,Zlale
9.0,104.0,Slashead
78.0,72.0,Slashead
91.0,17.0,Kepdon
71.0,60.0,Kepdon
63.0,57.0,Slashead
42.0,36.0,Slashead
54.0,93.0,Slashead
43.0,51.0,Kepdon
46.0,73.0,Zlale
41.0,61.0,Zlale
22.0,30.0,Zlale
68.0,66.0,Zlale
79.0,32.0,Slashead
98.0,25.0,Kepdon
50.0,2.0,Slashead
59.0,71.0,Zlale
20.0,70.0,Slashead
102.0,55.0,Zlale
8.0,104.0,Kepdon
66.0,77.0,Zlale
32.0,4.0,Zlale
80.0,57.0,Zlale
80.0,81.0,Kepdon
82.0,21.0,Slashead
54.0,22.0,Slashead
44.0,54.0,Slashead
104.0,97.0,Zlale
16.0,90.0,Kepdon
87.0,51.0,Kepdon
22.0,43.0,Kepdon
80.0,36.0,Slashead
51.0,87.0,Kepdon
100.0,4.0,Slashead
1.0,71.0,Slashead
51.0,101.0,Kepdon
87.0,14.0,Slashead
31.0,45.0,Kepdon
49.0,8.0,Slashead
42.0,73.0,Kepdon
26.0,25.0,Kepdon
18.0,69.0,Zlale
1.0,36.0,Slashead
56.0,26.0,Kepdon
0.0,15.0,Slashead
99.0,39.0,Slashead
61.0,94.0,Slashead
41.0,76.0,Zlale
24.0,90.0,Slashead
86.0,97.0,Kepdon
22.0,94.0,Zlale
1.0,17.0,Slashead
97.0,52.0,Kepdon
48.0,95.0,Kepdon
104.0,59.0,Zlale
15.0,102.0,Slashead
5.0,76.0,Slashead
92.0,67.0,Zlale
71.0,66.0,Kepdon
47.0,31.0,Zlale
60.0,15.0,Kepdon
4.0,91.0,Zlale
26.0,14.0,Slashead
15.0,21.0,Zlale
103.0,50.0,Kepdon
43.0,92.0,Kepdon
68.0,87.0,Slashead
85.0,60.0,Kepdon
18.0,58.0,Kepdon
93.0,79.0,Zlale
72.0,86.0,Kepdon
12.0,1.0,Slashead
38.0,36.0,Slashead
77.0,92.0,Slashead
19.0,57.0,Slashead
100.0,91.0,Slashead
9.0,21.0,Kepdon
93.0,40.0,Kepdon
20.0,97.0,Slashead
60.0,33.0,Slashead
13.0,86.0,Slashead
12.0,94.0,Slashead
96.0,42.0,Slashead
3.0,56.0,Kepdon
36.0,70.0,Kepdon
0.0,63.0,Zlale
95.0,2.0,Slashead
37.0,88.0,Slashead
42.0,92.0,Zlale
55.0,8.0,Kepdon
45.0,11.0,Slashead
100.0,66.0,Kepdon
48.0,24.0,Kepdon
40.0,34.0,Slashead
71.0,60.0,Zlale
84.0,15.0,Kepdon
85.0,34.0,Kepdon
92.0,23.0,Slashead
27.0,1.0,Kepdon
17.0,40.0,Zlale
79.0,81.0,Kepdon
4.0,36.0,Kepdon
64.0,47.0,Zlale
60.0,12.0,Kepdon
68.0,92.0,Zlale
50.0,95.0,Slashead
57.0,13.0,Slashead
31.0,28.0,Kepdon
40.0,103.0,Zlale
21.0,75.0,Kepdon
69.0,53.0,Zlale
47.0,13.0,Kepdon
11.0,93.0,Kepdon
85.0,34.0,Kepdon
72.0,98.0,Kepdon
42.0,56.0,Slashead
69.0,87.0,Slashead
18.0,2.0,Zlale
38.0,0.0,Zlale
98.0,31.0,Slashead
17.0,93.0,Zlale
1.0,55.0,Slashead
82.0,73.0,Kepdon
101.0,5.0,Kepdon
63.0,63.0,Zlale
103.0,99.0,Zlale
32.0,69.0,Kepdon
74.0,40.0,Kepdon
96.0,69.0,Kepdon
74.0,57.0,Kepdon
44.0,17.0,Zlale
0.0,95.0,Kepdon
78.0,72.0,Slashead
83.0,40.0,Slashead
24.0,52.0,Slashead
43.0,54.0,Zlale
25.0,27.0,Slashead
27.0,6.0,Zlale
103.0,44.0,Kepdon
32.0,4.0,Slashead
104.0,83.0,Kepdon
9.0,100.0,Kepdon
18.0,63.0,Slashead
34.0,85.0,Slashead
65.0,57.0,Kepdon
28.0,23.0,Kepdon
78.0,40.0,Kepdon
87.0,4.0,Kepdon
54.0,46.0,Zlale
13.0,75.0,Kepdon
47.0,38.0,Slashead
18.0,30.0,Slashead
74.0,46.0,Kepdon
4.0,6.0,Slashead
72.0,65.0,Zlale
101.0,67.0,Kepdon
87.0,20.0,Slashead
21.0,98.0,Zlale
37.0,76.0,Slashead
29.0,93.0,Slashead
83.0,8.0,Kepdon
31.0,58.0,Kepdon
85.0,23.0,Kepdon
75.0,26.0,Slashead
50.0,32.0,Zlale
72.0,69.0,Kepdon
75.0,76.0,Slashead
41.0,43.0,Zlale
49.0,90.0,Zlale
48.0,60.0,Slashead
40.0,51.0,Kepdon
50.0,21.0,Kepdon
22.0,17.0,Kepdon
70.0,67.0,Zlale
65.0,76.0,Zlale
44.0,43.0,Zlale
25.0,78.0,Zlale
93.0,18.0,Slashead
9.0,33.0,Kepdon
16.0,45.0,Kepdon
59.0,11.0,Kepdon
21.0,42.0,Slashead
94.0,6.0,Slashead
28.0,64.0,Kepdon
2.0,103.0,Kepdon
53.0,13.0,Zlale
47.0,102.0,Slashead
23.0,19.0,Slashead
2.0,65.0,Zlale
71.0,67.0,Zlale
25.0,36.0,Zlale
55.0,26.0,Zlale
76.0,31.0,Kepdon
24.0,22.0,Slashead
59.0,87.0,Kepdon
91.0,93.0,Slashead
6.0,90.0,Zlale
86.0,38.0,Slashead
37.0,9.0,Kepdon
48.0,29.0,Slashead
62.0,41.0,Kepdon
45.0,63.0,Kepdon
100.0,15.0,Kepdon
57.0,62.0,Slashead
72.0,57.0,Kepdon
73.0,20.0,Slashead
46.0,43.0,Zlale
17.0,64.0,Zlale
29.0,8.0,Slashead
39.0,53.0,Slashead
66.0,20.0,Slashead
45.0,38.0,Kepdon
97.0,3.0,Kepdon
62.0,41.0,Kepdon
47.0,30.0,Zlale
71.0,22.0,Zlale
79.0,31.0,Kepdon
45.0,47.0,Zlale
17.0,33.0,Kepdon
3.0,69.0,Kepdon
88.0,80.0,Zlale
27.0,16.0,Kepdon
66.0,46.0,Kepdon
42.0,9.0,Zlale
9.0,30.0,Slashead
37.0,8.0,Kepdon
67.0,47.0,Slashead
3.0,41.0,Slashead
26.0,44.0,Slashead
83.0,76.0,Zlale
70.0,74.0,Slashead
73.0,102.0,Slashead
73.0,6.0,Slashead
47.0,74.0,Kepdon
8.0,94.0,Zlale
62.0,53.0,Slashead
24.0,22.0,Zlale
104.0,67.0,Kepdon
57.0,66.0,Slashead
48.0,45.0,Slashead
38.0,5.0,Kepdon
33.0,24.0,Slashead
30.0,94.0,Kepdon
14.0,49.0,Kepdon
10.0,34.0,Zlale
43.0,29.0,Kepdon
92.0,43.0,Zlale
78.0,103.0,Kepdon
30.0,54.0,Zlale
102.0,84.0,Slashead
44.0,75.0,Kepdon
92.0,6.0,Slashead
55.0,101.0,Slashead
31.0,104.0,Kepdon
10.0,11.0,Zlale
24.0,94.0,Zlale
11.0,72.0,Kepdon
49.0,61.0,Kepdon
12.0,9.0,Kepdon
22.0,83.0,Kepdon
25.0,47.0,Slashead
11.0,70.0,Slashead
41.0,12.0,Slashead
85.0,55.0,Slashead
66.0,100.0,Zlale
66.0,80.0,Slashead
33.0,92.0,Slashead
25.0,11.0,Slashead
65.0,100.0,Zlale
26.0,29.0,Zlale
70.0,98.0,Zlale
91.0,99.0,Kepdon
52.0,75.0,Slashead
95.0,21.0,Kepdon
93.0,31.0,Zlale
20.0,19.0,Kepdon
103.0,64.0,Slashead
37.0,5.0,Slashead
60.0,29.0,Zlale
26.0,63.0,Zlale
16.0,44.0,Slashead
77.0,60.0,Zlale
81.0,79.0,Kepdon
51.0,82.0,Zlale
15.0,93.0,Slashead
81.0,92.0,Kepdon
88.0,98.0,Kepdon
7.0,38.0,Kepdon
44.0,83.0,Slashead
27.0,16.0,Kepdon
43.0,10.0,Slashead
92.0,94.0,Slashead
61.0,29.0,Zlale
19.0,72.0,Kepdon
103.0,95.0,Slashead
30.0,79.0,Kepdon
45.0,67.0,Zlale
84.0,60.0,Slashead
74.0,77.0,Kepdon
57.0,3.0,Kepdon
93.0,25.0,Slashead
87.0,61.0,Slashead
3.0,3.0,Kepdon
104.0,61.0,Kepdon
74.0,92.0,Slashead
95.0,70.0,Zlale
62.0,75.0,Kepdon
59.0,13.0,Zlale
102.0,96.0,Zlale
75.0,47.0,Kepdon
0.0,31.0,Kepdon
57.0,13.0,Slashead
53.0,66.0,Slashead
45.0,75.0,Slashead
95.0,90.0,Kepdon
