,iata,name,city,state,country,latitude,longitude,precipitation
908,AYS,Waycross-Ware County,Waycross,GA,USA,31.24905556,-82.39530556,132.56901176225100
909,AZC,Colorado City Municipal,Colorado City,AZ,USA,0.0,0.0,60.39508695782700
910,AZE,Hazelhurst,Hazelhurst,GA,USA,0.0,0.0,51.50095369498850
911,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.5520575,130.68016679624100
912,B01,Granville,Granville,NY,USA,43.42507111,-73.26205306,179.17508041496700
913,B08,Silver Springs,Silver Springs,NV,USA,39.40324917,-119.2518292,76.5745306597651
914,B16,Whitford,Weedsport,NY,USA,43.08027611,-76.53837556,182.18464534004800
915,B19,Biddeford Municipal,Biddeford,ME,USA,43.46411111,-70.47238889,119.52164123898000
916,B21,Sugarloaf Regional,Carrabasset,ME,USA,45.08616639,-70.21617778,172.17723852894100
917,BAF,Barnes Municipal,Westfield,MA,USA,42.15773111,-72.71562028,145.46179502009000
918,BAK,Columbus Municipal,Columbus,IN,USA,39.26191861,-85.89634556,112.78987251234400
919,BAM,Battle Mountain,Battle Mountain,NV,USA,40.59904583,-116.8743358,58.35865655533810
920,BAX,Huron County Memorial,Bad Axe,MI,USA,0.0,0.0,49.820461429904500
921,BAZ,New Braunfels Municipal,New Braunfels,TX,USA,0.0,0.0,80.58069095733570
922,BBB,Benson Municipal,Benson,MN,USA,0.0,0.0,34.92513411832280
923,BBD,Curtis,Brady,TX,USA,0.0,0.0,90.00183143142380
924,BBP,Marlboro County,Bennettsville,SC,USA,0.0,0.0,40.92805153567870
925,BBW,Broken Bow Municipal,Broken Bow,NE,USA,0.0,0.0,51.42908105185560
926,BCB,Virginia Tech,Blacksburg,VA,USA,0.0,0.0,59.13449730862140
927,BCE,Bryce Canyon,Bryce Canyon,UT,USA,0.0,0.0,64.22928582672780
928,BCK,Black River Falls Area,Black River Falls,WI,USA,0.0,0.0,40.39364113929750
929,BCT,Boca Raton,Boca Raton,FL,USA,0.0,0.0,93.21394138910410
930,BCV,Birchwood,Birchwood,AK,USA,61.41612444,-149.50888,76.36021986438370
931,BDE,Baudette International,Baudette,MN,USA,0.0,0.0,48.56916416263400
932,BDG,Blanding Muni,Blanding,UT,USA,37.58303472,-109.4832889,6.078143610372630
933,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833,176.6185418551970
934,BDQ,Morrilton Municipal,Morrilton,AR,USA,0.0,0.0,93.44419820535960
935,BDR,Igor I Sikorsky Memorial,Bridgeport,CT,USA,41.16348417,-73.12617861,103.97088835701900
936,BDX,Broadus,Broadus,MT,USA,0.0,0.0,94.35367918789160
937,BED,Laurence G Hanscom,Bedford,MA,USA,42.46995306,-71.28903,152.0186608259060
938,BEH,Southwest Michigan Regional,Benton Harbor,MI,USA,0.0,0.0,45.362008674937000
939,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975,83.12254485190390
940,BFD,Bradford Reg,Bradford,PA,USA,41.80306778,-78.64012083,134.13364381383900
941,BFF,Scotts Bluff County,Scottsbluff,NE,USA,0.0,0.0,39.393415600261200
942,BFI,Boeing Field/King County Intl,Seattle,WA,USA,47.52998917,-122.3019561,51.73209257920170
943,BFK,Buffalo Municipal,Buffalo,OK,USA,0.0,0.0,95.1014430697793
944,BFL,Meadows,Bakersfield,CA,USA,35.43359806,-119.0567681,55.35873764111050
945,BFM,Mobile Downtown,Mobile,AL,USA,0.0,0.0,69.23894937404210
946,BFR,Virgil I Grissom Municipal,Bedford,IN,USA,0.0,0.0,86.61781462712900
947,BFW,Silver Bay Municipal,Silver Bay,MN,USA,0.0,0.0,88.33713295889690
948,BGD,Hutchinson County,Borger,TX,USA,0.0,0.0,96.43813975680530
949,BGE,Decatur County Industrial Airpark,Bainbridge,GA,USA,30.97152778,-84.63744444,151.49481323573500
950,BGF,Winchester Municipal,Winchester,TN,USA,0.0,0.0,34.02755562465350
951,BGM,Binghamton Regional,Binghamton,NY,USA,0.0,0.0,90.13005628038160
952,BGQ,Big Lake Strip Nr 2,Big Lake,AK,USA,61.53556806,-149.8138975,43.81943956323300
953,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889,128.98823762329000
954,BHB,Hancock Co-Bar Harbor,Bar Harbor,ME,USA,44.44969444,-68.3615,166.72864859803000
955,BHC,Baxley Municipal,Baxley,GA,USA,0.0,0.0,34.45253437332200
956,BHK,Baker Muni,Baker City,MT,USA,0.0,0.0,86.70768332297190
957,BHM,Birmingham International,Birmingham,AL,USA,0.0,0.0,55.22131676458930
958,BID,Block Island State,Block Island,RI,USA,41.16811889,-71.57784167,101.68942022541300
959,BIE,Beatrice Municipal,Beatrice,NE,USA,0.0,0.0,61.98584696388110
960,BIG,Allen AAF,Delta Junction,AK,USA,63.99454722,-145.7216417,43.880049126756100
961,BIH,Bishop,Bishop,CA,USA,37.37309556,-118.3636089,84.27579404076500
962,BIL,Billings Logan Intl,Billings,MT,USA,0.0,0.0,62.05794991925340
963,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.7467222,14.503163148474200
964,BIV,Tulip City,Holland,MI,USA,42.74316667,-86.10502778,124.0578587163320
965,BJC,Jeffco,Denver,CO,USA,0.0,0.0,38.84978058964730
966,BJI,Bemidji-Beltrami County,Bemidji,MN,USA,0.0,0.0,85.3208426838307
967,BJJ,Wayne County,Wooster,OH,USA,0.0,0.0,78.4106056221713
968,BKD,Breckenridge Stephens County,Breckenridge,TX,USA,32.71904694,-98.89099972,146.18943814107300
969,BKE,Baker City Municipal,Baker City,OR,USA,44.83733333,-117.8090833,42.09598867067260
970,BKL,Burke Lakefront,Cleveland,OH,USA,41.5175,-81.68333333,198.87968868680100
971,BKV,Hernando County,Brooksville,FL,USA,0.0,0.0,76.16616909924440
972,BKW,Raleigh Cty Memorial,Beckley,WV,USA,0.0,0.0,46.59123236677100
973,BKX,Brookings Municipal,Brookings,SD,USA,44.30483333,-96.81694444,179.74781513059300
974,BLF,Mercer Cty,Bluefield,WV,USA,37.29579944,-81.20769056,105.43686893123400
975,BLH,Blythe,Blythe,CA,USA,0.0,0.0,31.94028132944700
976,BLI,Bellingham Intl,Bellingham,WA,USA,48.79275,-122.5375278,86.90251309898930
977,BLM,Allaire Arpt,Belmar/Farmingdale,NJ,USA,40.18691806,-74.12488694,132.46079423780500
978,BLV,Scott AFB/MidAmerica,Belleville/St. Louis,IL,USA,0.0,0.0,61.41164055273620
979,BMC,Brigham City,Brigham City,UT,USA,0.0,0.0,57.68837195048860
980,BMG,Monroe County,Bloomington,IN,USA,0.0,0.0,69.17572017217360
981,BMI,Central Illinois Regional,Bloomington,IL,USA,0.0,0.0,93.33512749610930
982,BML,Berlin Municipal,Berlin,NH,USA,44.57537278,-71.17593167,171.55953848774000
983,BMQ,Burnet Muni-Kate Craddock,Burnet,TX,USA,30.73894444,-98.23858333,145.1459497943290
984,BMT,Beaumont Municipal,Beaumont,TX,USA,0.0,0.0,46.61386423484810
985,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222,145.28729670661400
986,BNF,Baranof Warm Springs SPB,Baranof Warm Springs,AK,USA,57.08882583,-134.8331414,79.38236204464860
987,BNG,Banning Municipal,Banning,CA,USA,33.92307111,-116.8505756,69.71636803595000
988,BNL,Barnwell County,Barnwell,SC,USA,33.25777778,-81.38833333,125.42093434433100
989,BNO,Burns Muni,Burns,OR,USA,43.59212778,-118.9549789,84.03353299134020
990,BNW,Boone Municipal,Boone,IA,USA,0.0,0.0,76.70217750538410
991,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778,80.24400284446950
992,BOK,Brookings,Brookings,OR,USA,42.07455556,-124.2900939,75.7513311872186
993,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917,179.43557719738700
994,BOW,Bartow Municipal,Bartow,FL,USA,0.0,0.0,54.00073190927630
995,BPI,Big Piney-Marbleton,Big Piney,WY,USA,42.58506972,-110.1111531,18.938882260720300
996,BPK,Baxter County Regional,Mountain Home,AR,USA,36.36894194,-92.47052806,105.25624735174100
997,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444,142.08740356281800
998,BQK,Glynco Jetport,Brunswick,GA,USA,0.0,0.0,34.29844005354400
999,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444,120.69910235233900
1000,BRD,Brainerd-Crow Wing County Regional,Brainerd,MN,USA,46.39785806,-94.1372275,155.01115792124700
1001,BRL,Burlington Municipal,Burlington,IA,USA,0.0,0.0,33.26186827687210
1002,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,0.0,0.0,83.21544557243810
1003,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.7660019,45.58385578301610
1004,BRY,Samuels,Bardstown,KY,USA,0.0,0.0,37.58307729847890
1005,BST,Belfast Municipal,Belfast,ME,USA,44.40966667,-69.01225,131.9548414294510
1006,BTI,Barter Island,Kaktovik,AK,USA,70.13390278,-143.5770444,57.700352286034200
1007,BTL,W K Kellogg Regional,Battle Creek,MI,USA,0.0,0.0,51.2749150183317
1008,BTM,Bert Mooney,Butte,MT,USA,0.0,0.0,68.75650389403870
1009,BTN,Britton Municipal,Britton,SD,USA,0.0,0.0,77.51080299194410
1010,BTP,Butler Cty,Butler,PA,USA,0.0,0.0,53.81775372571250
1011,BTR,"Baton Rouge Metropolitan, Ryan",Baton Rouge,LA,USA,30.53316083,-91.14963444,158.75088776270100
1012,BTT,Bettles,Bettles,AK,USA,66.91528667,-151.5280556,52.795964846807400
1013,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125,122.91921988828800
1014,BTY,Beatty,Beatty,NV,USA,36.86105722,-116.7870036,47.38705522810530
1015,BUB,Cram,Burwell,NE,USA,41.77669444,-99.14975,135.51592103580000
1016,BUF,Buffalo Niagara Intl,Buffalo,NY,USA,0.0,0.0,66.51019138325980
1017,BUM,Butler Memorial,Butler,MO,USA,0.0,0.0,58.1802229994386
1018,BUR,Burbank-Glendale-Pasadena,Burbank,CA,USA,34.20061917,-118.3584969,43.00671494460450
1019,BUY,Burlington Municipal,Burlington,NC,USA,0.0,0.0,94.53508155395980
1020,BVI,Beaver County,Beaver Falls,PA,USA,0.0,0.0,78.20839697109430
1021,BVK,Buckland,Buckland,AK,USA,65.98228611,-161.1519778,58.74896570656220
1022,BVN,Albion Municipal,Albion,NE,USA,0.0,0.0,44.54823015877920
1023,BVO,Bartlesville Municipal,Bartlesville,OK,USA,0.0,0.0,87.81485462083780
1024,BVS,Skagit Regional/Bay View,Burlington/Mount Vernon,WA,USA,48.47088889,-122.4208611,51.774617415638000
1025,BVX,Batesville Regional,Batesville,AR,USA,0.0,0.0,88.61995352791960
1026,BVY,Beverly Municipal,Beverly,MA,USA,42.58417111,-70.91651833,192.19700962426500
1027,BWC,Brawley Municipal,Brawley,CA,USA,32.9931,-115.5169325,72.41577732753140
1028,BWD,Brownwood Municipal,Brownwood,TX,USA,31.79362222,-98.95649528,183.06048794745900
1029,BWG,Bowling Green-Warren County,Bowling Green,KY,USA,0.0,0.0,40.60473801808960
1030,BWI,Baltimore-Washington International,Baltimore,MD,USA,0.0,0.0,40.21557793863710
1031,BWP,Harry Stern,Wahpeton,ND,USA,46.24640083,-96.6056825,142.62866008207100
1032,BXA,George R Carr Memorial,Bogalusa,LA,USA,0.0,0.0,87.93481056669460
1033,BXG,Burke County,Waynesboro,GA,USA,0.0,0.0,87.10365262486390
1034,BXK,Buckeye Municipal,Buckeye,AZ,USA,0.0,0.0,95.34230894776120
1035,BYA,Boundary,Boundary,AK,USA,64.07830278,-141.113375,52.87224468920370
1036,BYG,Johnson County,Buffalo,WY,USA,0.0,0.0,58.40449642627410
1037,BYI,Burley Municipal,Burley,ID,USA,0.0,0.0,70.84178188197100
1038,BZN,Gallatin,Bozeman,MT,USA,45.77690139,-111.1530072,24.03244341987920
1039,C00,Mercer County,Aledo,IL,USA,0.0,0.0,46.0994119441453
1040,C05,Chenega Bay,Chenega,AK,USA,60.07730556,-147.9918889,98.46475665056230
1041,C09,Morris Municipal,Morris,IL,USA,0.0,0.0,89.95093995956900
1042,C15,Pekin Municipal,Pekin,IL,USA,0.0,0.0,96.16546891865650
1043,C17,Marion,Marion,IA,USA,0.0,0.0,91.05942586202030
1044,C18,Frankfort,Chicago/Frankfort,IL,USA,0.0,0.0,62.80626261029570
1045,C25,Waverly Municipal,Waverly,IA,USA,0.0,0.0,32.73297516042820
1046,C29,Morey,Middleton,WI,USA,0.0,0.0,80.50295644141260
1047,C34,Gibson City Municipal,Gibson City,IL,USA,0.0,0.0,94.05362113671070
1048,C35,Reedsburg Municipal,Reedsburg,WI,USA,0.0,0.0,82.08670011360710
1049,C47,Portage Municipal,Portage,WI,USA,0.0,0.0,33.22594745114900
1050,C52,Burlington Municipal,Burlington,WI,USA,0.0,0.0,87.81236665107390
1051,C56,Sanger,Chicago/Monee,IL,USA,41.37756167,-87.68137528,127.02165359736800
1052,C62,Kendallville Municipal,Kendallville,IN,USA,0.0,0.0,68.03185245050550
1053,C65,Plymouth Municipal,Plymouth,IN,USA,0.0,0.0,76.15602537696940
1054,C66,Monmouth Municipal,Monmouth,IL,USA,40.92970444,-90.63110722,128.30679394040100
1055,C71,Crosby Municipal,Crosby,MS,USA,31.29600472,-91.05288167,184.45419751108500
1056,C73,Dixon Muni-Charles R Walgreen,Dixon,IL,USA,0.0,0.0,44.68409913857160
1057,C75,Marshall County,Lacon,IL,USA,41.01928583,-89.38642222,188.4350172014210
1058,C77,Poplar Grove,Poplar Grove,IL,USA,0.0,0.0,40.385838177032700
1059,C80,New Coalinga Municipal,Coalinga,CA,USA,36.16313889,-120.2938139,57.110990553274100
1060,C81,Campbell,Chicago/Round Lake Park,IL,USA,42.32461111,-88.07408806,172.5568875136910
1061,C83,Byron,Byron,CA,USA,37.8284525,-121.6258219,39.95251610771570
1062,C91,Dowagiac Municipal,Dowagiac,MI,USA,41.99293417,-86.1280125,182.49324806299900
1063,CAD,Wexford County,Cadillac,MI,USA,0.0,0.0,53.7396394168328
1064,CAE,Columbia Metropolitan,Columbia,SC,USA,0.0,0.0,48.01127887556810
1065,CAG,Craig-Moffat,Craig,CO,USA,0.0,0.0,41.569640221985100
1066,CAK,Akron-Canton Regional,Akron,OH,USA,40.91631194,-81.44246556,114.69987154557500
1067,CAO,Clayton Municipal Airpark,Clayton,NM,USA,0.0,0.0,63.25038503804250
1068,CAR,Caribou Municipal,Caribou,ME,USA,46.8715,-68.01791667,186.4036099669390
1069,CAV,Clarion Municipal,Clarion,IA,USA,42.74194389,-93.75890944,170.8892888863470
1070,CBE,Cumberland Regional,Cumberland,MD,USA,0.0,0.0,94.28785967718120
1071,CBF,Council Bluffs Municipal,Council Bluffs,IA,USA,41.25947222,-95.75997222,100.27282530162400
1072,CBG,Cambridge Municipal,Cambridge,MN,USA,0.0,0.0,57.643894288776200
1073,CBK,Shaltz,Colby,KS,USA,39.42753083,-101.0465719,11.791318459290900
1074,CCB,Cable,Upland,CA,USA,34.11154056,-117.6875897,93.85530164367530
1075,CCO,Newnan-Coweta County,Newnan,GA,USA,0.0,0.0,73.17310394653840
1076,CCR,Buchanan,Concord,CA,USA,37.98965639,-122.0568972,72.91190965187270
1077,CCY,Charles City Municipal,Charles City,IA,USA,0.0,0.0,49.82247145831550
1078,CDB,Cold Bay,Cold Bay,AK,USA,55.20559972,-162.7242628,71.18033547776050
1079,CDC,Cedar City Muni,Cedar City,UT,USA,0.0,0.0,75.48459396992040
1080,CDH,Harrell,Camden,AR,USA,33.62279917,-92.76339528,111.27435375599200
1081,CDI,Cambridge Municipal,Cambridge,OH,USA,0.0,0.0,69.28117674477460
1082,CDK,George T Lewis,Cedar Key,FL,USA,29.137745,-83.04984361,196.41957210750800
1083,CDN,Woodward,Camden,SC,USA,0.0,0.0,31.023745981653100
1084,CDR,Chadron Municipal,Chadron,NE,USA,0.0,0.0,69.69289738395440
1085,CDV,Merle K (Mudhole) Smith,Cordova,AK,USA,60.49183389,-145.4776503,47.634942101687500
1086,CDW,Essex Cty Arpt,Caldwell,NJ,USA,40.87522278,-74.28135667,125.6969292829720
1087,CEC,Jack McNamara,Crescent City,CA,USA,41.78015722,-124.2365333,85.10973830087980
1088,CEF,Westover AFB,Chicopee,MA,USA,42.19826389,-72.53425833,182.04372955549400
1089,CEK,Crete Municipal,Crete,NE,USA,0.0,0.0,64.3848374059982
1090,CEM,Central,Central,AK,USA,65.57380667,-144.7832908,78.85493293953590
1091,CEU,Oconee County Regional,Clemson,SC,USA,0.0,0.0,91.62765087527350
1092,CEV,Mettel,Connersville,IN,USA,0.0,0.0,54.060863873601600
1093,CEW,Bob Sikes,Crestview,FL,USA,0.0,0.0,55.230974884291200
1094,CEY,Kyle-Oakley,Murray,KY,USA,0.0,0.0,58.02189636693090
1095,CEZ,Cortez Muni,Cortez,CO,USA,0.0,0.0,57.01968941589210
1096,CFD,Coulter,Bryan,TX,USA,30.71569444,-96.33136111,149.10364549064900
1097,CFJ,Crawfordsville Municipal,Crawfordsville,IN,USA,0.0,0.0,54.930278870333300
1098,CFK,Chefornak,Chefornak,AK,USA,60.14922556,-164.2856325,73.73893825511780
1099,CFT,Greenlee County,Clifton-Morenci,AZ,USA,32.95284306,-109.2103453,5.468714185907210
1100,CFV,Coffeyville Municipal,Coffeyville,KS,USA,0.0,0.0,78.00886301086700
1101,CGA,Craig SPB,Craig,AK,USA,55.47883139,-133.1478011,54.096757864299900
1102,CGC,Crystal River,Crystal River,FL,USA,28.86727778,-82.57130556,108.39892735599200
1103,CGE,Cambridge-Dorchester,Cambridge,MD,USA,0.0,0.0,63.603923229581000
1104,CGF,Cuyahoga County,Cleveland,OH,USA,41.56512389,-81.48635389,110.93420351965900
1105,CGI,Cape Girardeau Municipal,Cape Girardeau,MO,USA,0.0,0.0,58.257887327302400
1106,CGS,College Park,College Park,MD,USA,0.0,0.0,59.83246016265890
1107,CGX,Chicago Meigs,Chicago,IL,USA,0.0,0.0,84.08748591477430
1108,CGZ,Casa Grande Municipal,Casa Grande,AZ,USA,0.0,0.0,59.85551978293280
1109,CHA,Lovell,Chattanooga,TN,USA,0.0,0.0,45.34689172975590
1110,CHD,Chandler Municipal,Chandler,AZ,USA,0.0,0.0,91.1463328493241
1111,CHK,Chickasha Municipal,Chickasha,OK,USA,35.09614694,-97.96618361,123.51638860239500
1112,CHO,Charlottesville-Albermarle,Charlottesville,VA,USA,0.0,0.0,76.01252673681530
1113,CHP,Circle Hot Springs,Circle Hot Springs,AK,USA,65.48547222,-144.6107836,69.71942592019170
1114,CHS,Charleston AFB/International,Charleston,SC,USA,32.89864639,-80.04050583,189.111517889762
1115,CHT,Chillicothe Municipal,Chillicothe,MO,USA,0.0,0.0,86.54262496199490
1116,CHU,Houston County,Caledonia,MN,USA,0.0,0.0,75.28035294058550
1117,CIC,Chico Municipal,Chico,CA,USA,39.79538278,-121.8584231,81.20642802280480
1118,CID,Eastern Iowa,Cedar Rapids,IA,USA,0.0,0.0,86.10592019264890
1119,CII,Choteau,Choteau,MT,USA,0.0,0.0,82.03673263894080
1120,CIK,Chalkyitsik,Chalkyitsik,AK,USA,66.64969083,-143.7359492,36.4711314895162
1121,CIN,Arthur N Neu,Carroll,IA,USA,0.0,0.0,81.04407404077370
1122,CIR,Cairo,Cairo,IL,USA,0.0,0.0,34.277724365059000
1123,CIU,Chippewa County International,Sault Ste. Marie,MI,USA,0.0,0.0,73.64539371411850
1124,CJR,Culpeper Regional,Culpeper,VA,USA,0.0,0.0,36.19027690516340
1125,CJX,Crooked Creek,Crooked Creek,AK,USA,61.86902194,-158.1371178,93.84455343457570
1126,CKB,Benedum,Clarksburg,WV,USA,39.29663889,-80.22808333,188.61832811031200
1127,CKC,Grand Marais/Cook County,Grand Marais,MN,USA,47.83830556,-90.38313889,181.0168856173880
1128,CKF,Crisp County - Cordele,Cordele,GA,USA,31.98883333,-83.77391667,171.84414257355900
1129,CKI,Williamsburg County,Kingstree,SC,USA,0.0,0.0,50.032273006139800
1130,CKM,Fletcher,Clarksdale,MS,USA,0.0,0.0,89.28630669144560
1131,CKN,Crookston Muni Kirkwood,Crookston,MN,USA,47.84169417,-96.62162028,133.73432621149900
1132,CKP,Cherokee Municipal,Cherokee,IA,USA,0.0,0.0,84.70313730445750
1133,CKU,Cordova Muni,Cordova,AK,USA,60.54390333,-145.7267042,85.58328045798550
1134,CKV,Outlaw,Clarksville,TN,USA,0.0,0.0,90.26580307910120
1135,CKX,Chicken,Chicken,AK,USA,64.07133833,-141.9522792,80.29249589951580
1136,CLD,MC Clellan-Palomar Airport,,,USA,33.127231,-117.278727,39.0766054977729
1137,CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,0.0,0.0,69.5097597845671
1138,CLI,Clintonville Municipal,Clintonville,WI,USA,0.0,0.0,34.71717184805150
1139,CLK,Clinton Municipal,Clinton,OK,USA,0.0,0.0,53.09639210804190
1140,CLL,Easterwood,College Station,TX,USA,0.0,0.0,67.79727563262120
1141,CLM,William R Fairchild Intl,Port Angeles,WA,USA,48.12019444,-123.4996944,79.65455107227080
1142,CLP,Clarks Point,Clarks Point,AK,USA,58.84230472,-158.5452331,80.30288305243990
1143,CLS,Chehalis-Centralia,Chehalis,WA,USA,46.67649194,-122.9792967,33.86952450219960
1144,CLT,Charlotte/Douglas International,Charlotte,NC,USA,0.0,0.0,58.45081906613550
1145,CLW,Clearwater Air Park,Clearwater,FL,USA,0.0,0.0,83.70343326995070
1146,CMA,Camarillo,Camarillo,CA,USA,34.21375472,-119.0943264,41.955081171488700
1147,CMH,Port Columbus Intl,Columbus,OH,USA,0.0,0.0,83.88966734237070
1148,CMI,University of Illinois-Willard,Champaign/Urbana,IL,USA,0.0,0.0,52.60076288448980
1149,CMX,Houghton County Memorial,Hancock,MI,USA,0.0,0.0,74.33067999393120
1150,CMY,Sparta/Fort McCoy,Sparta,WI,USA,0.0,0.0,38.50027489310350
1151,CNC,Chariton Municipal,Chariton,IA,USA,41.01962389,-93.35968028,142.96880561843000
1152,CNH,Claremont Municipal,Claremont,NH,USA,43.37043194,-72.36867667,107.70625824854400
1153,CNK,Blosser Municipal,Concordia,KS,USA,0.0,0.0,62.654931376312700
1154,CNM,Cavern City Air Terminal,Carlsbad,NM,USA,0.0,0.0,74.0405457268234
1155,CNO,Chino,Chino,CA,USA,33.97469444,-117.6366111,39.15629056765670
1156,CNP,Billy G Ray,Chappell,NE,USA,0.0,0.0,74.87748046742810
1157,CNU,Chanute Martin Johnson,Chanute,KS,USA,0.0,0.0,70.47300634323060
1158,CNW,TSTC-Waco,Waco,TX,USA,31.63783139,-97.07413889,112.90174139378800
1159,CNY,Canyonlands,Moab,UT,USA,0.0,0.0,64.68118722686
1160,COD,Yellowstone Regional,Cody,WY,USA,44.52019417,-109.0237961,16.944217348542400
1161,COE,Coeur D'Alene Air Terminal,Coeur D'Alene,ID,USA,47.77429167,-116.8196231,76.29579520617990
1162,COI,Merritt Island,Merritt Island,FL,USA,28.34158944,-80.6854975,160.7882316569050
1163,COM,Coleman Municipal,Coleman,TX,USA,0.0,0.0,32.020535273117000
1164,CON,Concord Municipal,Concord,NH,USA,43.20273278,-71.50228556,149.4254968474990
1165,COQ,Cloquet-Carlton County,Cloquet,MN,USA,46.70016833,-92.50552861,120.16886478084100
1166,COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025,29.479015648913000
1167,COT,Cotulla-Lasalle County,Cotulla,TX,USA,0.0,0.0,45.07698188942860
1168,COU,Columbia Regional,Columbia,MO,USA,0.0,0.0,93.7928967988606
1169,CPC,Columbus County Municipal,Whiteville,NC,USA,0.0,0.0,70.88673718133390
1170,CPK,Chesapeake Municipal,Norfolk,VA,USA,0.0,0.0,86.53257893360230
1171,CPM,Compton/Woodley,Compton,CA,USA,33.89001611,-118.2436831,69.82329537483900
1172,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661,6.694192557747850
1173,CPS,St. Louis Downtown,Cahokia/St. Louis,IL,USA,0.0,0.0,90.79482813733360
1174,CPX,Benjamin Rivera Noriega,Isla De Culebra,PR,USA,18.31328917,-65.30432444,191.6878804178450
1175,CQA,Lakefield,Celina,OH,USA,0.0,0.0,57.77241436617100
1176,CQB,Chandler Municipal,Chandler,OK,USA,35.72381556,-96.82027306,137.30516191576800
1177,CQX,Chatham Municipal,Chatham,MA,USA,41.68840028,-69.98952417,119.8414613216760
1178,CRC,Circle City,Circle,AK,USA,65.83049389,-144.0758128,50.42045587191510
1179,CRE,Grand Strand,North Myrtle Beach,SC,USA,0.0,0.0,45.240763518871100
1180,CRG,Craig Municipal,Jacksonville,FL,USA,0.0,0.0,48.516633888410000
1181,CRO,Corcoran,Corcoran,CA,USA,36.10245111,-119.5948469,89.5345852446721
1182,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528,105.29263526119800
1183,CRQ,McClellan-Palomar,Carlsbad,CA,USA,33.12822222,-117.2802222,63.241372550066600
1184,CRS,C Davis Campbell -Corsicana Muni,Corsicana,TX,USA,0.0,0.0,63.83744061658860
1185,CRT,Crossett Municipal,Crossett,AR,USA,33.17833278,-91.88018806,116.42462469849400
1186,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972,157.46287965406800
1187,CRX,Roscoe Turner,Corinth,MS,USA,34.91496778,-88.60348361,143.06605836276600
1188,CSB,Cambridge Municipal,Cambridge,NE,USA,0.0,0.0,65.90312264420760
1189,CSG,Columbus Metropolitan,Columbus,GA,USA,0.0,0.0,42.74790551246220
1190,CSM,Clinton-Sherman,Clinton,OK,USA,35.33983917,-99.20049944,152.81722907395600
1191,CSQ,Creston Municipal,Creston,IA,USA,0.0,0.0,43.99811829324400
1192,CSV,Crossville Memorial,Crossville,TN,USA,35.95129194,-85.08497806,112.9322306959150
1193,CTB,Cut Bank Muni,Cut Bank,MT,USA,0.0,0.0,89.29551357674580
1194,CTJ,West Georgia Regional,Carrollton,GA,USA,0.0,0.0,75.59488136581640
1195,CTK,Ingersoll,Canton,IL,USA,0.0,0.0,50.82193619943250
1196,CTY,Cross City,Cross City,FL,USA,29.63552778,-83.10475,162.01485604311300
1197,CTZ,Sampson County,Clinton,NC,USA,0.0,0.0,85.95713338785380
1198,CUB,Columbia Owens Downtown,Columbia,SC,USA,0.0,0.0,82.69159866794550
1199,CUH,Cushing Municipal,Cushing,OK,USA,0.0,0.0,52.26084819349030
1200,CUL,Carmi Municipal,Carmi,IL,USA,0.0,0.0,63.23039079000270
1201,CUT,Custer County,Custer,SD,USA,0.0,0.0,54.554453351562900
1202,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,0.0,0.0,89.46242584319130
1203,CVK,Sharp County Regional,Ash Flat,AR,USA,0.0,0.0,84.79423804980250
1204,CVN,Clovis Municipal,Clovis,NM,USA,34.42513889,-103.0792778,29.037701213389800
1205,CVO,Corvallis Muni,Corvallis,OR,USA,44.49719361,-123.2898297,95.66169641660560
1206,CVX,Charlevoix Municipal,Charlevoix,MI,USA,0.0,0.0,76.05724416105550
1207,CWA,Central Wisconsin,Mosinee,WI,USA,0.0,0.0,82.10374152668180
1208,CWF,Chennault International,Lake Charles,LA,USA,30.21059167,-93.14318944,103.81904960842000
1209,CWI,Clinton Municipal,Clinton,IA,USA,0.0,0.0,90.83118049881680
1210,CWV,Claxton-Evans County,Claxton,GA,USA,0.0,0.0,31.71499590703810
1211,CXC,Chitina,Chitina,AK,USA,61.58285917,-144.4270969,63.14319849776680
1212,CXE,Chase City Municipal,Chase City,VA,USA,0.0,0.0,84.19367440599700
