,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,X,Y,class
632,632,632,632.0,632.0,632.0,,,,,,80.6345643799673,86.89309174981686,class1
633,633,633,633.0,633.0,633.0,,,,,,70.08819859495281,73.80168903714349,class1
634,634,634,634.0,634.0,634.0,,,,,,77.93274509108957,88.30669245146711,class1
635,635,635,635.0,635.0,635.0,,,,,,92.55536969040546,81.94682902407617,class1
636,636,636,636.0,636.0,636.0,,,,,,78.97647425173349,88.65729179759454,class1
637,637,637,637.0,637.0,637.0,,,,,,88.97862976073895,79.57277871063584,class1
638,638,638,638.0,638.0,638.0,,,,,,81.9727614871456,83.5088797724459,class1
639,639,639,639.0,639.0,639.0,,,,,,83.89779022343505,98.06141893336529,class1
640,640,640,640.0,640.0,640.0,,,,,,77.54402108463063,79.28276609448733,class1
641,641,641,641.0,641.0,641.0,,,,,,78.39186997514192,75.54994355629599,class1
642,642,642,642.0,642.0,642.0,,,,,,75.98821951911165,75.53035580724264,class1
643,643,643,643.0,643.0,643.0,,,,,,76.06065258411942,78.30176069375487,class1
644,644,644,644.0,644.0,644.0,,,,,,77.67931113222994,80.41968549602716,class1
645,645,645,645.0,645.0,645.0,,,,,,77.29784049993043,74.22678008970585,class1
646,646,646,646.0,646.0,646.0,,,,,,70.86592151870354,85.99296682677495,class1
647,647,647,647.0,647.0,647.0,,,,,,76.86142546281746,92.70169041817385,class1
648,648,648,648.0,648.0,648.0,,,,,,73.94928854216239,76.20990957545071,class1
649,649,649,649.0,649.0,649.0,,,,,,78.0692816611043,76.44704630717439,class1
650,650,650,650.0,650.0,650.0,,,,,,82.53957847956337,77.79522929554078,class1
651,651,651,651.0,651.0,651.0,,,,,,81.99515895494729,72.80429440757183,class1
652,652,652,652.0,652.0,652.0,,,,,,84.40585748043894,89.47070541269119,class1
653,653,653,653.0,653.0,653.0,,,,,,69.60449506227305,81.18510403350133,class1
654,654,654,654.0,654.0,654.0,,,,,,80.11604756164921,78.77271561633657,class1
655,655,655,655.0,655.0,655.0,,,,,,84.2594827575119,63.2688262017398,class1
656,656,656,656.0,656.0,656.0,,,,,,85.20007046751513,72.19327951482457,class1
657,657,657,657.0,657.0,657.0,,,,,,82.23472362389401,77.04085382911224,class1
658,658,658,658.0,658.0,658.0,,,,,,82.05949826861995,70.10817407210486,class1
659,659,659,659.0,659.0,659.0,,,,,,87.32862653290312,75.10339690254558,class1
660,660,660,660.0,660.0,660.0,,,,,,85.09402302022646,89.45049990722629,class1
661,661,661,661.0,661.0,661.0,,,,,,78.4296279808768,83.67898647269779,class1
662,662,662,662.0,662.0,662.0,,,,,,70.15391905337727,78.06606486160577,class1
663,663,663,663.0,663.0,663.0,,,,,,65.43084328221728,85.99722125593834,class1
664,664,664,664.0,664.0,664.0,,,,,,77.19300110111703,76.32527071238394,class1
665,665,665,665.0,665.0,665.0,,,,,,77.75593915074721,80.57913112256065,class1
666,666,666,666.0,666.0,666.0,,,,,,78.81079206156798,74.73269800412646,class1
667,667,667,667.0,667.0,667.0,,,,,,85.0910418683547,82.724259888266,class1
668,668,668,668.0,668.0,668.0,,,,,,85.67788829061175,79.01576180009744,class1
669,669,669,669.0,669.0,669.0,,,,,,74.35354969350719,83.94560209749153,class1
670,670,670,670.0,670.0,670.0,,,,,,75.94335230323568,75.94999957085328,class1
671,671,671,671.0,671.0,671.0,,,,,,67.53677995551789,85.40767349734355,class1
672,672,672,672.0,672.0,672.0,,,,,,82.9767866557396,78.8625483800699,class1
673,673,673,673.0,673.0,673.0,,,,,,78.27282344029261,83.83280857000636,class1
674,674,674,674.0,674.0,674.0,,,,,,86.65095820589629,88.67027341840594,class1
675,675,675,675.0,675.0,675.0,,,,,,78.93850475493653,71.68246901022401,class1
676,676,676,676.0,676.0,676.0,,,,,,75.48231802554905,79.92016315000582,class1
677,677,677,677.0,677.0,677.0,,,,,,80.63968667775613,76.35531622430396,class1
678,678,678,678.0,678.0,678.0,,,,,,73.47510362071034,83.7465412307912,class1
679,679,679,679.0,679.0,679.0,,,,,,80.26275356546012,80.88710692471903,class1
680,680,680,680.0,680.0,680.0,,,,,,68.35418928548859,77.14684286885317,class1
681,681,681,681.0,681.0,681.0,,,,,,78.64843058273648,74.86664707879676,class1
682,682,682,682.0,682.0,682.0,,,,,,74.76559424749983,80.30688777051117,class1
683,683,683,683.0,683.0,683.0,,,,,,88.63369074584521,64.69251987366786,class1
684,684,684,684.0,684.0,684.0,,,,,,76.05027299256233,85.11563617081593,class1
685,685,685,685.0,685.0,685.0,,,,,,80.01055629399814,72.7729845119328,class1
686,686,686,686.0,686.0,686.0,,,,,,76.21862012268251,81.0014564317149,class1
687,687,687,687.0,687.0,687.0,,,,,,76.57333413644126,77.90576026881499,class1
688,688,688,688.0,688.0,688.0,,,,,,83.6383732388324,68.76982370230392,class1
689,689,689,689.0,689.0,689.0,,,,,,76.41594624457147,78.56208502463737,class1
690,690,690,690.0,690.0,690.0,,,,,,75.63031120772436,79.12817095855796,class1
691,691,691,691.0,691.0,691.0,,,,,,88.66724886419944,72.5641532616725,class1
692,692,692,692.0,692.0,692.0,,,,,,87.87294720474387,92.12572105567423,class1
693,693,693,693.0,693.0,693.0,,,,,,65.63416712661376,70.41944666267537,class1
694,694,694,694.0,694.0,694.0,,,,,,82.15437028362915,73.37130255306222,class1
695,695,695,695.0,695.0,695.0,,,,,,80.35469500388315,76.00941762801588,class1
696,696,696,696.0,696.0,696.0,,,,,,80.26174528602016,72.61027021786498,class1
697,697,697,697.0,697.0,697.0,,,,,,79.59482108131259,87.32423478870318,class1
698,698,698,698.0,698.0,698.0,,,,,,75.26882566323076,80.67630881998728,class1
699,699,699,699.0,699.0,699.0,,,,,,79.34557548699874,77.42104843649507,class1
700,700,700,700.0,700.0,700.0,,,,,,81.63417409018733,74.6428792806442,class1
701,701,701,701.0,701.0,701.0,,,,,,87.48245360442718,79.76565280166967,class1
702,702,702,702.0,702.0,702.0,,,,,,76.47911499576092,70.55391660966775,class1
703,703,703,703.0,703.0,703.0,,,,,,85.6768741932189,89.76829751512835,class1
704,704,704,704.0,704.0,704.0,,,,,,75.97584805933973,83.82571601749429,class1
705,705,705,705.0,705.0,705.0,,,,,,77.33440398393473,83.73012470412111,class1
706,706,706,706.0,706.0,706.0,,,,,,83.92952185628647,74.67989783063254,class1
707,707,707,707.0,707.0,707.0,,,,,,83.96062964009184,77.19302763443879,class1
708,708,708,708.0,708.0,708.0,,,,,,89.01121647072284,79.57963096422515,class1
709,709,709,709.0,709.0,709.0,,,,,,69.25940764288698,80.37000234668231,class1
710,710,710,710.0,710.0,710.0,,,,,,77.95535831541115,85.56316969082975,class1
711,711,711,711.0,711.0,711.0,,,,,,87.39153100193897,83.19523631946662,class1
712,712,712,712.0,712.0,712.0,,,,,,84.12737332529258,72.34496364292976,class1
713,713,713,713.0,713.0,713.0,,,,,,85.26063954376636,81.94082830537648,class1
714,714,714,714.0,714.0,714.0,,,,,,87.09268949028451,74.51020504512285,class1
715,715,715,715.0,715.0,715.0,,,,,,78.79829926101573,73.65005394421695,class1
716,716,716,716.0,716.0,716.0,,,,,,77.16313785938303,78.72226460354436,class1
717,717,717,717.0,717.0,717.0,,,,,,76.64267665748966,86.68789348874071,class1
718,718,718,718.0,718.0,718.0,,,,,,82.23934849420795,82.66353277500738,class1
719,719,719,719.0,719.0,719.0,,,,,,76.04860333854653,82.34586298695446,class1
720,720,720,720.0,720.0,720.0,,,,,,79.77953924133745,81.1458703357454,class1
721,721,721,721.0,721.0,721.0,,,,,,77.44518597789943,71.58722267967367,class1
722,722,722,722.0,722.0,722.0,,,,,,90.73043883319981,79.38772219164461,class1
723,723,723,723.0,723.0,723.0,,,,,,78.58937030527949,71.08541356778726,class1
724,724,724,724.0,724.0,724.0,,,,,,78.79599658491252,75.24447583253585,class1
725,725,725,725.0,725.0,725.0,,,,,,70.97015664207241,80.01680621784654,class1
726,726,726,726.0,726.0,726.0,,,,,,80.74446672269632,76.82245211987494,class1
727,727,727,727.0,727.0,727.0,,,,,,88.08350426225306,64.67082076518678,class1
728,728,728,728.0,728.0,728.0,,,,,,82.94551347861632,82.85927706941696,class1
729,729,729,729.0,729.0,729.0,,,,,,69.00273099982087,76.4634660332572,class1
730,730,730,730.0,730.0,730.0,,,,,,84.31572037686622,85.3586451722695,class1
731,731,731,731.0,731.0,731.0,,,,,,82.15460544361495,74.29357800551543,class1
732,732,732,732.0,732.0,732.0,,,,,,87.11720705306448,73.5022334099005,class1
733,733,733,733.0,733.0,733.0,,,,,,75.35434770797937,67.37295800214902,class1
734,734,734,734.0,734.0,734.0,,,,,,92.54121732722888,80.5522805308885,class1
735,735,735,735.0,735.0,735.0,,,,,,83.59576707403797,83.98298443905936,class1
736,736,736,736.0,736.0,736.0,,,,,,81.41512366519322,81.44743042705993,class1
737,737,737,737.0,737.0,737.0,,,,,,89.275109345249,96.17594370703917,class1
738,738,738,738.0,738.0,738.0,,,,,,70.24761332748018,84.49963763500774,class1
739,739,739,739.0,739.0,739.0,,,,,,81.95436414804462,80.66179348824002,class1
740,740,740,740.0,740.0,740.0,,,,,,71.58712393300992,84.41993991050342,class1
741,741,741,741.0,741.0,741.0,,,,,,64.97764814994132,81.32953563773047,class1
742,742,742,742.0,742.0,742.0,,,,,,86.1309961075269,77.94752897025113,class1
743,743,743,743.0,743.0,743.0,,,,,,82.06234792609662,78.16961479378543,class1
744,744,744,744.0,744.0,744.0,,,,,,80.34554666070524,79.82171948943123,class1
745,745,745,745.0,745.0,745.0,,,,,,89.16234261036755,69.52635781804887,class1
746,746,746,746.0,746.0,746.0,,,,,,74.37378242157313,70.96730638820426,class1
747,747,747,747.0,747.0,747.0,,,,,,82.21838270189882,65.54138326226136,class1
748,748,748,748.0,748.0,748.0,,,,,,76.31773548768624,78.77281736697186,class1
749,749,749,749.0,749.0,749.0,,,,,,79.630288722625,81.49325108141882,class1
750,750,750,750.0,750.0,750.0,,,,,,89.96994426420783,83.40789179233698,class1
751,751,751,751.0,751.0,751.0,,,,,,87.43277269010709,74.04462561023061,class1
752,752,752,752.0,752.0,752.0,,,,,,76.31932099948834,81.37741497896226,class1
753,753,753,753.0,753.0,753.0,,,,,,73.08006449811543,81.85106800214012,class1
754,754,754,754.0,754.0,754.0,,,,,,72.66524807942533,78.12422052343277,class1
755,755,755,755.0,755.0,755.0,,,,,,67.7290449617679,89.42960717786492,class1
756,756,756,756.0,756.0,756.0,,,,,,81.51058821522597,76.83811988085186,class1
757,757,757,757.0,757.0,757.0,,,,,,88.3886089660069,71.32792174615093,class1
758,758,758,758.0,758.0,758.0,,,,,,82.83516197945978,72.11609415788284,class1
759,759,759,759.0,759.0,759.0,,,,,,75.1634799389775,89.7111843390269,class1
760,760,760,760.0,760.0,760.0,,,,,,75.42809337568609,93.90878473385614,class1
761,761,761,761.0,761.0,761.0,,,,,,81.83448169878987,74.97426112619145,class1
762,762,762,762.0,762.0,762.0,,,,,,89.62828320029027,76.88933688718002,class1
763,763,763,763.0,763.0,763.0,,,,,,78.59908737287344,84.87935422935476,class1
764,764,764,764.0,764.0,764.0,,,,,,84.71111927404309,80.4181328570348,class1
765,765,765,765.0,765.0,765.0,,,,,,77.95990233961498,81.1891125298083,class1
766,766,766,766.0,766.0,766.0,,,,,,80.08262597351982,71.96533979333708,class1
767,767,767,767.0,767.0,767.0,,,,,,75.77347778069715,86.77657071752797,class1
768,768,768,768.0,768.0,768.0,,,,,,79.86309982302745,76.94536626320769,class1
769,769,769,769.0,769.0,769.0,,,,,,77.92576970351713,84.41305916143166,class1
770,770,770,770.0,770.0,770.0,,,,,,77.50329245701728,82.9362183928955,class1
771,771,771,771.0,771.0,771.0,,,,,,85.31070505058584,82.13247154323028,class1
772,772,772,772.0,772.0,772.0,,,,,,77.98569914236472,82.94171924104036,class1
773,773,773,773.0,773.0,773.0,,,,,,84.37114231045737,75.217911273602,class1
774,774,774,774.0,774.0,774.0,,,,,,74.46149300259259,79.42424810647785,class1
775,775,775,775.0,775.0,775.0,,,,,,79.17291197881929,84.96212124903491,class1
776,776,776,776.0,776.0,776.0,,,,,,89.07256655813266,80.31720557118774,class1
777,777,777,777.0,777.0,777.0,,,,,,80.33783668050509,72.1412363201164,class1
778,778,778,778.0,778.0,778.0,,,,,,83.68191560931814,81.59631162020236,class1
779,779,779,779.0,779.0,779.0,,,,,,83.69912102531633,78.67184003622671,class1
780,780,780,780.0,780.0,780.0,,,,,,101.75940472847694,76.63153666108082,class1
781,781,781,781.0,781.0,781.0,,,,,,85.18119405606899,88.07301873846495,class1
782,782,782,782.0,782.0,782.0,,,,,,78.98074741533394,76.52708893609245,class1
783,783,783,783.0,783.0,783.0,,,,,,76.66342745336871,87.94479371118693,class1
784,784,784,784.0,784.0,784.0,,,,,,75.82982863767246,81.03633456009209,class1
785,785,785,785.0,785.0,785.0,,,,,,81.75201801622345,72.96796631740133,class1
786,786,786,786.0,786.0,786.0,,,,,,80.33660332499468,73.88931582630885,class1
787,787,787,787.0,787.0,787.0,,,,,,78.20687459463645,72.17824325469327,class1
788,788,788,788.0,788.0,788.0,,,,,,74.43711806879077,73.50122761461208,class1
789,789,789,789.0,789.0,789.0,,,,,,85.61247480133841,81.9787089216595,class1
790,790,790,790.0,790.0,790.0,,,,,,79.87040327392698,81.73249305015491,class1
791,791,791,791.0,791.0,791.0,,,,,,69.52624217045657,74.8055071316947,class1
792,792,792,792.0,792.0,792.0,,,,,,78.85823678560223,85.49855234198445,class1
793,793,793,793.0,793.0,793.0,,,,,,70.0449928457742,75.55690304758252,class1
794,794,794,794.0,794.0,794.0,,,,,,80.82455134790672,71.95100277999218,class1
795,795,795,795.0,795.0,795.0,,,,,,84.82545452238988,77.23445890073535,class1
796,796,796,796.0,796.0,796.0,,,,,,78.59658151071324,90.21660772461061,class1
797,797,797,797.0,797.0,797.0,,,,,,72.74647911788801,78.99417914870442,class1
798,798,798,798.0,798.0,798.0,,,,,,79.53719137484515,76.36431519482169,class1
799,799,799,799.0,799.0,799.0,,,,,,73.67354696068092,76.53020750954208,class1
800,800,800,800.0,800.0,800.0,,,,,,82.12333725272866,81.63704036311547,class1
801,801,801,801.0,801.0,801.0,,,,,,82.69902145214387,86.9604389973061,class1
802,802,802,802.0,802.0,802.0,,,,,,81.62795849898113,78.88442281151526,class1
803,803,803,803.0,803.0,803.0,,,,,,76.83306515769942,85.1206028179947,class1
804,804,804,804.0,804.0,804.0,,,,,,85.1289327998022,79.15522090406401,class1
805,805,805,805.0,805.0,805.0,,,,,,85.63280708214033,85.37652863422369,class1
806,806,806,806.0,806.0,806.0,,,,,,80.72972693627317,79.718190648034,class1
807,807,807,807.0,807.0,807.0,,,,,,87.41533073523955,78.39091089078376,class1
808,808,808,808.0,808.0,808.0,,,,,,77.84703586824494,81.84461204349473,class1
809,809,809,809.0,809.0,809.0,,,,,,82.95633252000587,80.43093063825015,class1
810,810,810,810.0,810.0,810.0,,,,,,77.50459566346035,79.91040052345531,class1
811,811,811,811.0,811.0,811.0,,,,,,87.56450055082375,78.09136374832796,class1
812,812,812,812.0,812.0,812.0,,,,,,78.82655232751279,79.10837924148778,class1
813,813,813,813.0,813.0,813.0,,,,,,82.01213782733595,63.092017713279375,class1
814,814,814,814.0,814.0,814.0,,,,,,74.93990227504415,75.36011658619204,class1
815,815,815,815.0,815.0,815.0,,,,,,81.5637721962283,83.78241696331142,class1
816,816,816,816.0,816.0,816.0,,,,,,88.28973906104683,76.59403213347818,class1
817,817,817,817.0,817.0,817.0,,,,,,83.64162704379679,83.93007008083387,class1
818,818,818,818.0,818.0,818.0,,,,,,84.5624069347396,83.54470021526586,class1
819,819,819,819.0,819.0,819.0,,,,,,87.31046365539449,83.69661949958785,class1
820,820,820,820.0,820.0,820.0,,,,,,82.85963778799437,78.10227703114752,class1
821,821,821,821.0,821.0,821.0,,,,,,82.58513902547487,76.46846310501917,class1
822,822,822,822.0,822.0,822.0,,,,,,74.75873793619786,81.2122172217232,class1
823,823,823,823.0,823.0,823.0,,,,,,88.01562607965911,83.83743479650587,class1
824,824,824,824.0,824.0,824.0,,,,,,72.72923629666235,81.22708056812272,class1
825,825,825,825.0,825.0,825.0,,,,,,74.6959124791022,86.27745947852469,class1
826,826,826,826.0,826.0,826.0,,,,,,76.43214066689899,93.19967771737532,class1
827,827,827,827.0,827.0,827.0,,,,,,76.03231878281876,74.62649760566016,class1
828,828,828,828.0,828.0,828.0,,,,,,86.65046753915276,85.36829173861557,class1
829,829,829,829.0,829.0,829.0,,,,,,70.87972801911073,81.81425419262156,class1
830,830,830,830.0,830.0,830.0,,,,,,83.14021001337089,77.29702888936436,class1
831,831,831,831.0,831.0,831.0,,,,,,88.84849792754322,82.17941546899215,class1
832,832,832,832.0,832.0,832.0,,,,,,76.3939130063812,94.55490688018016,class1
833,833,833,833.0,833.0,833.0,,,,,,80.41050221735983,79.03936553890864,class1
834,834,834,834.0,834.0,834.0,,,,,,83.10294162765503,86.14472613480936,class1
835,835,835,835.0,835.0,835.0,,,,,,74.40580102409031,78.85684531342513,class1
836,836,836,836.0,836.0,836.0,,,,,,75.8674514633011,86.0740124418751,class1
837,837,837,837.0,837.0,837.0,,,,,,74.9913641906511,77.88745996168608,class1
838,838,838,838.0,838.0,838.0,,,,,,83.08465914514329,91.28936899133834,class1
839,839,839,839.0,839.0,839.0,,,,,,74.88210972846275,76.95534366602983,class1
840,840,840,840.0,840.0,840.0,,,,,,80.52514388834437,72.76394127507467,class1
841,841,841,841.0,841.0,841.0,,,,,,87.17780693994028,78.06649948392528,class1
842,842,842,842.0,842.0,842.0,,,,,,76.29627877558279,83.72081696455001,class1
843,843,843,843.0,843.0,843.0,,,,,,75.38657122889809,86.01215392580109,class1
844,844,844,844.0,844.0,844.0,,,,,,76.80682683864497,75.3109033580493,class1
845,845,845,845.0,845.0,845.0,,,,,,82.89607968486952,77.45173320926453,class1
846,846,846,846.0,846.0,846.0,,,,,,85.48568945998835,89.86128512417088,class1
847,847,847,847.0,847.0,847.0,,,,,,75.61636831751618,82.1771670935227,class1
848,848,848,848.0,848.0,848.0,,,,,,81.62436928268184,79.51955705113117,class1
849,849,849,849.0,849.0,849.0,,,,,,89.31460069665168,85.76570476748655,class1
850,850,850,850.0,850.0,850.0,,,,,,78.6719756887142,85.42873780712844,class1
851,851,851,851.0,851.0,851.0,,,,,,84.12440563454791,80.2046845844785,class1
852,852,852,852.0,852.0,852.0,,,,,,82.8101354918025,69.83321340395418,class1
853,853,853,853.0,853.0,853.0,,,,,,81.0870375032145,72.43619521035863,class1
854,854,854,854.0,854.0,854.0,,,,,,74.34541539811347,84.10281271194853,class1
855,855,855,855.0,855.0,855.0,,,,,,76.3125624497701,79.47814331630418,class1
856,856,856,856.0,856.0,856.0,,,,,,82.2807972057911,78.49553333668571,class1
857,857,857,857.0,857.0,857.0,,,,,,89.43729767458927,82.37374589055877,class1
858,858,858,858.0,858.0,858.0,,,,,,76.64234467596242,77.45800512128046,class1
859,859,859,859.0,859.0,859.0,,,,,,76.70138974786136,83.61629112388526,class1
860,860,860,860.0,860.0,860.0,,,,,,88.83708564435213,80.95220546688911,class1
861,861,861,861.0,861.0,861.0,,,,,,80.80536800446498,90.81603213711617,class1
862,862,862,862.0,862.0,862.0,,,,,,83.64224547827882,83.25615583479586,class1
863,863,863,863.0,863.0,863.0,,,,,,71.42681229272637,71.74659088038285,class1
864,864,864,864.0,864.0,864.0,,,,,,78.40416428104311,69.66739495950432,class1
865,865,865,865.0,865.0,865.0,,,,,,84.37090496427241,71.45333104714946,class1
866,866,866,866.0,866.0,866.0,,,,,,70.06403838266141,80.07749508203318,class1
867,867,867,867.0,867.0,867.0,,,,,,95.58603755286234,86.0665900056116,class1
868,868,868,868.0,868.0,868.0,,,,,,75.8953814893901,80.87703926365936,class1
869,869,869,869.0,869.0,869.0,,,,,,75.2169879859913,67.95771055389193,class1
870,870,870,870.0,870.0,870.0,,,,,,88.94823476622622,68.00165069341102,class1
871,871,871,871.0,871.0,871.0,,,,,,72.57611301352144,75.44387595513682,class1
872,872,872,872.0,872.0,872.0,,,,,,77.94395370225708,79.9048616302157,class1
873,873,873,873.0,873.0,873.0,,,,,,69.66364598845333,79.8880965850419,class1
874,874,874,874.0,874.0,874.0,,,,,,79.81052902278486,76.76956939807751,class1
875,875,875,875.0,875.0,875.0,,,,,,84.4289403030227,83.04362443947024,class1
876,876,876,876.0,876.0,876.0,,,,,,80.32566711268417,84.55775965516119,class1
877,877,877,877.0,877.0,877.0,,,,,,84.87808045796712,77.954224178763,class1
878,878,878,878.0,878.0,878.0,,,,,,80.13523050810049,80.71172110807113,class1
879,879,879,879.0,879.0,879.0,,,,,,70.33529553199449,83.40178147403218,class1
880,880,880,880.0,880.0,880.0,,,,,,66.91782849428753,83.76020734845828,class1
881,881,881,881.0,881.0,881.0,,,,,,66.23702609155899,81.57360177719488,class1
882,882,882,882.0,882.0,882.0,,,,,,85.77238084439622,81.34573443524741,class1
883,883,883,883.0,883.0,883.0,,,,,,94.45616250104183,67.49052955290061,class1
884,884,884,884.0,884.0,884.0,,,,,,71.48598255221201,72.41411758405798,class1
885,885,885,885.0,885.0,885.0,,,,,,87.63419053699752,79.59216315895462,class1
886,886,886,886.0,886.0,886.0,,,,,,80.4177801468065,78.14882905182535,class1
887,887,887,887.0,887.0,887.0,,,,,,67.29791355866716,84.67599395854776,class1
888,888,888,888.0,888.0,888.0,,,,,,74.79815239273184,81.83288829487344,class1
889,889,889,889.0,889.0,889.0,,,,,,86.90584581363592,78.31988501757814,class1
890,890,890,890.0,890.0,890.0,,,,,,76.27513583067703,80.7263608237964,class1
891,891,891,891.0,891.0,891.0,,,,,,71.26952786607528,76.05462182802826,class1
892,892,892,892.0,892.0,892.0,,,,,,90.91524589088235,88.41362481112036,class1
893,893,893,893.0,893.0,893.0,,,,,,80.26631994852255,80.23789779595045,class1
894,894,894,894.0,894.0,894.0,,,,,,79.49958172063248,76.35964872234798,class1
895,895,895,895.0,895.0,895.0,,,,,,85.34838378868338,80.38423156059663,class1
896,896,896,896.0,896.0,896.0,,,,,,80.06523412655798,80.4850553833918,class1
897,897,897,897.0,897.0,897.0,,,,,,77.62856050847334,69.0923403383008,class1
898,898,898,898.0,898.0,898.0,,,,,,79.84153013589693,88.68887208182929,class1
899,899,899,899.0,899.0,899.0,,,,,,80.40843946046682,74.30582620223016,class1
900,900,900,900.0,900.0,900.0,,,,,,81.1405891286517,82.1188277588373,class1
901,901,901,901.0,901.0,901.0,,,,,,81.36845784535782,82.58946444477364,class1
902,902,902,902.0,902.0,902.0,,,,,,80.24539422639594,74.61207427108214,class1
903,903,903,903.0,903.0,903.0,,,,,,81.99954317150355,83.2771044071634,class1
904,904,904,904.0,904.0,904.0,,,,,,77.93935754675138,82.83618502337629,class1
905,905,905,905.0,905.0,905.0,,,,,,78.11378265207989,87.24274154996522,class1
906,906,906,906.0,906.0,906.0,,,,,,75.64718557922629,82.23743462797638,class1
907,907,907,907.0,907.0,907.0,,,,,,85.33265085552168,79.13489475112577,class1
908,908,908,908.0,908.0,908.0,,,,,,80.6632815749971,82.04636448392867,class1
909,909,909,909.0,909.0,909.0,,,,,,83.31375485952722,88.09524797142141,class1
910,910,910,910.0,910.0,910.0,,,,,,84.72378458091444,92.07901117059495,class1
911,911,911,911.0,911.0,911.0,,,,,,74.6899581144821,81.27727497407714,class1
912,912,912,912.0,912.0,912.0,,,,,,86.11968767194595,77.21456430972377,class1
913,913,913,913.0,913.0,913.0,,,,,,94.67460661104428,77.94906477761788,class1
914,914,914,914.0,914.0,914.0,,,,,,75.00687631270193,80.48994736379005,class1
915,915,915,915.0,915.0,915.0,,,,,,84.27158588273082,89.5928300848734,class1
916,916,916,916.0,916.0,916.0,,,,,,80.88268927597694,84.95612853212702,class1
917,917,917,917.0,917.0,917.0,,,,,,82.12522327545382,68.54188184848876,class1
918,918,918,918.0,918.0,918.0,,,,,,81.86215609181345,79.89647529641826,class1
919,919,919,919.0,919.0,919.0,,,,,,86.47944165767488,71.77994931920395,class1
920,920,920,920.0,920.0,920.0,,,,,,79.95701981985935,87.29838337039199,class1
921,921,921,921.0,921.0,921.0,,,,,,81.45787369024765,78.04757900950506,class1
922,922,922,922.0,922.0,922.0,,,,,,87.52454826945196,82.80231971071555,class1
923,923,923,923.0,923.0,923.0,,,,,,89.5643988988091,81.92807925191978,class1
924,924,924,924.0,924.0,924.0,,,,,,83.11085871203058,81.80219466692165,class1
925,925,925,925.0,925.0,925.0,,,,,,72.03738074025733,77.85389811650991,class1
926,926,926,926.0,926.0,926.0,,,,,,86.63468245910636,80.48806863818801,class1
927,927,927,927.0,927.0,927.0,,,,,,72.73600653295972,62.40842111555374,class1
928,928,928,928.0,928.0,928.0,,,,,,91.59737973763636,81.6475987528257,class1
929,929,929,929.0,929.0,929.0,,,,,,77.58630195545496,73.47657912448949,class1
930,930,930,930.0,930.0,930.0,,,,,,76.85149229817053,95.37987557536849,class1
931,931,931,931.0,931.0,931.0,,,,,,81.63635777785423,83.13655850901155,class1
932,932,932,932.0,932.0,932.0,,,,,,86.23459901463403,80.3790496154958,class1
933,933,933,933.0,933.0,933.0,,,,,,83.43074244159926,85.97551607827548,class1
934,934,934,934.0,934.0,934.0,,,,,,79.2921410752484,86.93941973257449,class1
935,935,935,935.0,935.0,935.0,,,,,,74.94936663607531,77.47970263479127,class1
936,936,936,936.0,936.0,936.0,,,,,,85.0000657796718,79.49660165607172,class1
937,937,937,937.0,937.0,937.0,,,,,,74.59860778753725,74.40972942020731,class1
938,938,938,938.0,938.0,938.0,,,,,,78.68655912115209,88.17674877305379,class1
939,939,939,939.0,939.0,939.0,,,,,,84.17091292585141,70.03628402874469,class1
940,940,940,940.0,940.0,940.0,,,,,,70.50677425793803,81.13827983411538,class1
941,941,941,941.0,941.0,941.0,,,,,,81.40091381245944,87.6110619132254,class1
942,942,942,942.0,942.0,942.0,,,,,,72.82388986856377,80.17745753408373,class1
943,943,943,943.0,943.0,943.0,,,,,,80.49098598473725,81.57170714817833,class1
944,944,944,944.0,944.0,944.0,,,,,,89.13366805220774,82.21571355704212,class1
945,945,945,945.0,945.0,945.0,,,,,,81.79727699519837,86.70748088903896,class1
946,946,946,946.0,946.0,946.0,,,,,,76.01580296326318,81.60316364634912,class1
947,947,947,947.0,947.0,947.0,,,,,,78.34606950853917,68.84109915682974,class1
948,948,948,948.0,948.0,948.0,,,,,,81.17709663158233,74.93574382788734,class1
949,949,949,949.0,949.0,949.0,,,,,,81.53130290242404,77.83536115389707,class1
950,950,950,950.0,950.0,950.0,,,,,,78.88386605267418,80.77684823250586,class1
951,951,951,951.0,951.0,951.0,,,,,,78.59025427948586,76.68289161274161,class1
952,952,952,952.0,952.0,952.0,,,,,,90.2162844718185,83.05364174629204,class1
953,953,953,953.0,953.0,953.0,,,,,,78.72468114880243,76.09964933010805,class1
954,954,954,954.0,954.0,954.0,,,,,,75.09524776491413,72.84662917119704,class1
955,955,955,955.0,955.0,955.0,,,,,,81.82395126920797,84.41095759328176,class1
956,956,956,956.0,956.0,956.0,,,,,,76.63509782608627,89.78278344121384,class1
957,957,957,957.0,957.0,957.0,,,,,,89.0768853583459,89.17541655345075,class1
958,958,958,958.0,958.0,958.0,,,,,,78.56654027935073,71.34379499940106,class1
959,959,959,959.0,959.0,959.0,,,,,,77.61868687685049,90.8970633221577,class1
960,960,960,960.0,960.0,960.0,,,,,,82.56097145367852,80.52123680936214,class1
961,961,961,961.0,961.0,961.0,,,,,,68.66982358842961,74.44742549876403,class1
